Assignment Week,Source ID,Canonical Source ID,Title,Provider,Resource Type,Original Role,Disposition,Primary Instructional Location,Relationship,Requirement,Inline,Exact Backlink,Additional Course Locations,After Resource Action,Reason
12,digiKeySoldering,digiKeySoldering,How To Solder — Electronics with Becky Stern,DigiKey Electronics,Industry instructional video,Required · Soldering demonstration,RETAINED + INTEGRATED,"Week 12 → CETa Lesson → A good joint comes from clean surfaces, correct heat, and wetting",Demonstrated in,required,YES,learn.html?week=12&stage=ceta-lesson&lesson=0&section=concept-2&from=media&media=digiKeySoldering,,"After watching, be able to explain or demonstrate: Identify where heat and solder are applied and what acceptable wetting looks like.",Existing Teaching Media assignment reconciled to the strongest current instructional section.
12,githubSkills,githubSkills,Introduction to Git,GitHub Skills,Beginner Git / command-line training,Required · Intro GitHub collaboration workflow,RETAINED + INTEGRATED,"Week 12 → Career Lesson → Command-line navigation is a small reproducibility tool, not assumed knowledge",Lab preparation for,required,YES,learn.html?week=12&stage=career-lesson&lesson=1&section=career-w12-command-line-navigation-is-a-small-reproducibility-tool-not-assumed-know&from=media&media=githubSkills,Lab preparation for: Week 23 → Career Lesson → A repository is the project’s reconstructable memory [learn.html?week=23&stage=career-lesson&lesson=1&section=career-w23-a-repository-is-the-projects-reconstructable-memory&from=media&media=githubSkills],"After using this resource, be able to explain or apply: Do not infer command-line git status/diff/log or configuration-management depth from this introduction; those are taught explicitly in Weeks 22–23.",Existing Teaching Media assignment reconciled to the strongest current instructional section.
12,nasaCrewElectronicsRepair,nasaCrewElectronicsRepair,NASA/TM-2011-216933 — Electronics Repair Training for Spaceflight Crews,NASA,Government electronics-repair training manual,Required · Solder process/safety training,RETAINED + INTEGRATED,"Week 12 → CETa Lesson → Solder safety, fumes, splatter, flux, and alloy choice",Taught in,required,YES,learn.html?week=12&stage=ceta-lesson&lesson=0&section=concept-4&from=media&media=nasaCrewElectronicsRepair,,"After using this resource, be able to explain or apply: Treat solder alloy/flux/process as controlled variables; identify contamination, overheating and poor wetting risks before rework.",Existing Teaching Media assignment reconciled to the strongest current instructional section.
12,nasaESD,nasaESD,NASA-HDBK-8739.21 — ESD Control,NASA,Government workmanship handbook,Required · ESD instruction/reference,RETAINED + INTEGRATED,Week 12 → CETa Lesson → ESD control is specific to the work state,Taught in,required,YES,learn.html?week=12&stage=ceta-lesson&lesson=0&section=concept-10&from=media&media=nasaESD,"Taught in: Week 01 → CETa Lesson → ESD, technician tool hazards, and PPE [learn.html?week=1&stage=ceta-lesson&lesson=0&section=concept-14&from=media&media=nasaESD] | Used in: Week 24 → CETa Lesson → Safety gates remain absolute [learn.html?week=24&stage=ceta-lesson&lesson=0&section=concept-3&from=media&media=nasaESD] | Used in: Week 29 → CETa Lesson → Physical safety and ESD remain active through rework [learn.html?week=29&stage=ceta-lesson&lesson=0&section=concept-3&from=media&media=nasaESD]","After using this reference, be able to locate, explain, or apply: Keep ESD device protection distinct from shock/energy safety.",Existing Teaching Media assignment reconciled to the strongest current instructional section.
12,nasaHarness,nasaHarness,"NASA-STD-8739.4 — Crimping, Cables, Harnesses, and Wiring",NASA,Government workmanship standard,Path-specific · Workmanship reference,RETAINED + INTEGRATED,Week 12 → Career Lesson → Career integration: solder/rework workmanship and harness evidence,Used in,supporting,YES,learn.html?week=12&stage=career-lesson&lesson=1&section=career-w12-career-integration-solder-rework-workmanship-and-harness-evidence&from=media&media=nasaHarness,Used in: Week 29 → CETa Lesson → Workmanship is verified by condition plus electrical evidence [learn.html?week=29&stage=ceta-lesson&lesson=0&section=concept-7&from=media&media=nasaHarness],"After using this reference, be able to locate, explain, or apply: State objective accept/rework/escalate evidence.",Existing Teaching Media assignment reconciled to the strongest current instructional section.
12,neetsSolderingWiring,neetsSolderingWiring,"NEETS Module 4 — Introduction to Electrical Conductors, Wiring Techniques, and Schematic Reading",U.S. Navy Electricity and Electronics Training Series / Historic Naval Ships Association,Technician self-study manual,Required · Heat-shunt and soldering fundamentals reference,RETAINED + INTEGRATED,"Week 12 → CETa Lesson → Heat shunts, cold joints, and good mechanical/electrical connections",Used in,required,YES,learn.html?week=12&stage=ceta-lesson&lesson=0&section=concept-5&from=media&media=neetsSolderingWiring,,"After using this reference, be able to locate, explain, or apply: Place thermal protection between the joint and heat-sensitive part when required and minimize dwell rather than compensating with excessive heat.",Existing Teaching Media assignment reconciled to the strongest current instructional section.
12,paceBgaTutorial,paceBgaTutorial,Official IR 3000 Tutorial — Install and Remove BGA and SMC,PACE Worldwide,Professional rework video tutorial,Required · BGA/SMT rework process video,RETAINED + INTEGRATED,Week 12 → CETa Lesson → SMT/BGA handling and PCB pad/trace/PTH repair boundaries,Used in,required,YES,learn.html?week=12&stage=ceta-lesson&lesson=0&section=concept-6&from=media&media=paceBgaTutorial,,"After watching, be able to explain or demonstrate: Recognize why BGA rework requires dedicated thermal/profile/alignment equipment and should not be attempted as casual hand rework.",Existing Teaching Media assignment reconciled to the strongest current instructional section.
12,paceThermoBondCitKit,paceThermoBondCitKit,"ThermoBond Cir-Kit — Land, Pad, and Trace Repair Procedures",PACE Worldwide,Professional PCB repair procedure manual,Required · Pad/land/trace repair procedure reference,RETAINED + INTEGRATED,Week 12 → CETa Lesson → SMT/BGA handling and PCB pad/trace/PTH repair boundaries,Used in,required,YES,learn.html?week=12&stage=ceta-lesson&lesson=0&section=concept-6&from=media&media=paceThermoBondCitKit,,"After using this reference, be able to locate, explain, or apply: Distinguish conductor repair from pad/land replacement and preserve geometry/adhesion/clearance before electrical verification.",Existing Teaching Media assignment reconciled to the strongest current instructional section.
13,aacSystemNotations,aacSystemNotations,System Notations,North Seattle Community College / All About Circuits,College video lecture with transcript,Required · Diagram-type teaching,RETAINED + INTEGRATED,Week 13 → CETa Lesson → Each drawing answers a different question,Taught in,required,YES,learn.html?week=13&stage=ceta-lesson&lesson=0&section=concept-1&from=media&media=aacSystemNotations,Taught in: Week 04 → CETa Lesson → Decibels and graphs as engineering representations [learn.html?week=4&stage=ceta-lesson&lesson=0&section=concept-6&from=media&media=aacSystemNotationsGraphs],"After watching, be able to explain or demonstrate: Never infer physical placement from schematic drawing position; use labels/nets/reference designators.",Existing Teaching Media assignment reconciled to the strongest current instructional section.
13,digiKeyDatasheet,digiKeyDatasheet,How To Read A Datasheet — Electronics with Becky Stern,DigiKey Electronics,Industry instructional video,Required · Datasheet-reading video,RETAINED + INTEGRATED,Week 13 → CETa Lesson → A datasheet is conditional evidence,Demonstrated in,required,YES,learn.html?week=13&stage=ceta-lesson&lesson=0&section=concept-3&from=media&media=digiKeyDatasheet,Taught in: Week 07 → Career Lesson → Read the datasheet in a risk-first order [learn.html?week=7&stage=career-lesson&lesson=1&section=career-w07-read-the-datasheet-in-a-risk-first-order&from=media&media=digiKeyDatasheet] | Taught in: Week 08 → Career Lesson → Start from the load and work backward [learn.html?week=8&stage=career-lesson&lesson=1&section=career-w08-start-from-the-load-and-work-backward&from=media&media=digiKeyDatasheet] | Lab preparation for: Week 18 → Career Lesson → Translate one I²C datasheet into a wiring and transaction contract [learn.html?week=18&stage=career-lesson&lesson=1&section=career-w18-translate-one-i2c-datasheet-into-a-wiring-and-transaction-contract&from=media&media=digiKeyDatasheet],"After watching, be able to explain or demonstrate: Cite the exact table/condition supporting each expected test value.",Existing Teaching Media assignment reconciled to the strongest current instructional section.
13,digiKeySchematics,digiKeySchematics,How to Read a Schematic — Another Teaching Moment,DigiKey Electronics,Industry instructional video,Required · Schematic-reading video,RETAINED + INTEGRATED,Week 13 → CETa Lesson → Read from rails and references into functional blocks,Demonstrated in,required,YES,learn.html?week=13&stage=ceta-lesson&lesson=0&section=concept-2&from=media&media=digiKeySchematics,,"After watching, be able to explain or demonstrate: Trace electrical relationships across page/net labels rather than by visual proximity.",Existing Teaching Media assignment reconciled to the strongest current instructional section.
13,nscTroubleshooting,nscTroubleshooting,Elements of System Level Troubleshooting,North Seattle Community College / All About Circuits,College video lecture,Required · System troubleshooting lecture,RETAINED + INTEGRATED,Week 13 → Career Lesson → Build a fault model before probing,Demonstrated in,required,YES,learn.html?week=13&stage=career-lesson&lesson=1&section=career-w13-build-a-fault-model-before-probing&from=media&media=nscTroubleshooting,,"After watching, be able to explain or demonstrate: Every measurement must compare to an expected-good value and eliminate one or more hypotheses.",Existing Teaching Media assignment reconciled to the strongest current instructional section.
13,oshaBranchCircuitAwareness,oshaBranchCircuitAwareness,"OSHA Subpart S Electrical eTool — Conductors, Polarity, Branch Circuits, and Grounding",U.S. Occupational Safety and Health Administration,Government electrical-safety and wiring-awareness training,Required · Building-wiring awareness/reference,RETAINED + INTEGRATED,Week 13 → CETa Lesson → Building wiring awareness and flowcharts,Used in,required,YES,learn.html?week=13&stage=ceta-lesson&lesson=0&section=concept-6&from=media&media=oshaBranchCircuitAwareness,,"After using this reference, be able to locate, explain, or apply: Recognize hot/grounded/grounding functions and why polarity/grounding errors are hazardous; do not convert this awareness into authorization to perform premises wiring.",Existing Teaching Media assignment reconciled to the strongest current instructional section.
13,siemensProcessFlowcharts,siemensProcessFlowcharts,"Siemens SCE Process Automation — Flowcharts, Control Flowcharts, Process Flowcharts, and P&IDs",Siemens Automation Cooperates with Education (SCE),University-oriented process-automation training module,Required · Process/control diagram teaching,RETAINED + INTEGRATED,Week 13 → CETa Lesson → Building wiring awareness and flowcharts,Taught in,required,YES,learn.html?week=13&stage=ceta-lesson&lesson=0&section=concept-6&from=media&media=siemensProcessFlowcharts,,"After using this resource, be able to explain or apply: Identify what each diagram type is intended to communicate and trace flow direction/functional relationships without assuming it shows physical placement.",Existing Teaching Media assignment reconciled to the strongest current instructional section.
13,tiBoardTroubleshooting,tiBoardTroubleshooting,Board Level Troubleshooting,Texas Instruments,Manufacturer troubleshooting video,Required · Industry root-cause example,RETAINED + INTEGRATED,Week 13 → Career Lesson → Choose a high-information test,Demonstrated in,required,YES,learn.html?week=13&stage=career-lesson&lesson=1&section=career-w13-choose-a-high-information-test&from=media&media=tiBoardTroubleshooting,"Demonstrated in: Week 09 → Career Lesson → Use rail behavior to distinguish source, regulator, and load faults [learn.html?week=9&stage=career-lesson&lesson=1&section=career-w09-use-rail-behavior-to-distinguish-source-regulator-and-load-faults&from=media&media=tiBoardTroubleshooting] | Demonstrated in: Week 24 → Career Lesson → Bring up dependencies in order [learn.html?week=24&stage=career-lesson&lesson=1&section=career-w24-bring-up-dependencies-in-order&from=media&media=tiBoardTroubleshooting] | Demonstrated in: Week 28 → Career Lesson → Root cause survives controlled reversal [learn.html?week=28&stage=career-lesson&lesson=1&section=career-w28-root-cause-survives-controlled-reversal&from=media&media=tiBoardTroubleshooting]","After watching, be able to explain or demonstrate: Do not blame a component until board conditions, parasitics/cleanliness and controlled swap evidence support it.",Existing Teaching Media assignment reconciled to the strongest current instructional section.
14,aacComputerHardware,aacComputerHardware,"Computer Hardware — Processor, Memory, Controllers, Buses, and Peripherals",North Seattle Community College / All About Circuits,College video lecture with transcript,Required · Computer/peripheral block teaching,RETAINED + INTEGRATED,"Week 14 → CETa Lesson → Computer architecture, CPU blocks, memory, block diagrams, and flowcharts",Used in,required,YES,learn.html?week=14&stage=ceta-lesson&lesson=0&section=concept-4&from=media&media=aacComputerHardware,Used in: Week 11 → CETa Lesson → Digital displays and microcontrollers [learn.html?week=11&stage=ceta-lesson&lesson=0&section=concept-6&from=media&media=aacComputerHardware],"After watching, be able to explain or demonstrate: Trace a peripheral transaction as CPU/memory/controller/bus/device behavior instead of treating a computer as one opaque box.",Existing Teaching Media assignment reconciled to the strongest current instructional section.
14,aacMicroprocessorBusNetworks,aacMicroprocessorBusNetworks,"Microprocessor Bus Networks — Address, Data, and Control Buses",North Seattle Community College / All About Circuits,College video lecture with transcript,Required · Interface-card/bus concept teaching,RETAINED + INTEGRATED,Week 14 → CETa Lesson → Peripherals and interface devices/cards,Used in,required,YES,learn.html?week=14&stage=ceta-lesson&lesson=0&section=concept-6&from=media&media=aacMicroprocessorBusNetworks,"Used in: Week 11 → CETa Lesson → Counters, buses, clocks, timing, and logic families [learn.html?week=11&stage=ceta-lesson&lesson=0&section=concept-5&from=media&media=aacMicroprocessorBusNetworks]","After watching, be able to explain or demonstrate: Separate address selection, data transfer and control/handshake functions when tracing an interface fault.",Existing Teaching Media assignment reconciled to the strongest current instructional section.
14,automationDirectPlcScan,automationDirectPlcScan,"PLC Program Structure — Main Scan, Subroutines, and Interrupts",AutomationDirect,Manufacturer PLC training video with transcript,Required · Scan-cycle and program-structure video,RETAINED + INTEGRATED,"Week 14 → CETa Lesson → PLC purpose, scan cycle, programming concepts, and languages",Demonstrated in,required,YES,learn.html?week=14&stage=ceta-lesson&lesson=0&section=concept-5&from=media&media=automationDirectPlcScan,,"After watching, be able to explain or demonstrate: Explain why normal logic is scan-based, why scan time matters and when an interrupt is used for an event that cannot wait for the ordinary scan.",Existing Teaching Media assignment reconciled to the strongest current instructional section.
14,beejC,beejC,Beej's Guide to C Programming,Brian Hall / open textbook,Open C textbook,Required · Language reference,RETAINED + INTEGRATED,Week 14 → Career Lesson → Career integration: C programming as testable technical work,Used in,required,YES,learn.html?week=14&stage=career-lesson&lesson=1&section=career-w14-career-integration-c-programming-as-testable-technical-work&from=media&media=beejC,,"After using this reference, be able to locate, explain, or apply: Look up a rule only when needed, then apply it in compiled/tested code.",Existing Teaching Media assignment reconciled to the strongest current instructional section.
14,cs50C,cs50C,CS50x Week 4 — Memory and Pointers,Harvard University,University course notes and video,Required · Memory/pointer follow-on,RETAINED + INTEGRATED,Week 14 → Career Lesson → Addresses and pointers make memory locations explicit,Used in,required,YES,learn.html?week=14&stage=career-lesson&lesson=1&section=career-w14-addresses-and-pointers-make-memory-locations-explicit&from=media&media=cs50C,,"After watching, be able to explain or demonstrate: Draw memory/address relationships and explain segmentation/buffer failures.",Existing Teaching Media assignment reconciled to the strongest current instructional section.
14,cs50Week1C2026,cs50Week1C2026,CS50x 2026 — Week 1 C,Harvard University,"University lecture, notes, transcript, and video",Required · C foundation,RETAINED + INTEGRATED,Week 14 → Career Lesson → A C program is source text that must be translated before it runs,Taught in,required,YES,learn.html?week=14&stage=career-lesson&lesson=1&section=career-w14-a-c-program-is-source-text-that-must-be-translated-before-it-runs&from=media&media=cs50Week1C2026,,"After watching, be able to explain or demonstrate: Compile frequently and treat compiler diagnostics as evidence, not noise.",Existing Teaching Media assignment reconciled to the strongest current instructional section.
14,mitAssemblyArchitecture,mitAssemblyArchitecture,Lecture 4 — Assembly Language & Computer Architecture,MIT OpenCourseWare,University lecture video with transcript,Required · Computer-architecture lecture,RETAINED + INTEGRATED,"Week 14 → CETa Lesson → A computer repeatedly moves, transforms, and stores information",Taught in,required,YES,learn.html?week=14&stage=ceta-lesson&lesson=0&section=concept-1&from=media&media=mitAssemblyArchitecture,,"After watching, be able to explain or demonstrate: Connect instructions to registers, memory and actual hardware execution rather than treating C as an abstract language.",Existing Teaching Media assignment reconciled to the strongest current instructional section.
14,plcopen61131Languages,plcopen61131Languages,"IEC 61131-3 Programming Languages — LD, FBD, ST, and SFC",PLCopen / IEC 61131-3,Industrial-control programming standard overview,Required · PLC programming-language framework,RETAINED + INTEGRATED,"Week 14 → CETa Lesson → PLC purpose, scan cycle, programming concepts, and languages",Used in,required,YES,learn.html?week=14&stage=ceta-lesson&lesson=0&section=concept-5&from=media&media=plcopen61131Languages,,"After using this reference, be able to locate, explain, or apply: Recognize equivalent control intent across graphical/textual representations and avoid treating one vendor editor as the definition of PLC programming.",Existing Teaching Media assignment reconciled to the strongest current instructional section.
14,siemensScePlcCourses,siemensScePlcCourses,SCE PLC Courses — SIMATIC S7 and TIA Portal,Siemens Automation Cooperates with Education (SCE),Current curriculum-oriented PLC training pathway,Required · PLC foundation pathway,RETAINED + INTEGRATED,"Week 14 → CETa Lesson → PLC purpose, scan cycle, programming concepts, and languages",Taught in,required,YES,learn.html?week=14&stage=ceta-lesson&lesson=0&section=concept-5&from=media&media=siemensScePlcCourses,,"After using this resource, be able to explain or apply: Keep PLC hardware/I-O, engineering software and the user control program conceptually separate.",Existing Teaching Media assignment reconciled to the strongest current instructional section.
15,aacSequentialLogic,aacSequentialLogic,Sequential Logic,North Seattle Community College / All About Circuits,College video lecture with transcript,Required · State foundation,RETAINED + INTEGRATED,Week 15 → CETa Lesson → A state machine makes history explicit,Review of,required,YES,learn.html?week=15&stage=ceta-lesson&lesson=0&section=concept-3&from=media&media=aacSequentialLogic,Taught in: Week 11 → CETa Lesson → Sequential logic remembers state [learn.html?week=11&stage=ceta-lesson&lesson=0&section=concept-3&from=media&media=aacSequentialLogic],"After watching, be able to explain or demonstrate: Write state and transition conditions explicitly before coding.",Existing Teaching Media assignment reconciled to the strongest current instructional section.
15,armEmbedded,armEmbedded,Embedded C Programming with Arm Cortex-M,Arm,Vendor-validated video course,Required · Embedded C/machine-level course,RETAINED + INTEGRATED,Week 15 → Career Lesson → Map C onto a microcontroller before adding concurrency,Taught in,required,YES,learn.html?week=15&stage=career-lesson&lesson=1&section=career-w15-map-c-onto-a-microcontroller-before-adding-concurrency&from=media&media=armEmbedded,Review of: Week 16 → CETa Lesson → An MCU is a computer plus tightly integrated peripherals [learn.html?week=16&stage=ceta-lesson&lesson=0&section=concept-4&from=media&media=armEmbedded] | Review of: Week 26 → CETa Lesson → Memory and time define embedded correctness [learn.html?week=26&stage=ceta-lesson&lesson=0&section=concept-2&from=media&media=armEmbedded],"After watching, be able to explain or demonstrate: Connect every register operation to the machine/register/memory effect visible in the debugger.",Existing Teaching Media assignment reconciled to the strongest current instructional section.
15,microchipAsyncDrivers,microchipAsyncDrivers,Asynchronous vs. Synchronous Drivers — Non-Blocking Bare-Metal State Machines,Microchip Technology,Manufacturer embedded architecture guidance,Required · Nonblocking state-machine design guidance,RETAINED + INTEGRATED,Week 15 → Career Lesson → State machines make behavior explicit,Taught in,required,YES,learn.html?week=15&stage=career-lesson&lesson=1&section=career-w15-state-machines-make-behavior-explicit&from=media&media=microchipAsyncDrivers,,"After using this resource, be able to explain or apply: Break long/external waits into smaller state-driven tasks that return promptly and make forward progress on later loop passes.",Existing Teaching Media assignment reconciled to the strongest current instructional section.
15,microchipDesignPatterns,microchipDesignPatterns,"MCC Melody Design Patterns — Polling, Interrupt/Callback, and State-Machine Control",Microchip Technology,Manufacturer embedded design-pattern tutorial,Required · Embedded control-flow architecture,RETAINED + INTEGRATED,Week 15 → CETa Lesson → A state machine makes history explicit,Taught in,required,YES,learn.html?week=15&stage=ceta-lesson&lesson=0&section=concept-3&from=media&media=microchipDesignPatterns,,"After using this resource, be able to explain or apply: Define states, events/conditions and transitions before coding; keep interrupt work short and move longer behavior into normal application tasks/state handling.",Existing Teaching Media assignment reconciled to the strongest current instructional section.
15,microchipNonblockingTick,microchipNonblockingTick,Tick Interface Using Timer Interrupts — Non-Blocking Delays,Microchip Developer Help,Current 2026 hands-on embedded lab,Required · Timer/interrupt nonblocking lab example,RETAINED + INTEGRATED,Week 15 → Career Lesson → Blocking code prevents other work from happening,Lab preparation for,required,YES,learn.html?week=15&stage=career-lesson&lesson=1&section=career-w15-blocking-code-prevents-other-work-from-happening&from=media&media=microchipNonblockingTick,,"After using this resource, be able to explain or apply: Separate the timer ISR/tick source from application state/timing decisions and explain why the main loop can continue doing other work.",Existing Teaching Media assignment reconciled to the strongest current instructional section.
15,saleaeDigitalSignals,saleaeDigitalSignals,STM32 Nucleo Board — Digital Signals,Saleae,Manufacturer hands-on logic-analyzer tutorial,Required · Timing evidence,RETAINED + INTEGRATED,"Week 15 → Career Lesson → Career integration: embedded C, MCU architecture, and nonblocking design",Taught in,required,YES,learn.html?week=15&stage=career-lesson&lesson=1&section=career-w15-career-integration-embedded-c-mcu-architecture-and-nonblocking-design&from=media&media=saleaeDigitalSignals,Taught in: Week 11 → Career Lesson → Debounce is a time-domain problem [learn.html?week=11&stage=career-lesson&lesson=1&section=career-w11-debounce-is-a-time-domain-problem&from=media&media=saleaeDigitalSignals] | Taught in: Week 29 → CETa Lesson → Instrument evidence should tell one coherent story [learn.html?week=29&stage=ceta-lesson&lesson=0&section=concept-2&from=media&media=saleaeDigitalSignals],"After using this resource, be able to explain or apply: Preserve sample rate, channel/threshold and measured interval so timing claims are reproducible.",Existing Teaching Media assignment reconciled to the strongest current instructional section.
15,stCubeIdeBasics,stCubeIdeBasics,STM32CubeIDE basics MOOC,STMicroelectronics,Manufacturer hands-on course,Required · GPIO/EXTI/timer application,RETAINED + INTEGRATED,"Week 15 → Career Lesson → Career integration: embedded C, MCU architecture, and nonblocking design",Lab preparation for,required,YES,learn.html?week=15&stage=career-lesson&lesson=1&section=career-w15-career-integration-embedded-c-mcu-architecture-and-nonblocking-design&from=media&media=stCubeIdeBasics,"Lab preparation for: Week 16 → Career Lesson → A project contains source, configuration, and a build recipe [learn.html?week=16&stage=career-lesson&lesson=1&section=career-w16-a-project-contains-source-configuration-and-a-build-recipe&from=media&media=stCubeIdeBasics]","After watching, be able to explain or demonstrate: Identify initialization, callback/interrupt path and main-loop behavior separately.",Existing Teaching Media assignment reconciled to the strongest current instructional section.
16,armEmbedded,armEmbedded,Embedded C Programming with Arm Cortex-M,Arm,Vendor-validated video course,Required · Cortex-M architecture reinforcement,RETAINED + INTEGRATED,Week 16 → CETa Lesson → An MCU is a computer plus tightly integrated peripherals,Review of,required,YES,learn.html?week=16&stage=ceta-lesson&lesson=0&section=concept-4&from=media&media=armEmbedded,Taught in: Week 15 → Career Lesson → Map C onto a microcontroller before adding concurrency [learn.html?week=15&stage=career-lesson&lesson=1&section=career-w15-map-c-onto-a-microcontroller-before-adding-concurrency&from=media&media=armEmbedded] | Review of: Week 26 → CETa Lesson → Memory and time define embedded correctness [learn.html?week=26&stage=ceta-lesson&lesson=0&section=concept-2&from=media&media=armEmbedded],"After watching, be able to explain or demonstrate: Explain what the CPU/peripheral is doing at each debugger observation.",Existing Teaching Media assignment reconciled to the strongest current instructional section.
16,stBootStartup,stBootStartup,STM32 Boot and Startup Tips MOOC,STMicroelectronics,Manufacturer MOOC,Required · Boot/startup instruction,RETAINED + INTEGRATED,Week 16 → CETa Lesson → Clock and reset state determine whether configuration means anything,Taught in,required,YES,learn.html?week=16&stage=ceta-lesson&lesson=0&section=concept-5&from=media&media=stBootStartup,Review of: Week 24 → Career Lesson → Bring up dependencies in order [learn.html?week=24&stage=career-lesson&lesson=1&section=career-w24-bring-up-dependencies-in-order&from=media&media=stBootStartup],"After watching, be able to explain or demonstrate: Separate power, reset/boot, clock, startup and application failures.",Existing Teaching Media assignment reconciled to the strongest current instructional section.
16,stCubeIdeBasics,stCubeIdeBasics,STM32CubeIDE basics MOOC,STMicroelectronics,Manufacturer hands-on course,Required · STM32 bring-up course,RETAINED + INTEGRATED,"Week 16 → Career Lesson → A project contains source, configuration, and a build recipe",Lab preparation for,required,YES,learn.html?week=16&stage=career-lesson&lesson=1&section=career-w16-a-project-contains-source-configuration-and-a-build-recipe&from=media&media=stCubeIdeBasics,"Lab preparation for: Week 15 → Career Lesson → Career integration: embedded C, MCU architecture, and nonblocking design [learn.html?week=15&stage=career-lesson&lesson=1&section=career-w15-career-integration-embedded-c-mcu-architecture-and-nonblocking-design&from=media&media=stCubeIdeBasics]","After watching, be able to explain or demonstrate: Separate generated initialization, application code and peripheral configuration.",Existing Teaching Media assignment reconciled to the strongest current instructional section.
16,stCubeIdeDebug,stCubeIdeDebug,"STM32CubeIDE Debug — Registers, Memory, Peripherals, Breakpoints and Fault Analysis",STMicroelectronics,Manufacturer debug documentation,Required · Debug/SWD instruction,RETAINED + INTEGRATED,Week 16 → CETa Lesson → SWD exposes internal state but can alter timing,Used in,required,YES,learn.html?week=16&stage=ceta-lesson&lesson=0&section=concept-7&from=media&media=stCubeIdeDebug,,"After using this reference, be able to locate, explain, or apply: Use the debugger to prove processor/peripheral state instead of relying on printf alone.",Existing Teaching Media assignment reconciled to the strongest current instructional section.
17,cisaDeviceBackup,cisaDeviceBackup,How to Protect the Data Stored on Your Devices — Backup and Malware-Resilient Practices,U.S. Cybersecurity and Infrastructure Security Agency,Government cybersecurity training,Required · Backup/recovery and malware-resilience instruction,RETAINED + INTEGRATED,"Week 17 → CETa Lesson → Program installation, utilities, backups, downloads, and recovery",Taught in,required,YES,learn.html?week=17&stage=ceta-lesson&lesson=0&section=concept-5&from=media&media=cisaDeviceBackup,,"After using this resource, be able to explain or apply: A backup is not proven until its recovery path is understood/tested; avoid leaving removable backup media continuously exposed to ransomware.",Existing Teaching Media assignment reconciled to the strongest current instructional section.
17,ciscoNetworkingBasics,ciscoNetworkingBasics,"CCST Networking — Networking Basics, Addressing, DNS, DHCP, Troubleshooting, and Security",Cisco,Vendor networking fundamentals training pathway,Required · Basic networking pathway,RETAINED + INTEGRATED,"Week 17 → CETa Lesson → Basic operation, setup/configuration, and stand-alone versus networked computers",Taught in,required,YES,learn.html?week=17&stage=ceta-lesson&lesson=0&section=concept-4&from=media&media=ciscoNetworkingBasics,Taught in: Week 20 → CETa Lesson → Wired data/voice networks and POTS [learn.html?week=20&stage=ceta-lesson&lesson=0&section=concept-9&from=media&media=ciscoNetworkingBasics],"After using this resource, be able to explain or apply: Trace a connectivity problem from physical link through addressing/name resolution rather than jumping immediately to application blame.",Existing Teaching Media assignment reconciled to the strongest current instructional section.
17,eatonUpsVsSurge,eatonUpsVsSurge,UPS vs. Surge Suppressor — What Each Power-Protection Device Does,Eaton,Power-protection manufacturer technical explainer,Required · Electrical power-protection distinction,RETAINED + INTEGRATED,Week 17 → CETa Lesson → Surges versus malware and practical cybersecurity/network use,Taught in,required,YES,learn.html?week=17&stage=ceta-lesson&lesson=0&section=concept-6&from=media&media=eatonUpsVsSurge,,"After using this resource, be able to explain or apply: Classify a symptom as data/software/security versus power interruption/surge before recommending a control.",Existing Teaching Media assignment reconciled to the strongest current instructional section.
17,microsoftAppsUpdates,microsoftAppsUpdates,Manage Apps and Windows Updates,Microsoft Learn,Beginner Windows application/update learning path,Required · Software installation/update foundation,RETAINED + INTEGRATED,Week 17 → CETa Lesson → Surges versus malware and practical cybersecurity/network use,Taught in,required,YES,learn.html?week=17&stage=ceta-lesson&lesson=0&section=concept-6&from=media&media=microsoftAppsUpdates,,"After using this resource, be able to explain or apply: Record versions and change one software variable at a time during troubleshooting so updates/installs remain traceable.",Existing Teaching Media assignment reconciled to the strongest current instructional section.
17,microsoftDefenderBasics,microsoftDefenderBasics,"Explore Microsoft Defender — Malware Protection, Firewall, and Network Profiles",Microsoft Learn,Beginner endpoint-security module,Required · Malware/firewall/security teaching,RETAINED + INTEGRATED,Week 17 → CETa Lesson → Surges versus malware and practical cybersecurity/network use,Taught in,required,YES,learn.html?week=17&stage=ceta-lesson&lesson=0&section=concept-6&from=media&media=microsoftDefenderBasics,,"After using this resource, be able to explain or apply: Do not confuse cybersecurity threats with electrical power disturbances; diagnose the failure domain before selecting a protective control.",Existing Teaching Media assignment reconciled to the strongest current instructional section.
17,microsoftSupportTools,microsoftSupportTools,"Explore Support and Diagnostic Tools — Task Manager, Event Viewer, Reliability Monitor, MMC, Registry",Microsoft Learn,Beginner Windows diagnostic-tools module,Required · Utilities/diagnostics teaching,RETAINED + INTEGRATED,"Week 17 → CETa Lesson → Program installation, utilities, backups, downloads, and recovery",Taught in,required,YES,learn.html?week=17&stage=ceta-lesson&lesson=0&section=concept-5&from=media&media=microsoftSupportTools,,"After using this resource, be able to explain or apply: Collect evidence before changing configuration; correlate time-stamped events/process/resource symptoms with the reported failure.",Existing Teaching Media assignment reconciled to the strongest current instructional section.
