Canonical ID,New in Part 2,Title,Author / Organization,Provider,URL / Source,Literature Type,Access,Assignment Week,Instructional Week,Lesson,Section ID,Section Label,Relationship,Requirement,Inline,Read / Use,Focus On,After Reading,Why Here,Practical / Real-world,Exact Backlink,Target Valid,Orphan,Final Status
litCornellStudyStrategies,YES,Effective Study Strategies,Cornell Learning Strategies Center,Cornell University Learning Strategies Center,https://lsc.cornell.edu/how-to-study/studying-for-and-taking-exams/effective-study-strategies/,Applied Reading,Free online,21,21,CETa,concept-1,Breadth requires selection practice,Used in,supporting,YES,"Read the sections on retrieval practice, interleaving, and spaced practice.","Learning improves when you have to retrieve and discriminate, not merely reread familiar material.","Choose one CETa domain and schedule one retrieval, one interleaved comparison, and one later spaced review.",Cornell provides a written learning-science explanation for the exact study behaviors Alfred asks you to use.,NO — conceptual/professional depth,learn.html?week=21&stage=ceta-lesson&lesson=0&section=concept-1&from=media&mediaWeek=21&media=litCornellStudyStrategies,YES,NO,PASS
litNasaGoodRequirement,YES,How to Write a Good Requirement,NASA Systems Engineering Handbook,NASA,https://www.nasa.gov/reference/appendix-c-how-to-write-a-good-requirement/,Professional Reading,Free online,22,22,Career,career-w22-a-requirement-describes-observable-behavior-and-conditions,A requirement describes observable behavior and conditions,Used in,required,YES,"Read C.1–C.4: correct terms, editorial checklist, goodness checklist, and validation checklist.","“Shall” statements, one thought per requirement, measurable conditions/tolerances, implementation-free wording, clarity, and traceability.",Rewrite one vague requirement into a single observable “shall” statement with a measurable condition.,"NASA’s handbook shows how professional engineering organizations distinguish a requirement from a wish, task, or implementation.",YES,learn.html?week=22&stage=career-lesson&lesson=1&section=career-w22-a-requirement-describes-observable-behavior-and-conditions&from=media&mediaWeek=22&media=litNasaGoodRequirement,YES,NO,PASS
litNasaSystemsAppendix,YES,NASA Systems Engineering Handbook — Appendix,NASA,NASA,https://www.nasa.gov/reference/system-engineering-handbook-appendix/,Professional Reference,Free online,22,22,Career,career-w22-verification-asks-whether-it-meets-the-requirement,Verification asks whether it meets the requirement,Used in,supporting,YES,Use Appendix D (Requirements Verification Matrix) and Appendix E (Validation Requirements Matrix); skim Appendix F only for context.,"The difference between requirement, verification evidence, validation intent, and traceability.","For one Alfred requirement, name the evidence that would verify it and the user/system behavior that would validate it.",NASA exposes the professional systems-engineering artifacts that Alfred is simplifying.,YES,learn.html?week=22&stage=career-lesson&lesson=1&section=career-w22-verification-asks-whether-it-meets-the-requirement&from=media&mediaWeek=22&media=litNasaSystemsAppendix,YES,NO,PASS
litMemfaultWatchdog,YES,A Guide to Watchdog Timers for Embedded Systems,Memfault / Interrupt contributors,Memfault Interrupt,https://interrupt.memfault.com/blog/firmware-watchdog-best-practices,Applied Reading,Free / CC BY-SA,26,26,Career,career-w26-timeouts-and-error-states-make-absence-observable,Timeouts and error states make absence observable,Used in,supporting,YES,"Read the sections explaining hardware/software watchdogs, configuration, feeding/kicking policy, and debugging watchdog resets.",A watchdog is a recovery mechanism with failure modes of its own; feeding it blindly can hide a stuck system.,Define one condition that should reset the system and one place where feeding the watchdog would be unsafe.,A practitioner-written embedded article turns the timeout/error-state model into real firmware reliability practice.,YES,learn.html?week=26&stage=career-lesson&lesson=1&section=career-w26-timeouts-and-error-states-make-absence-observable&from=media&mediaWeek=26&media=litMemfaultWatchdog,YES,NO,PASS
litMemfaultHardfault,YES,How to Debug a HardFault on an ARM Cortex-M MCU,Memfault / Interrupt contributors,Memfault Interrupt,https://interrupt.memfault.com/blog/cortex-m-hardfault-debug,Troubleshooting Reading,Free / CC BY-SA,26,26,Career,career-w26-make-errors-explicit-and-recoverable,Make errors explicit and recoverable,Used in,supporting,YES,"Read the diagnostic workflow: capture fault status registers, stacked registers, and map the program counter back to code.",A crash can leave structured evidence; fault registers and stack state narrow the search instead of encouraging random edits.,List the minimum crash evidence you would want saved before rebooting a failing Cortex-M system.,This widely used practitioner guide demonstrates an evidence-first embedded debugging workflow.,YES,learn.html?week=26&stage=career-lesson&lesson=1&section=career-w26-make-errors-explicit-and-recoverable&from=media&mediaWeek=26&media=litMemfaultHardfault,YES,NO,PASS
litMemfaultDebugInterfaces,YES,A Deep Dive into ARM Cortex-M Debug Interfaces,Memfault / Interrupt contributors,Memfault Interrupt,https://interrupt.memfault.com/blog/a-deep-dive-into-arm-cortex-m-debug-interfaces,Deep Dive,Free / CC BY-SA,26,26,Career,career-w26-diagnostics-must-survive-the-failure-they-describe,Diagnostics must survive the failure they describe,Used in,optional,YES,Read the overview of SWD/JTAG and the Cortex-M debug access architecture; stop before implementation details that exceed the week’s objectives.,"The debug interface provides a path to internal processor/memory state, but the act of debugging can perturb timing.",Explain one capability SWD/JTAG provides and one reason observed behavior under a debugger may differ from free-running behavior.,A practitioner deep dive makes the physical/debug architecture behind Alfred’s SWD statement concrete.,YES,learn.html?week=26&stage=career-lesson&lesson=1&section=career-w26-diagnostics-must-survive-the-failure-they-describe&from=media&mediaWeek=26&media=litMemfaultDebugInterfaces,YES,NO,PASS
litAacAdcDac,YES,Introduction to Digital-Analog Conversion,All About Circuits,All About Circuits,https://www.allaboutcircuits.com/textbook/digital/chpt-13/digital-analog-conversion/,Companion Reading,Free online,25,25,Career,career-w25-triangulate-with-independent-evidence,Triangulate with independent evidence,Used in,supporting,YES,Read the introduction to digital-to-analog/analog-to-digital conversion and the sections explaining resolution/codes.,"A conversion result is a quantized representation, not the analog quantity itself.","Explain why comparing an ADC code with an independent meter reading can reveal whether the problem is sensing, conversion, or software interpretation.",This free textbook reading supplies a compact conversion model for the evidence-triangulation lesson.,NO — conceptual/professional depth,learn.html?week=25&stage=career-lesson&lesson=1&section=career-w25-triangulate-with-independent-evidence&from=media&mediaWeek=25&media=litAacAdcDac,YES,NO,PASS
litAdiAdcStudent,YES,ADALM2000 Activity: Analog-to-Digital Conversion,"Andreea Pop, Antoniu Miclaus, Mark Thoren, Doug Mercer",Analog Devices,https://www.analog.com/en/resources/analog-dialogue/studentzone/studentzone-february-2022.html,Applied Reading,Free online,25,25,Career,career-w25-triangulate-with-independent-evidence,Triangulate with independent evidence,Used in,supporting,YES,"Read the Objective and Background, then follow the examples showing sampling, reference voltage, resolution, and digital codes.",How an analog quantity becomes a code and how reference/resolution affect the expected result.,"For a hypothetical sensor voltage, state what information you need before deciding whether the reported ADC code is plausible.",Analog Devices turns ADC theory into a measurement-oriented educational activity.,YES,learn.html?week=25&stage=career-lesson&lesson=1&section=career-w25-triangulate-with-independent-evidence&from=media&mediaWeek=25&media=litAdiAdcStudent,YES,NO,PASS
litAdiCn0314,YES,CN0314 — Configurable 4–20 mA Loop Powered Transmitter/Receiver,Analog Devices,Analog Devices,https://www.analog.com/en/resources/reference-designs/circuits-from-the-lab/cn0314.html,Case Study,Free online,25,25,Career,career-w25-build-a-thin-end-to-end-slice-first,Build a thin end-to-end slice first,Used in,optional,YES,Read “Circuit Function & Benefits” and the transmitter/receiver descriptions; use Figure 1 and Figure 4 rather than reading every design calculation.,Follow one complete signal path from physical/current-loop quantity through conditioning to an ADC-compatible voltage.,"Identify the input, transformation stages, output, and two design constraints in the reference design.",A real manufacturer reference design shows what an end-to-end analog interface looks like after the simplified models.,YES,learn.html?week=25&stage=career-lesson&lesson=1&section=career-w25-build-a-thin-end-to-end-slice-first&from=media&mediaWeek=25&media=litAdiCn0314,YES,NO,PASS
litArmCortexMBeginners,YES,Cortex-M for Beginners — Processor Family Overview,Joseph Yiu / Arm,Arm,https://developer.arm.com/community/arm-community-blogs/b/architectures-and-processors-blog/posts/white-paper-cortex-m-for-beginners-an-overview-of-the-arm-cortex-m-processor-family-and-comparison,Professional Reading,Free online,16,16,CETa,concept-4,An MCU is a computer plus tightly integrated peripherals,Review of,supporting,YES,Return to the processor/core-versus-MCU distinction and the debug/trace overview.,"Connect the Cortex-M core to the clocks, reset, memory, and peripherals Alfred now treats as one MCU system.",Name which parts of your Week 16 bring-up belong to the processor core and which belong to the specific MCU/peripherals.,The earlier architecture reading now acts as a professional reference during MCU bring-up.,YES,learn.html?week=16&stage=ceta-lesson&lesson=0&section=concept-4&from=media&mediaWeek=16&media=litArmCortexMBeginners,YES,NO,PASS
litMitMissingSemester,YES,The Missing Semester of Your CS Education — 2026 Written Lectures,MIT CSAIL / SIPB instructors,MIT,https://missing.csail.mit.edu/2026/,Applied Reading,Free online,23,23,Career,career-w23-a-repository-is-the-projects-reconstructable-memory,A repository is the project’s reconstructable memory,Review of,supporting,YES,"Use the 2026 Version Control and Git lecture page; focus only on commits, history, branching, and recoverability.",Version control stores a reconstructable history of technical decisions rather than merely copying files.,Explain what evidence a commit should preserve so someone else can reproduce the project state.,The tooling course provides a written professional explanation of why Git is engineering memory.,YES,learn.html?week=23&stage=career-lesson&lesson=1&section=career-w23-a-repository-is-the-projects-reconstructable-memory&from=media&mediaWeek=23&media=litMitMissingSemester,YES,NO,PASS
litJplFailureAnalysis,YES,Failure Analysis — Appendix Four,JPL Electronic Parts Engineering,NASA Jet Propulsion Laboratory,https://parts.jpl.nasa.gov/asic/Appendix.4.html,Failure Analysis,Free online,28,28,Career,career-w28-root-cause-survives-controlled-reversal,Root cause survives controlled reversal,Review of,supporting,YES,"Revisit the failure-analysis distinction between observed failure, mechanism, and actual cause.",A root-cause claim should survive controlled reversal or another independent verification.,Take one fault-injection result and state what evidence would make the root-cause claim stronger than correlation.,JPL’s failure-analysis framing is reused here because Week 28 now asks for defensible causal evidence.,YES,learn.html?week=28&stage=career-lesson&lesson=1&section=career-w28-root-cause-survives-controlled-reversal&from=media&mediaWeek=28&media=litJplFailureAnalysis,YES,NO,PASS
litTekAbcProbes,YES,ABCs of Probes Primer,Tektronix,Tektronix,https://www.tek.com/en/documents/whitepaper/abcs-probes-primer,Professional Reading,Free online,29,29,CETa,concept-5,Measurement setup is part of workmanship verification,Review of,supporting,YES,"Revisit the probe loading, compensation, and safety sections while reviewing workmanship evidence.",A beautiful board can still produce bad evidence if the measurement setup is wrong.,Add one probe/setup verification item to your workmanship evidence checklist.,"Measurement setup is part of proving workmanship, so the probe primer becomes a review reference.",YES,learn.html?week=29&stage=ceta-lesson&lesson=0&section=concept-5&from=media&mediaWeek=29&media=litTekAbcProbes,YES,NO,PASS
litCornellStudyStrategies,YES,Effective Study Strategies,Cornell Learning Strategies Center,Cornell University Learning Strategies Center,https://lsc.cornell.edu/how-to-study/studying-for-and-taking-exams/effective-study-strategies/,Applied Reading,Free online,31,31,CETa,concept-4,"Retention needs spaced retrieval, not permanent cramming",Review of,supporting,YES,"Return to retrieval practice, interleaving, and spaced practice as the course moves into long-term retention.","Retention is maintained by scheduled retrieval and mixed discrimination, not permanent cramming.",Create one four-week retention schedule for a domain you are most likely to forget.,The same learning-science source now supports the transition from exam preparation to durable retention.,NO — conceptual/professional depth,learn.html?week=31&stage=ceta-lesson&lesson=0&section=concept-4&from=media&mediaWeek=31&media=litCornellStudyStrategies,YES,NO,PASS
