ID,Previous Standard,Final Standard,Status,Source Relationship,Primary Source ID,Primary Source,Primary Source URL,Secondary Source IDs,Secondary Sources / URLs,Why Relevant,Alfred Adaptation,Prerequisites,Instructional Home,First Curriculum Use Week,Primary Mastery Week,Semantic Task ID,Evidence Route
C9.3,"Explain SPI clock, MOSI/MISO, chip select, mode/polarity/phase, word length, and common configuration mismatches.","Explain SPI clock, MOSI/MISO, chip select, mode/polarity/phase, word length, and common configuration mismatches.",KEEP,Informed by,stTraining,STM32 Online Training,https://www.st.com/content/st_com/en/support/learning/stm32-online-training.html,saleae; sparkfunSerial; sparkfunI2C; sparkfunSPI,saleae: Logic Analyzer Learning and Support — https://support.saleae.com/; sparkfunSerial: Serial Communication — https://learn.sparkfun.com/tutorials/serial-communication/all; sparkfunI2C: I2C — https://learn.sparkfun.com/tutorials/i2c/all; sparkfunSPI: Serial Peripheral Interface (SPI) — https://learn.sparkfun.com/tutorials/serial-peripheral-interface-spi/all,Retained because the existing competency remains appropriately scoped; provenance and prerequisite traceability were added.,Alfred sequences the competency inside the shared CETa/Career dependency graph and uses Alfred-specific labs/projects for evidence.,C8 known-good MCU baseline; CETA-W18 interface signaling; C3 measurement/reference discipline,"Week 18 Career — Career integration: UART, I²C, SPI, datasheets, and protocol captures",18,18,SEM-C9-18-083,Required semantic task SEM-C9-18-083; required primary lesson gate; v16.3 integrated lesson checks; Week 18 mastery/teach-back.
C9.4,"Use a logic analyzer capture to correlate firmware actions with actual UART, I²C, or SPI bus transactions.","Use a logic analyzer capture to correlate firmware actions with actual UART, I²C, or SPI bus transactions.",KEEP,Informed by,stTraining,STM32 Online Training,https://www.st.com/content/st_com/en/support/learning/stm32-online-training.html,saleae; sparkfunSerial; sparkfunI2C; sparkfunSPI,saleae: Logic Analyzer Learning and Support — https://support.saleae.com/; sparkfunSerial: Serial Communication — https://learn.sparkfun.com/tutorials/serial-communication/all; sparkfunI2C: I2C — https://learn.sparkfun.com/tutorials/i2c/all; sparkfunSPI: Serial Peripheral Interface (SPI) — https://learn.sparkfun.com/tutorials/serial-peripheral-interface-spi/all,Retained because the existing competency remains appropriately scoped; provenance and prerequisite traceability were added.,Alfred sequences the competency inside the shared CETa/Career dependency graph and uses Alfred-specific labs/projects for evidence.,C8 known-good MCU baseline; CETA-W18 interface signaling; C3 measurement/reference discipline,"Week 18 Career — Career integration: UART, I²C, SPI, datasheets, and protocol captures",18,18,SEM-C9-18-083,Required semantic task SEM-C9-18-083; required primary lesson gate; v16.3 integrated lesson checks; Week 18 mastery/teach-back.
C9.5,"Read a sensor/interface datasheet to determine register address, transaction sequence, timing, and expected response.","Read a sensor/interface datasheet to determine register address, transaction sequence, timing, and expected response.",KEEP,Informed by,stTraining,STM32 Online Training,https://www.st.com/content/st_com/en/support/learning/stm32-online-training.html,saleae; sparkfunSerial; sparkfunI2C; sparkfunSPI,saleae: Logic Analyzer Learning and Support — https://support.saleae.com/; sparkfunSerial: Serial Communication — https://learn.sparkfun.com/tutorials/serial-communication/all; sparkfunI2C: I2C — https://learn.sparkfun.com/tutorials/i2c/all; sparkfunSPI: Serial Peripheral Interface (SPI) — https://learn.sparkfun.com/tutorials/serial-peripheral-interface-spi/all,Retained because the existing competency remains appropriately scoped; provenance and prerequisite traceability were added.,Alfred sequences the competency inside the shared CETa/Career dependency graph and uses Alfred-specific labs/projects for evidence.,C8 known-good MCU baseline; CETA-W18 interface signaling; C3 measurement/reference discipline,"Week 18 Career — Career integration: UART, I²C, SPI, datasheets, and protocol captures",18,18,SEM-C9-18-083,Required semantic task SEM-C9-18-083; required primary lesson gate; v16.3 integrated lesson checks; Week 18 mastery/teach-back.
C9.6,"Diagnose whether an interface failure is most likely firmware configuration, electrical connection, signal integrity, device addressing, or protocol sequencing.","Diagnose whether an interface failure is most likely firmware configuration, electrical connection, signal integrity, device addressing, or protocol sequencing.",KEEP,Informed by,stTraining,STM32 Online Training,https://www.st.com/content/st_com/en/support/learning/stm32-online-training.html,saleae; sparkfunSerial; sparkfunI2C; sparkfunSPI,saleae: Logic Analyzer Learning and Support — https://support.saleae.com/; sparkfunSerial: Serial Communication — https://learn.sparkfun.com/tutorials/serial-communication/all; sparkfunI2C: I2C — https://learn.sparkfun.com/tutorials/i2c/all; sparkfunSPI: Serial Peripheral Interface (SPI) — https://learn.sparkfun.com/tutorials/serial-peripheral-interface-spi/all,Retained because the existing competency remains appropriately scoped; provenance and prerequisite traceability were added.,Alfred sequences the competency inside the shared CETa/Career dependency graph and uses Alfred-specific labs/projects for evidence.,C8 known-good MCU baseline; CETA-W18 interface signaling; C3 measurement/reference discipline,"Week 18 Career — Career integration: UART, I²C, SPI, datasheets, and protocol captures",18,18,SEM-C9-18-083,Required semantic task SEM-C9-18-083; required primary lesson gate; v16.3 integrated lesson checks; Week 18 mastery/teach-back.
C10.1,"Use Python to open, configure, read from, and write to a serial device with explicit timeouts and error handling.","Use Python to open, configure, read from, and write to a serial device with explicit timeouts and error handling.",KEEP,Informed by,pythonDocs,Python 3 Documentation,https://docs.python.org/3/,pyserial; pytest; onetTech,pyserial: pySerial Documentation — https://pyserial.readthedocs.io/; pytest: pytest Documentation — https://docs.pytest.org/; onetTech: Electrical and Electronic Engineering Technologists and Technicians — https://www.onetonline.org/link/summary/17-3023.00,Retained because the existing competency remains appropriately scoped; provenance and prerequisite traceability were added.,Alfred sequences the competency inside the shared CETa/Career dependency graph and uses Alfred-specific labs/projects for evidence.,CAREER-W17-PYTHON-SERIAL; C9 interface/transport evidence; C11 verification limits and evidence discipline,Week 27 Career — Career integration: Python hardware-test automation and data integrity,27,27,SEM-C10-27-084,Required semantic task SEM-C10-27-084; required primary lesson gate; v16.3 integrated lesson checks; Week 27 mastery/teach-back.
C10.2,Parse incoming measurements into structured values and reject malformed or out-of-range data safely.,Parse incoming measurements into structured values and reject malformed or out-of-range data safely.,KEEP,Informed by,pythonDocs,Python 3 Documentation,https://docs.python.org/3/,pyserial; pytest; onetTech,pyserial: pySerial Documentation — https://pyserial.readthedocs.io/; pytest: pytest Documentation — https://docs.pytest.org/; onetTech: Electrical and Electronic Engineering Technologists and Technicians — https://www.onetonline.org/link/summary/17-3023.00,Retained because the existing competency remains appropriately scoped; provenance and prerequisite traceability were added.,Alfred sequences the competency inside the shared CETa/Career dependency graph and uses Alfred-specific labs/projects for evidence.,CAREER-W17-PYTHON-SERIAL; C9 interface/transport evidence; C11 verification limits and evidence discipline,Week 27 Career — Career integration: Python hardware-test automation and data integrity,27,27,SEM-C10-27-084,Required semantic task SEM-C10-27-084; required primary lesson gate; v16.3 integrated lesson checks; Week 27 mastery/teach-back.
C10.3,"Log timestamped test data in a reproducible format that preserves units, device identity, and test conditions.","Log timestamped test data in a reproducible format that preserves units, device identity, and test conditions.",KEEP,Informed by,pythonDocs,Python 3 Documentation,https://docs.python.org/3/,pyserial; pytest; onetTech,pyserial: pySerial Documentation — https://pyserial.readthedocs.io/; pytest: pytest Documentation — https://docs.pytest.org/; onetTech: Electrical and Electronic Engineering Technologists and Technicians — https://www.onetonline.org/link/summary/17-3023.00,Retained because the existing competency remains appropriately scoped; provenance and prerequisite traceability were added.,Alfred sequences the competency inside the shared CETa/Career dependency graph and uses Alfred-specific labs/projects for evidence.,CAREER-W17-PYTHON-SERIAL; C9 interface/transport evidence; C11 verification limits and evidence discipline,Week 27 Career — Career integration: Python hardware-test automation and data integrity,27,27,SEM-C10-27-084,Required semantic task SEM-C10-27-084; required primary lesson gate; v16.3 integrated lesson checks; Week 27 mastery/teach-back.
C10.4,Write an automated PASS/FAIL check against explicit limits and report why a failure occurred.,Write an automated PASS/FAIL check against explicit limits and report why a failure occurred.,KEEP,Informed by,pythonDocs,Python 3 Documentation,https://docs.python.org/3/,pyserial; pytest; onetTech,pyserial: pySerial Documentation — https://pyserial.readthedocs.io/; pytest: pytest Documentation — https://docs.pytest.org/; onetTech: Electrical and Electronic Engineering Technologists and Technicians — https://www.onetonline.org/link/summary/17-3023.00,Retained because the existing competency remains appropriately scoped; provenance and prerequisite traceability were added.,Alfred sequences the competency inside the shared CETa/Career dependency graph and uses Alfred-specific labs/projects for evidence.,CAREER-W17-PYTHON-SERIAL; C9 interface/transport evidence; C11 verification limits and evidence discipline,Week 27 Career — Career integration: Python hardware-test automation and data integrity,27,27,SEM-C10-27-084,Required semantic task SEM-C10-27-084; required primary lesson gate; v16.3 integrated lesson checks; Week 27 mastery/teach-back.
C10.5,"Plot or summarize test data to reveal trends, drift, noise, or outliers relevant to a hardware decision.","Plot or summarize test data to reveal trends, drift, noise, or outliers relevant to a hardware decision.",KEEP,Informed by,pythonDocs,Python 3 Documentation,https://docs.python.org/3/,pyserial; pytest; onetTech,pyserial: pySerial Documentation — https://pyserial.readthedocs.io/; pytest: pytest Documentation — https://docs.pytest.org/; onetTech: Electrical and Electronic Engineering Technologists and Technicians — https://www.onetonline.org/link/summary/17-3023.00,Retained because the existing competency remains appropriately scoped; provenance and prerequisite traceability were added.,Alfred sequences the competency inside the shared CETa/Career dependency graph and uses Alfred-specific labs/projects for evidence.,CAREER-W17-PYTHON-SERIAL; C9 interface/transport evidence; C11 verification limits and evidence discipline,Week 27 Career — Career integration: Python hardware-test automation and data integrity,27,27,SEM-C10-27-084,Required semantic task SEM-C10-27-084; required primary lesson gate; v16.3 integrated lesson checks; Week 27 mastery/teach-back.
C10.6,"Structure a small hardware-test script so setup, stimulus, measurement, evaluation, cleanup, and reporting are separate steps.","Structure a small hardware-test script so setup, stimulus, measurement, evaluation, cleanup, and reporting are separate steps.",KEEP,Informed by,pythonDocs,Python 3 Documentation,https://docs.python.org/3/,pyserial; pytest; onetTech,pyserial: pySerial Documentation — https://pyserial.readthedocs.io/; pytest: pytest Documentation — https://docs.pytest.org/; onetTech: Electrical and Electronic Engineering Technologists and Technicians — https://www.onetonline.org/link/summary/17-3023.00,Retained because the existing competency remains appropriately scoped; provenance and prerequisite traceability were added.,Alfred sequences the competency inside the shared CETa/Career dependency graph and uses Alfred-specific labs/projects for evidence.,CAREER-W17-PYTHON-SERIAL; C9 interface/transport evidence; C11 verification limits and evidence discipline,Week 27 Career — Career integration: Python hardware-test automation and data integrity,27,27,SEM-C10-27-084,Required semantic task SEM-C10-27-084; required primary lesson gate; v16.3 integrated lesson checks; Week 27 mastery/teach-back.
C11.1,"Translate a requirement into a measurable verification step with setup, stimulus, expected result, tolerance, and evidence.","Translate a requirement into a measurable verification step with setup, stimulus, expected result, tolerance, and evidence.",KEEP,Informed by / cross-checked against,abetETAC,"Criteria for Accrediting Engineering Technology Programs, 2026–2027",https://www.abet.org/accreditation/accreditation-criteria/criteria-for-accrediting-engineering-technology-programs-2026-2027/,nasaSystems; onetTech,nasaSystems: NASA Systems Engineering Handbook — https://www.nasa.gov/reference/systems-engineering-handbook/; onetTech: Electrical and Electronic Engineering Technologists and Technicians — https://www.onetonline.org/link/summary/17-3023.00,Retained because the existing competency remains appropriately scoped; provenance and prerequisite traceability were added.,Alfred sequences the competency inside the shared CETa/Career dependency graph and uses Alfred-specific labs/projects for evidence.,C3 measurement evidence; C5 troubleshooting/causal reasoning; explicit requirement/expected-result model,Week 22 Career — measurable requirements and verification steps,22,28,SEM-C11-28-085,Required semantic task SEM-C11-28-085; required primary lesson gate; v16.3 integrated lesson checks; Week 28 mastery/teach-back.
C11.2,"Distinguish verification, validation, characterization, troubleshooting, and production test.","Distinguish verification, validation, characterization, troubleshooting, and production test.",KEEP,Informed by / cross-checked against,abetETAC,"Criteria for Accrediting Engineering Technology Programs, 2026–2027",https://www.abet.org/accreditation/accreditation-criteria/criteria-for-accrediting-engineering-technology-programs-2026-2027/,nasaSystems; onetTech,nasaSystems: NASA Systems Engineering Handbook — https://www.nasa.gov/reference/systems-engineering-handbook/; onetTech: Electrical and Electronic Engineering Technologists and Technicians — https://www.onetonline.org/link/summary/17-3023.00,Retained because the existing competency remains appropriately scoped; provenance and prerequisite traceability were added.,Alfred sequences the competency inside the shared CETa/Career dependency graph and uses Alfred-specific labs/projects for evidence.,C3 measurement evidence; C5 troubleshooting/causal reasoning; explicit requirement/expected-result model,Week 22 Career — verification vs validation vs characterization vs troubleshooting,22,28,SEM-C11-28-085,Required semantic task SEM-C11-28-085; required primary lesson gate; v16.3 integrated lesson checks; Week 28 mastery/teach-back.
C11.3,Design a repeatable test procedure that controls variables and records enough context for another technician to reproduce it.,Design a repeatable test procedure that controls variables and records enough context for another technician to reproduce it.,KEEP,Informed by / cross-checked against,abetETAC,"Criteria for Accrediting Engineering Technology Programs, 2026–2027",https://www.abet.org/accreditation/accreditation-criteria/criteria-for-accrediting-engineering-technology-programs-2026-2027/,nasaSystems; onetTech,nasaSystems: NASA Systems Engineering Handbook — https://www.nasa.gov/reference/systems-engineering-handbook/; onetTech: Electrical and Electronic Engineering Technologists and Technicians — https://www.onetonline.org/link/summary/17-3023.00,Retained because the existing competency remains appropriately scoped; provenance and prerequisite traceability were added.,Alfred sequences the competency inside the shared CETa/Career dependency graph and uses Alfred-specific labs/projects for evidence.,C3 measurement evidence; C5 troubleshooting/causal reasoning; explicit requirement/expected-result model,Week 27 Career — repeatable automated/manual test procedure stages,27,28,SEM-C11-28-085,Required semantic task SEM-C11-28-085; required primary lesson gate; v16.3 integrated lesson checks; Week 28 mastery/teach-back.
C11.4,"Use boundary, nominal, and fault conditions to expose weaknesses that a single happy-path test would miss.","Use boundary, nominal, and fault conditions to expose weaknesses that a single happy-path test would miss.",KEEP,Informed by / cross-checked against,abetETAC,"Criteria for Accrediting Engineering Technology Programs, 2026–2027",https://www.abet.org/accreditation/accreditation-criteria/criteria-for-accrediting-engineering-technology-programs-2026-2027/,nasaSystems; onetTech,nasaSystems: NASA Systems Engineering Handbook — https://www.nasa.gov/reference/systems-engineering-handbook/; onetTech: Electrical and Electronic Engineering Technologists and Technicians — https://www.onetonline.org/link/summary/17-3023.00,Retained because the existing competency remains appropriately scoped; provenance and prerequisite traceability were added.,Alfred sequences the competency inside the shared CETa/Career dependency graph and uses Alfred-specific labs/projects for evidence.,C3 measurement evidence; C5 troubleshooting/causal reasoning; explicit requirement/expected-result model,"Week 27 Career — nominal, boundary, and controlled fault test conditions",27,28,SEM-C11-28-085,Required semantic task SEM-C11-28-085; required primary lesson gate; v16.3 integrated lesson checks; Week 28 mastery/teach-back.
C11.5,"Interpret test results against requirements and identify whether the result is pass, fail, inconclusive, or requires additional data.","Interpret test results against requirements and identify whether the result is pass, fail, inconclusive, or requires additional data.",KEEP,Informed by / cross-checked against,abetETAC,"Criteria for Accrediting Engineering Technology Programs, 2026–2027",https://www.abet.org/accreditation/accreditation-criteria/criteria-for-accrediting-engineering-technology-programs-2026-2027/,nasaSystems; onetTech,nasaSystems: NASA Systems Engineering Handbook — https://www.nasa.gov/reference/systems-engineering-handbook/; onetTech: Electrical and Electronic Engineering Technologists and Technicians — https://www.onetonline.org/link/summary/17-3023.00,Retained because the existing competency remains appropriately scoped; provenance and prerequisite traceability were added.,Alfred sequences the competency inside the shared CETa/Career dependency graph and uses Alfred-specific labs/projects for evidence.,C3 measurement evidence; C5 troubleshooting/causal reasoning; explicit requirement/expected-result model,Week 27 Career — evaluate results against explicit criteria and preserve verdict evidence,27,28,SEM-C11-28-085,Required semantic task SEM-C11-28-085; required primary lesson gate; v16.3 integrated lesson checks; Week 28 mastery/teach-back.
C11.6,"Maintain traceability between requirement, test case, result, anomaly, corrective action, and retest evidence.","Maintain traceability between requirement, test case, result, anomaly, corrective action, and retest evidence.",KEEP,Informed by / cross-checked against,abetETAC,"Criteria for Accrediting Engineering Technology Programs, 2026–2027",https://www.abet.org/accreditation/accreditation-criteria/criteria-for-accrediting-engineering-technology-programs-2026-2027/,nasaSystems; onetTech,nasaSystems: NASA Systems Engineering Handbook — https://www.nasa.gov/reference/systems-engineering-handbook/; onetTech: Electrical and Electronic Engineering Technologists and Technicians — https://www.onetonline.org/link/summary/17-3023.00,Retained because the existing competency remains appropriately scoped; provenance and prerequisite traceability were added.,Alfred sequences the competency inside the shared CETa/Career dependency graph and uses Alfred-specific labs/projects for evidence.,C3 measurement evidence; C5 troubleshooting/causal reasoning; explicit requirement/expected-result model,Week 22 Career — requirement-to-test traceability,22,28,SEM-C11-28-085,Required semantic task SEM-C11-28-085; required primary lesson gate; v16.3 integrated lesson checks; Week 28 mastery/teach-back.
C12.1,Use Git commits and branches to preserve meaningful firmware/test-script history and make changes reviewable.,"Use repository status, diff, staging, commits, and history to inspect and preserve meaningful firmware/test-script changes so the project state is reviewable and reproducible.",SPLIT,Adapted from / informed by,githubSkills,Introduction to Git,https://github.com/skills/introduction-to-git,pccEET101A,pccEET101A: EET 101A — Electronic Lab and Essential Work Skills — https://www.pcc.edu/ccog/eet/101a/,"The prior standard compressed repository inspection, commits, branches/tags, and known-good baseline control. Core change inspection/history remains C12.1; branch/tag baseline control becomes new C12.7.",Alfred teaches repository → working tree → status/diff → commit/history before branching/tagging.,Prior lab/project evidence; reproducibility and technical communication needs,Week 12 Career — status/diff/staging/commit/history,12,12,SEM-C12-12-1640,Required semantic task SEM-C12-22-086; required primary lesson gate; v16.3 integrated lesson checks; Week 22 mastery/teach-back.
C12.2,"Use basic command-line tools and a repeatable project structure to build, run, inspect, and archive engineering work.","Use basic command-line navigation and a repeatable project structure to build, run, inspect, compare, and archive engineering work without losing configuration or evidence context.",REWRITE,Informed by,githubSkills,Introduction to Git,https://github.com/skills/introduction-to-git,pccEET101A,pccEET101A: EET 101A — Electronic Lab and Essential Work Skills — https://www.pcc.edu/ccog/eet/101a/,Rewritten and now explicitly taught in Week 12 with a beginner command-line/project-navigation ladder before Git/project reproducibility is assessed.,"Alfred teaches current directory, file listing, directory changes, project-root awareness, and documented command execution before using the CLI as invisible Git/build/test infrastructure.","Week 12 beginner CLI navigation (current directory, list files, change directory, relative paths) plus Git repository/working-tree model; no prior CLI fluency assumed.",Week 12 Career — beginner CLI navigation plus repeatable project structure,12,12,SEM-C12-12-1640,Required semantic task SEM-C12-22-086; required primary lesson gate; v16.3 integrated lesson checks; Week 22 mastery/teach-back.
C12.3,"Write lab notes with date, objective, configuration, observations, measurements, anomalies, and next actions.","Write lab notes with date, objective, configuration, observations, measurements, anomalies, and next actions.",KEEP,Informed by,githubSkills,Introduction to Git,https://github.com/skills/introduction-to-git,pccEET101A; onetTech,pccEET101A: EET 101A — Electronic Lab and Essential Work Skills — https://www.pcc.edu/ccog/eet/101a/; onetTech: Electrical and Electronic Engineering Technologists and Technicians — https://www.onetonline.org/link/summary/17-3023.00,Retained because the existing competency remains appropriately scoped; provenance and prerequisite traceability were added.,Alfred sequences the competency inside the shared CETa/Career dependency graph and uses Alfred-specific labs/projects for evidence.,Prior lab/project evidence; reproducibility and technical communication needs,Week 12 Career — dated reconstructable lab notes,12,12,SEM-C12-12-1640,Required semantic task SEM-C12-22-086; required primary lesson gate; v16.3 integrated lesson checks; Week 22 mastery/teach-back.
C12.4,"Create a concise test report with purpose, setup, method, results, plots/tables, conclusions, and unresolved risks.","Create a concise test report with purpose, setup, method, results, plots/tables, conclusions, and unresolved risks.",KEEP,Informed by,githubSkills,Introduction to Git,https://github.com/skills/introduction-to-git,pccEET101A; onetTech,pccEET101A: EET 101A — Electronic Lab and Essential Work Skills — https://www.pcc.edu/ccog/eet/101a/; onetTech: Electrical and Electronic Engineering Technologists and Technicians — https://www.onetonline.org/link/summary/17-3023.00,Retained because the existing competency remains appropriately scoped; provenance and prerequisite traceability were added.,Alfred sequences the competency inside the shared CETa/Career dependency graph and uses Alfred-specific labs/projects for evidence.,Prior lab/project evidence; reproducibility and technical communication needs,Week 12 Career — concise evidence-based test report,12,12,SEM-C12-12-1640,Required semantic task SEM-C12-22-086; required primary lesson gate; v16.3 integrated lesson checks; Week 22 mastery/teach-back.
C12.5,"Communicate a technical problem to an engineer using observed facts, measurements, attempted checks, and a clear question.","Communicate a technical problem to an engineer using observed facts, measurements, attempted checks, and a clear question.",KEEP,Informed by,githubSkills,Introduction to Git,https://github.com/skills/introduction-to-git,pccEET101A; onetTech,pccEET101A: EET 101A — Electronic Lab and Essential Work Skills — https://www.pcc.edu/ccog/eet/101a/; onetTech: Electrical and Electronic Engineering Technologists and Technicians — https://www.onetonline.org/link/summary/17-3023.00,Retained because the existing competency remains appropriately scoped; provenance and prerequisite traceability were added.,Alfred sequences the competency inside the shared CETa/Career dependency graph and uses Alfred-specific labs/projects for evidence.,Prior lab/project evidence; reproducibility and technical communication needs,Week 12 Career — fact/hypothesis/measurement technical handoff,12,12,SEM-C12-12-1640,Required semantic task SEM-C12-22-086; required primary lesson gate; v16.3 integrated lesson checks; Week 22 mastery/teach-back.
C12.6,"Keep filenames, versions, units, screenshots, code, schematics, and evidence organized so a future reviewer can reconstruct the work.","Keep filenames, versions, units, screenshots, code, schematics, and evidence organized so a future reviewer can reconstruct the work.",KEEP,Informed by,githubSkills,Introduction to Git,https://github.com/skills/introduction-to-git,pccEET101A; onetTech,pccEET101A: EET 101A — Electronic Lab and Essential Work Skills — https://www.pcc.edu/ccog/eet/101a/; onetTech: Electrical and Electronic Engineering Technologists and Technicians — https://www.onetonline.org/link/summary/17-3023.00,Retained because the existing competency remains appropriately scoped; provenance and prerequisite traceability were added.,Alfred sequences the competency inside the shared CETa/Career dependency graph and uses Alfred-specific labs/projects for evidence.,Prior lab/project evidence; reproducibility and technical communication needs,Week 12 Career — organized versioned evidence package,12,12,SEM-C12-12-1640,Required semantic task SEM-C12-22-086; required primary lesson gate; v16.3 integrated lesson checks; Week 22 mastery/teach-back.
C12.7,,"Use branches and named known-good baselines/tags to isolate work, preserve recoverable project states, and tie firmware/documentation state to bench evidence.",ADD,Informed by,githubSkills,Introduction to Git,https://github.com/skills/introduction-to-git,pccEET101A,pccEET101A: EET 101A — Electronic Lab and Essential Work Skills — https://www.pcc.edu/ccog/eet/101a/,Added because branch/tag baseline control is a distinct configuration-management behavior that should not be hidden inside basic commit history.,Alfred applies the Git concept directly to pre-change/post-change electronics evidence.,C12.1 (status/diff/staging/commit/history); C12.2/C12.3 (reproducible project/document structure),Week 12 Career — branches/tags/known-good baselines,12,12,SEM-C12-12-1640,Required semantic task SEM-C12-12-1640; v16.3.40 integrated lesson checks; changed-context mastery evidence.
C13.1,"Present a project with problem, requirements, architecture, implementation, test evidence, failure/recovery story, and final result.","Present a project with problem, requirements, architecture, implementation, test evidence, failure/recovery story, and final result.",KEEP,Alfred-authored integration; cross-checked against,onetTech,Electrical and Electronic Engineering Technologists and Technicians,https://www.onetonline.org/link/summary/17-3023.00,blsTech,blsTech: Electrical and Electronic Engineering Technologists and Technicians — https://www.bls.gov/ooh/architecture-and-engineering/electrical-and-electronics-engineering-technicians.htm,Retained because the existing competency remains appropriately scoped; provenance and prerequisite traceability were added.,Alfred sequences the competency inside the shared CETa/Career dependency graph and uses Alfred-specific labs/projects for evidence.,"C11.1, C11.6, C12.3, C12.4, C12.6 and accumulated technical project evidence from C1–C12.",Week 30 Career — evidence-first project presentation,30,30,SEM-C13-30-1640A,Required semantic task SEM-C13-30-087; required primary lesson gate; v16.3 integrated lesson checks; Week 30 mastery/teach-back.
C13.2,"Explain personal contribution precisely without overstating ownership, certification, job title, or engineering authority.","Explain personal contribution precisely without overstating ownership, certification, job title, or engineering authority.",KEEP,Alfred-authored integration; cross-checked against,onetTech,Electrical and Electronic Engineering Technologists and Technicians,https://www.onetonline.org/link/summary/17-3023.00,blsTech,blsTech: Electrical and Electronic Engineering Technologists and Technicians — https://www.bls.gov/ooh/architecture-and-engineering/electrical-and-electronics-engineering-technicians.htm,Retained because the existing competency remains appropriately scoped; provenance and prerequisite traceability were added.,Alfred sequences the competency inside the shared CETa/Career dependency graph and uses Alfred-specific labs/projects for evidence.,"C12.5, C12.6 plus the learner’s own project evidence and role boundaries.",Week 30 Career — precise personal-contribution framing,30,30,SEM-C13-30-1640A,Required semantic task SEM-C13-30-087; required primary lesson gate; v16.3 integrated lesson checks; Week 30 mastery/teach-back.
C13.3,Answer a hardware troubleshooting interview question using a hypothesis-and-measurement process rather than guessing components.,Answer a hardware troubleshooting interview question using a hypothesis-and-measurement process rather than guessing components.,KEEP,Alfred-authored integration; cross-checked against,onetTech,Electrical and Electronic Engineering Technologists and Technicians,https://www.onetonline.org/link/summary/17-3023.00,blsTech,blsTech: Electrical and Electronic Engineering Technologists and Technicians — https://www.bls.gov/ooh/architecture-and-engineering/electrical-and-electronics-engineering-technicians.htm,Retained because the existing competency remains appropriately scoped; provenance and prerequisite traceability were added.,Alfred sequences the competency inside the shared CETa/Career dependency graph and uses Alfred-specific labs/projects for evidence.,C5.1–C5.3 troubleshooting/hypothesis-measurement reasoning plus prior project evidence.,Week 30 Career — hypothesis-and-measurement interview reasoning,30,30,SEM-C13-30-1640A,Required semantic task SEM-C13-30-087; required primary lesson gate; v16.3 integrated lesson checks; Week 30 mastery/teach-back.
C13.4,"Tailor a resume bullet to an electronics/test/embedded role using concrete tools, actions, results, and evidence.","Tailor a resume bullet to an electronics/test/embedded role using concrete tools, actions, results, and evidence.",KEEP,Alfred-authored integration; cross-checked against,onetTech,Electrical and Electronic Engineering Technologists and Technicians,https://www.onetonline.org/link/summary/17-3023.00,blsTech,blsTech: Electrical and Electronic Engineering Technologists and Technicians — https://www.bls.gov/ooh/architecture-and-engineering/electrical-and-electronics-engineering-technicians.htm,Retained because the existing competency remains appropriately scoped; provenance and prerequisite traceability were added.,Alfred sequences the competency inside the shared CETa/Career dependency graph and uses Alfred-specific labs/projects for evidence.,C12.6 evidence organization and C13.1 project-story evidence.,Week 30 Career — evidence-grounded resume bullets,30,30,SEM-C13-30-1640A,Required semantic task SEM-C13-30-087; required primary lesson gate; v16.3 integrated lesson checks; Week 30 mastery/teach-back.
C13.5,Evaluate a job description for must-have versus learnable skills and identify a credible bridge-role application strategy.,Evaluate a job description for must-have versus learnable skills and identify a credible bridge-role application strategy.,KEEP,Alfred-authored integration; cross-checked against,onetTech,Electrical and Electronic Engineering Technologists and Technicians,https://www.onetonline.org/link/summary/17-3023.00,blsTech,blsTech: Electrical and Electronic Engineering Technologists and Technicians — https://www.bls.gov/ooh/architecture-and-engineering/electrical-and-electronics-engineering-technicians.htm,Retained because the existing competency remains appropriately scoped; provenance and prerequisite traceability were added.,Alfred sequences the competency inside the shared CETa/Career dependency graph and uses Alfred-specific labs/projects for evidence.,C13.1–C13.2 plus target-role duties/constraints.,Week 30 Career — bridge-role job-description analysis,30,30,SEM-C13-30-1640A,Required semantic task SEM-C13-30-087; required primary lesson gate; v16.3 integrated lesson checks; Week 30 mastery/teach-back.
C13.6,"Use interview/application feedback to choose the next technical repair, portfolio improvement, or job-search adjustment.","Use interview/application feedback to choose the next technical repair, portfolio improvement, or job-search adjustment.",MOVE,Alfred-authored integration; cross-checked against,onetTech,Electrical and Electronic Engineering Technologists and Technicians,https://www.onetonline.org/link/summary/17-3023.00,blsTech,blsTech: Electrical and Electronic Engineering Technologists and Technicians — https://www.bls.gov/ooh/architecture-and-engineering/electrical-and-electronics-engineering-technicians.htm,Moved to the first curriculum location where the full competency is actually taught and can be assessed without future-concept leakage.,Alfred preserves the competency identity but moves required mastery evidence to the dependency-correct week.,C13.1–C13.5 plus real application/interview outcome evidence.,Week 31 Career — application/interview feedback repair loop,31,31,SEM-C13-31-1640B,Required semantic task SEM-C13-30-087; required primary lesson gate; v16.3 integrated lesson checks; Week 30 mastery/teach-back.
