week,source_id,title,provider,kind,source_url,disposition,lesson_track,lesson_title,segment_id,segment_title,instructional_role,display_treatment,why_here,watch_for,decision_reason
13,digiKeySchematics,How to Read a Schematic — Another Teaching Moment,DigiKey Electronics,Industry instructional video,https://www.digikey.com/en/videos/d/digi-key-electronics/how-to-read-a-schematic-another-teaching-moment-digi-key-electronics,contextual lesson placement,CETa,Read diagram types and turn symbols into behavior,concept-2,Read from rails and references into functional blocks,demonstration,primary,"Reinforce symbols, net labels, connectivity and reference designators.",Trace electrical relationships across page/net labels rather than by visual proximity.,"Placed at the exact current lesson section where the media most directly supports explanation, demonstration, lab readiness, troubleshooting, reinforcement, review, or deeper study."
13,digiKeyDatasheet,How To Read A Datasheet — Electronics with Becky Stern,DigiKey Electronics,Industry instructional video,https://www.digikey.com/en/videos/d/digi-key-electronics/how-to-read-a-datasheet-electronics-with-becky-stern-digikey,contextual lesson placement,CETa,Read diagram types and turn symbols into behavior,concept-3,A datasheet is conditional evidence,demonstration,primary,"Learn how to extract pinout, operating conditions, absolute maximums, truth/timing tables and characteristic graphs.",Cite the exact table/condition supporting each expected test value.,"Placed at the exact current lesson section where the media most directly supports explanation, demonstration, lab readiness, troubleshooting, reinforcement, review, or deeper study."
13,nscTroubleshooting,Elements of System Level Troubleshooting,North Seattle Community College / All About Circuits,College video lecture,https://www.allaboutcircuits.com/video-lectures/elements-system-level-troubleshooting/,contextual lesson placement,Career,Troubleshoot with competing hypotheses and high-information tests,career-w13-build-a-fault-model-before-probing,Build a fault model before probing,troubleshooting,primary,"Use block-diagram thinking, signal tracing, substitution and divide-and-conquer to choose test points.",Every measurement must compare to an expected-good value and eliminate one or more hypotheses.,"Placed at the exact current lesson section where the media most directly supports explanation, demonstration, lab readiness, troubleshooting, reinforcement, review, or deeper study."
13,tiBoardTroubleshooting,Board Level Troubleshooting,Texas Instruments,Manufacturer troubleshooting video,https://www.ti.com/video/5971802514001,contextual lesson placement,Career,Troubleshoot with competing hypotheses and high-information tests,career-w13-choose-a-high-information-test,Choose a high-information test,troubleshooting,primary,See disciplined board checks and A-B-A substitution used in practice.,"Do not blame a component until board conditions, parasitics/cleanliness and controlled swap evidence support it.","Placed at the exact current lesson section where the media most directly supports explanation, demonstration, lab readiness, troubleshooting, reinforcement, review, or deeper study."
14,mitAssemblyArchitecture,Lecture 4 — Assembly Language & Computer Architecture,MIT OpenCourseWare,University lecture video with transcript,https://ocw.mit.edu/courses/6-172-performance-engineering-of-software-systems-fall-2018/resources/lecture-4-assembly-language-computer-architecture/,contextual lesson placement,CETa,"Computer blocks, representation, memory, and the build path",concept-1,"A computer repeatedly moves, transforms, and stores information",core,primary,Follow the path from source code to compiler output to machine code to hardware execution.,"Connect instructions to registers, memory and actual hardware execution rather than treating C as an abstract language.","Placed at the exact current lesson section where the media most directly supports explanation, demonstration, lab readiness, troubleshooting, reinforcement, review, or deeper study."
14,cs50Week1C2026,CS50x 2026 — Week 1 C,Harvard University,"University lecture, notes, transcript, and video",https://cs50.harvard.edu/x/weeks/1/,contextual lesson placement,Career,Write and debug small C programs methodically,career-w14-a-c-program-is-source-text-that-must-be-translated-before-it-runs,A C program is source text that must be translated before it runs,core,primary,"Learn C syntax, types, control flow, functions, compilation and command-line workflow.","Compile frequently and treat compiler diagnostics as evidence, not noise.","Placed at the exact current lesson section where the media most directly supports explanation, demonstration, lab readiness, troubleshooting, reinforcement, review, or deeper study."
14,cs50C,CS50x Week 4 — Memory and Pointers,Harvard University,University course notes and video,https://cs50.harvard.edu/x/notes/4/,contextual lesson placement,Career,Write and debug small C programs methodically,career-w14-addresses-and-pointers-make-memory-locations-explicit,Addresses and pointers make memory locations explicit,reinforcement,primary,"Learn addresses, pointers, arrays, stack/heap and common memory failures.",Draw memory/address relationships and explain segmentation/buffer failures.,"Placed at the exact current lesson section where the media most directly supports explanation, demonstration, lab readiness, troubleshooting, reinforcement, review, or deeper study."
14,automationDirectPlcScan,"PLC Program Structure — Main Scan, Subroutines, and Interrupts",AutomationDirect,Manufacturer PLC training video with transcript,https://www.automationdirect.com/videos/video?videoToPlay=MnR8e-cZLUs,contextual lesson placement,CETa,"Computer blocks, representation, memory, and the build path",concept-5,"PLC purpose, scan cycle, programming concepts, and languages",demonstration,primary,"Learn the classic PLC scan model—read inputs, execute the main ladder/control program, update outputs and repeat—then see where subroutines and interrupts fit.","Explain why normal logic is scan-based, why scan time matters and when an interrupt is used for an event that cannot wait for the ordinary scan.","Placed at the exact current lesson section where the media most directly supports explanation, demonstration, lab readiness, troubleshooting, reinforcement, review, or deeper study."
14,aacComputerHardware,"Computer Hardware — Processor, Memory, Controllers, Buses, and Peripherals",North Seattle Community College / All About Circuits,College video lecture with transcript,https://www.allaboutcircuits.com/video-lectures/computer-hardware/,contextual lesson placement,CETa,"Computer blocks, representation, memory, and the build path",concept-4,"Computer architecture, CPU blocks, memory, block diagrams, and flowcharts",reinforcement,compact,"Reuse the computer-hardware lecture here to connect CPU, memory, controllers, buses and peripherals to technician-level computer-electronics concepts.",Trace a peripheral transaction as CPU/memory/controller/bus/device behavior instead of treating a computer as one opaque box.,"Placed at the exact current lesson section where the media most directly supports explanation, demonstration, lab readiness, troubleshooting, reinforcement, review, or deeper study."
14,aacMicroprocessorBusNetworks,"Microprocessor Bus Networks — Address, Data, and Control Buses",North Seattle Community College / All About Circuits,College video lecture with transcript,https://www.allaboutcircuits.com/video-lectures/microprocessor-bus-networks/,contextual lesson placement,CETa,"Computer blocks, representation, memory, and the build path",concept-6,Peripherals and interface devices/cards,reinforcement,compact,Reuse the address/data/control-bus lesson to understand how interface devices/cards communicate with a processor and how selection/control differs from payload data.,"Separate address selection, data transfer and control/handshake functions when tracing an interface fault.","Placed at the exact current lesson section where the media most directly supports explanation, demonstration, lab readiness, troubleshooting, reinforcement, review, or deeper study."
15,armEmbedded,Embedded C Programming with Arm Cortex-M,Arm,Vendor-validated video course,https://developer.arm.com/community/arm-community-blogs/b/embedded-and-microcontrollers-blog/posts/embedded-c-programming-with-arm-cortex-m-video-course,contextual lesson placement,Career,"Responsive embedded architecture, volatile, and timing choices",career-w15-map-c-onto-a-microcontroller-before-adding-concurrency,Map C onto a microcontroller before adding concurrency,core,primary,"Complete the mapped lessons on volatile, bitwise operators, pointers, stack/modules, fixed-width integers and CMSIS.",Connect every register operation to the machine/register/memory effect visible in the debugger.,"Placed at the exact current lesson section where the media most directly supports explanation, demonstration, lab readiness, troubleshooting, reinforcement, review, or deeper study."
15,aacSequentialLogic,Sequential Logic,North Seattle Community College / All About Circuits,College video lecture with transcript,https://www.allaboutcircuits.com/video-lectures/sequential-logic/,contextual lesson placement,CETa,"Bit fields, ports, processors, and stored state",concept-3,A state machine makes history explicit,review,primary,Reuse the sequential-logic lesson to connect stored state/clock events to finite-state firmware reasoning.,Write state and transition conditions explicitly before coding.,"Placed at the exact current lesson section where the media most directly supports explanation, demonstration, lab readiness, troubleshooting, reinforcement, review, or deeper study."
15,stCubeIdeBasics,STM32CubeIDE basics MOOC,STMicroelectronics,Manufacturer hands-on course,https://www.st.com/content/st_com/en/support/learning/stm32-moocs/STM32CubeIDE_basics_MOOC.html,contextual lesson placement,Career,"Responsive embedded architecture, volatile, and timing choices",career-w15-career-integration-embedded-c-mcu-architecture-and-nonblocking-design,"Career integration: embedded C, MCU architecture, and nonblocking design",lab-prep,primary,"Complete the GPIO, EXTI and timer/PWM examples so polling, event-driven input and timed output have concrete MCU implementations.","Identify initialization, callback/interrupt path and main-loop behavior separately.","Placed at the exact current lesson section where the media most directly supports explanation, demonstration, lab readiness, troubleshooting, reinforcement, review, or deeper study."
16,stCubeIdeBasics,STM32CubeIDE basics MOOC,STMicroelectronics,Manufacturer hands-on course,https://www.st.com/content/st_com/en/support/learning/stm32-moocs/STM32CubeIDE_basics_MOOC.html,contextual lesson placement,Career,"Create, flash, verify, and document a minimum STM32 bring-up",career-w16-a-project-contains-source-configuration-and-a-build-recipe,"A project contains source, configuration, and a build recipe",lab-prep,primary,"Use the ST MOOC for project creation, board setup, GPIO, EXTI, timers, ADC/DMA and USART in STM32CubeIDE.","Separate generated initialization, application code and peripheral configuration.","Placed at the exact current lesson section where the media most directly supports explanation, demonstration, lab readiness, troubleshooting, reinforcement, review, or deeper study."
16,armEmbedded,Embedded C Programming with Arm Cortex-M,Arm,Vendor-validated video course,https://developer.arm.com/community/arm-community-blogs/b/embedded-and-microcontrollers-blog/posts/embedded-c-programming-with-arm-cortex-m-video-course,contextual lesson placement,CETa,"MCU architecture, memory map, GPIO, and debug concepts",concept-4,An MCU is a computer plus tightly integrated peripherals,review,primary,"Connect C statements to Cortex-M registers, memory and disassembly while stepping through the program.",Explain what the CPU/peripheral is doing at each debugger observation.,"Placed at the exact current lesson section where the media most directly supports explanation, demonstration, lab readiness, troubleshooting, reinforcement, review, or deeper study."
16,stBootStartup,STM32 Boot and Startup Tips MOOC,STMicroelectronics,Manufacturer MOOC,https://www.st.com/content/st_com/en/support/learning/stm32-moocs/STM32_boot_startup_MOOC.html,contextual lesson placement,CETa,"MCU architecture, memory map, GPIO, and debug concepts",concept-5,Clock and reset state determine whether configuration means anything,core,primary,Learn what must happen from reset/boot through startup before application code can run.,"Separate power, reset/boot, clock, startup and application failures.","Placed at the exact current lesson section where the media most directly supports explanation, demonstration, lab readiness, troubleshooting, reinforcement, review, or deeper study."
18,digiKeyDatasheet,How To Read A Datasheet — Electronics with Becky Stern,DigiKey Electronics,Industry instructional video,https://www.digikey.com/en/videos/d/digi-key-electronics/how-to-read-a-datasheet-electronics-with-becky-stern-digikey,contextual lesson placement,Career,Datasheet-to-wire integration and bus fault isolation,career-w18-translate-one-i2c-datasheet-into-a-wiring-and-transaction-contract,Translate one I²C datasheet into a wiring and transaction contract,lab-prep,primary,"Use the datasheet to determine pinout, bus voltage, address/mode, register map, timing and raw-code conversion.",Cite the exact register/scale equation used to turn raw bytes into engineering units.,"Placed at the exact current lesson section where the media most directly supports explanation, demonstration, lab readiness, troubleshooting, reinforcement, review, or deeper study."
18,stUsbTraining,"STM32 USB Training — Device/Host, Transfers, Electrical Requirements, Classes, and Hands-On",STMicroelectronics,Manufacturer 10-hour MOOC with videos and exercises,https://www.st.com/content/st_com/en/support/learning/stm32-moocs/STM32-USB-training.html,contextual lesson placement,CETa,"Interface roles, signaling, and conversion",concept-5,"USB, I2C, and Zigbee interfaces",go-deeper,primary,"Use the ST USB course for host/device roles, USB standards, transfer types, electrical requirements, classes/drivers and practical STM32 device/host examples.","Separate host/device role, bus power/electrical constraints, enumeration/class behavior and application payload; do not treat USB as 'UART with a different plug.'","Placed at the exact current lesson section where the media most directly supports explanation, demonstration, lab readiness, troubleshooting, reinforcement, review, or deeper study."
18,tiLogicTranslation,Logic and Voltage Translation Training,Texas Instruments,Manufacturer logic-interface video series,https://www.ti.com/video/series/logic-and-voltage-translation.html,contextual lesson placement,CETa,"Interface roles, signaling, and conversion",concept-4,"Signal levels, connectors, grounding, mismatch, and conflict symptoms",core,primary,Learn why logic families and voltage domains may require translation and how inappropriate discrete/clamp/translation choices can corrupt or damage an interface.,"Check VIH/VIL/VOH/VOL, directionality, pull-ups/open-drain behavior and supply domains before connecting two digital devices.","Placed at the exact current lesson section where the media most directly supports explanation, demonstration, lab readiness, troubleshooting, reinforcement, review, or deeper study."
19,tiAudioAmpBasics,Audio Amplifier Basics,Texas Instruments,Manufacturer video,https://www.ti.com/video/6287826793001,contextual lesson placement,CETa,"Media, connectors, signal paths, and optical fundamentals",concept-8,"Audio/video blocks, microphones, speakers, recording and playback",reinforcement,compact,Build the audio source→amplifier→load model and learn core amplifier classes/specification language.,"Trace where gain, clipping, bandwidth/noise and load interaction can create symptoms.","Placed at the exact current lesson section where the media most directly supports explanation, demonstration, lab readiness, troubleshooting, reinforcement, review, or deeper study."
19,tiAudioFundamentals,TI Precision Labs — Audio Fundamentals,Texas Instruments,Manufacturer video series,https://www.ti.com/video/series/precision-labs/ti-precision-labs-audio-fundamentals.html,contextual lesson placement,CETa,"Media, connectors, signal paths, and optical fundamentals",concept-9,"Interfacing, distortion, conflicts, fault isolation, and signal levels",reinforcement,compact,"Use the relevant fundamentals lessons for amplifier specifications, signal path, converter/interface context and measurement vocabulary.",Connect each spec to what could be measured at a test point instead of memorizing labels.,"Placed at the exact current lesson section where the media most directly supports explanation, demonstration, lab readiness, troubleshooting, reinforcement, review, or deeper study."
19,foaPremisesGuide,FOA Premises Cabling Reference and Training,The Fiber Optic Association,Professional training reference with lecture links and quizzes,https://foa.org/tech/ref/premises/index.html,contextual lesson placement,CETa,"Media, connectors, signal paths, and optical fundamentals",concept-5,"Coax, copper pairs, fiber, impedance, and termination",core,primary,"Use the FOA premises-cabling lectures on cable types, UTP installation/termination/testing and coax before the physical cable task.","Choose media/termination from signal, distance/environment and failure mode; distinguish continuity/wiremap from signal-quality evidence.","Placed at the exact current lesson section where the media most directly supports explanation, demonstration, lab readiness, troubleshooting, reinforcement, review, or deeper study."
19,foaMediaLectureIndex,FOA Fiber Optics and Premises Cabling Video Lecture Index,The Fiber Optic Association,Professional training lecture series,https://www.foa.org/tech/ref/contents.html,Teaching Media library only,,,,,library-only,library,"Complete the mapped FOA lectures: 1 communications, 2 safety, 3 fiber, 4 cables, 5/7 splices/connectors, 12 testing overview, 14 optical power and 16 insertion loss.","Trace source→fiber/path→receiver; explain loss, connector/bend effects, eye safety and why test method depends on the fault question.","This is a broad lecture index. Focused FOA cabling, connector, and testing videos are integrated at the exact lesson sections; the index remains the faster back-reference hub."
19,foaSplicesConnectors,FOA Lecture 5 — Splices and Connectors,The Fiber Optic Association,Professional training video,https://www.youtube.com/watch?v=7OBDhx9qzMQ,contextual lesson placement,CETa,"Media, connectors, signal paths, and optical fundamentals",concept-6,"Bonding, splicing, crimping, and cable preparation",demonstration,primary,Learn where splices/connectors are used and how termination becomes part of link loss/reliability.,"Treat connector condition/cleanliness and mating as electrical/optical evidence, not cosmetic appearance.","Placed at the exact current lesson section where the media most directly supports explanation, demonstration, lab readiness, troubleshooting, reinforcement, review, or deeper study."
19,foaTestingOverview,FOA Lecture 12 — Fiber Optic Testing Overview,The Fiber Optic Association,Professional training video,https://www.youtube.com/watch?v=qqc3b4A-B_k,contextual lesson placement,CETa,"Media, connectors, signal paths, and optical fundamentals",concept-7,"Cable testing, dB loss, connectors, and defects",demonstration,primary,"Learn what must be tested at component/link level and where visual, power/loss and other test methods fit.",Select a test from the failure mode rather than defaulting to one instrument.,"Placed at the exact current lesson section where the media most directly supports explanation, demonstration, lab readiness, troubleshooting, reinforcement, review, or deeper study."
19,digiKeyOptoDisplays,"Getting Started with Optoelectronic Displays — LED, LCD, OLED, Plasma, e-Paper, and Touch",DigiKey Electronics,Distributor engineering video,https://www.digikey.com/en/videos/unassigned/getting-started-with-optoelectronic-displays-tech-basics-digi-key-electronics,contextual lesson placement,CETa,"Media, connectors, signal paths, and optical fundamentals",concept-10,"Display technologies: LED, seven-segment, LCD, OLED, and tradeoffs",demonstration,primary,"Learn the operating/application distinctions among LED, LCD, OLED, plasma and e-Paper displays and recognize resistive/capacitive touch as a related interface layer.",Separate the display technology that creates/modulates light from the digital/analog interface used to drive it.,"Placed at the exact current lesson section where the media most directly supports explanation, demonstration, lab readiness, troubleshooting, reinforcement, review, or deeper study."
19,tekDigitalVideoPrimer,Guide to Standard and HD Digital Video Measurements,Tektronix,Test-and-measurement manufacturer video-signal primer,https://www.tek.com/en/documents/primer/guide-standard-hd-digital-video-measurements,contextual lesson placement,CETa,"Media, connectors, signal paths, and optical fundamentals",concept-9,"Interfacing, distortion, conflicts, fault isolation, and signal levels",go-deeper,compact,Use the introductory sections to understand camera/source → processing/serialization → transport → destination/display and the difference between video content and the physical/electrical transport carrying digital video data.,"Identify source, transport and destination blocks and connect amplitude/timing/termination errors to video-path symptoms; do not attempt professional broadcast certification depth.","Placed at the exact current lesson section where the media most directly supports explanation, demonstration, lab readiness, troubleshooting, reinforcement, review, or deeper study."
20,rsRfDefinition,Definition of RF and Microwaves,Rohde & Schwarz,Test-equipment manufacturer video,https://www.rohde-schwarz.com/in/knowledge-center/videos/definition-of-rf-and-microwaves_251220-1388948.html,contextual lesson placement,CETa,"RF, modulation, antennas, transmission, and telecom blocks",concept-1,RF behavior depends on frequency and physical geometry,core,primary,"Establish RF/microwave frequency ranges, wavelength and why physical dimensions matter.",Relate higher frequency to shorter wavelength and to practical interconnect/antenna behavior.,"Placed at the exact current lesson section where the media most directly supports explanation, demonstration, lab readiness, troubleshooting, reinforcement, review, or deeper study."
20,nptelComms,Principles of Communication Systems I,NPTEL,University video course,https://nptel.ac.in/courses/108104091,contextual lesson placement,CETa,"RF, modulation, antennas, transmission, and telecom blocks",concept-12,Modulation and receivers transform representation,go-deeper,compact,"Use the NPTEL course for communications-theory foundations such as signal representation, modulation/demodulation, sampling/quantization and noise/probability concepts at the depth mapped by the course.","Treat it as communications theory, not a complete telecommunications-hardware course; keep antenna, matching/SWR, receiver hardware, cellular, satellite and wired voice/data topics tied to their dedicated resources below.","Placed at the exact current lesson section where the media most directly supports explanation, demonstration, lab readiness, troubleshooting, reinforcement, review, or deeper study."
20,rsSpectrumBasics,Understanding Basic Spectrum Analyzer Operation,Rohde & Schwarz,Test-equipment manufacturer video,https://www.rohde-schwarz.com/us/knowledge-center/videos/understanding-basic-spectrum-analyzer-operation_251220-1513228.html,contextual lesson placement,Career,"Measurement procedure, spectrum interpretation, and technical handoff",career-w20-a-spectrum-analyzer-shows-signal-energy-versus-frequency,A spectrum analyzer shows signal energy versus frequency,demonstration,primary,"Learn center/span, reference level, RBW and VBW and the measurement artifacts caused by wrong settings.",Predict how narrowing RBW changes selectivity/noise floor/sweep time and how reference level can cause compression/overload.,"Placed at the exact current lesson section where the media most directly supports explanation, demonstration, lab readiness, troubleshooting, reinforcement, review, or deeper study."
20,rsOccupiedBandwidth,Understanding Occupied Bandwidth,Rohde & Schwarz,Test-equipment manufacturer video,https://www.rohde-schwarz.com/us/knowledge-center/videos/understanding-occupied-bandwidth_251220-1614804.html,contextual lesson placement,Career,"Measurement procedure, spectrum interpretation, and technical handoff",career-w20-classify-spectral-features-before-explaining-their-cause,Classify spectral features before explaining their cause,demonstration,primary,Use occupied bandwidth as a repeatable example of turning a spectrum trace into a defined measurement.,"Configure center frequency, channel/percent-power settings and interpret whether signal width indicates a path/modulation problem.","Placed at the exact current lesson section where the media most directly supports explanation, demonstration, lab readiness, troubleshooting, reinforcement, review, or deeper study."
21,ucsdStudyVideos,"Effective Study Techniques Videos — Spaced, Retrieval, and Interleaved Practice",University of California San Diego Department of Psychology,University instructional video series,https://psychology.ucsd.edu/undergraduate-program/undergraduate-resources/academic-writing-resources/effective-studying/effective-studying-videos.html,contextual lesson placement,CETa,Interleaved recall across all CETa domains,concept-1,Breadth requires selection practice,core,primary,"Watch the retrieval, spaced-practice and interleaving videos before the cumulative CETa integration set.",Use mixed cues and delayed recall deliberately; do not reread a domain until after an independent attempt.,"Placed at the exact current lesson section where the media most directly supports explanation, demonstration, lab readiness, troubleshooting, reinforcement, review, or deeper study."
21,ucsdRetrieval,Retrieval Practice,University of California San Diego Department of Psychology,University evidence-based learning guide with how-to video,https://psychology.ucsd.edu/undergraduate-program/undergraduate-resources/academic-writing-resources/effective-studying/retrieval-practice.html,contextual lesson placement,CETa,Interleaved recall across all CETa domains,concept-3,"Repair the cause, not the score",reinforcement,primary,"Use the retrieval workflow: close materials, recall/solve, check, identify what was missing or wrong, then repeat on a fresh prompt.","Classify a miss as concept, formula/unit, interpretation, procedure, or selection error before remediation.","Placed at the exact current lesson section where the media most directly supports explanation, demonstration, lab readiness, troubleshooting, reinforcement, review, or deeper study."
22,mitRequirements,Session 2 — Requirements Definition,MIT OpenCourseWare,University systems-engineering video lecture with transcript,https://ocw.mit.edu/courses/16-842-fundamentals-of-systems-engineering-fall-2015/resources/session-2-requirements-definition/,contextual lesson placement,Career,Write requirements and verification before building,career-w22-a-requirement-describes-observable-behavior-and-conditions,A requirement describes observable behavior and conditions,core,primary,Learn how to state what the system must do before design/build decisions begin.,Rewrite vague wishes as observable subject + condition + required behavior with measurable bounds where applicable.,"Placed at the exact current lesson section where the media most directly supports explanation, demonstration, lab readiness, troubleshooting, reinforcement, review, or deeper study."
22,mitVerification,Session 9 — Verification and Validation,MIT OpenCourseWare,University systems-engineering video lecture with transcript,https://ocw.mit.edu/courses/16-842-fundamentals-of-systems-engineering-fall-2015/resources/session-9-verification-and-validation/,contextual lesson placement,Career,Write requirements and verification before building,career-w22-verification-asks-whether-it-meets-the-requirement,Verification asks whether it meets the requirement,core,primary,"Learn the difference among requirement, verification method/evidence and broader validation.","For every project requirement, name how you will prove it before building.","Placed at the exact current lesson section where the media most directly supports explanation, demonstration, lab readiness, troubleshooting, reinforcement, review, or deeper study."
22,mitShell2026,The Missing Semester 2026 — Course Overview and Introduction to the Shell,MIT,"University command-line lecture with video, notes, and exercises",https://missing.csail.mit.edu/2026/course-shell/,contextual lesson placement,Career,Write requirements and verification before building,career-w22-career-integration-git-command-line-lab-notes-reports-and-technical-hand,"Career integration: Git, command line, lab notes, reports, and technical handoff",reinforcement,compact,"Learn terminal/shell navigation, paths, program execution, standard input/output, pipes/redirection and basic shell automation so project build/test/log workflows can be reproduced without relying only on GUI clicks.","Know the current directory, exact command, arguments, input/output and resulting artifact/log before claiming a workflow is reproducible.","Placed at the exact current lesson section where the media most directly supports explanation, demonstration, lab readiness, troubleshooting, reinforcement, review, or deeper study."
22,mitGit2026,The Missing Semester 2026 — Version Control and Git,MIT,"University Git lecture with video, notes, and command-line exercises",https://missing.csail.mit.edu/2026/version-control/,contextual lesson placement,Career,Write requirements and verification before building,career-w22-career-integration-git-command-line-lab-notes-reports-and-technical-hand,"Career integration: Git, command line, lab notes, reports, and technical handoff",reinforcement,compact,"Learn snapshots/history plus git status, add, commit, log, diff, checkout and safe reversal/recovery concepts from an actual version-control lecture rather than inferring them from GitHub collaboration UI.","Before changing hardware/firmware, identify the known-good commit; inspect status/diff before committing and use history to explain what changed and why.","Placed at the exact current lesson section where the media most directly supports explanation, demonstration, lab readiness, troubleshooting, reinforcement, review, or deeper study."
22,mitShipping2026,The Missing Semester 2026 — Packaging and Shipping Code,MIT,University release/versioning/dependency/configuration lecture with video,https://missing.csail.mit.edu/2026/shipping-code/,contextual lesson placement,Career,Write requirements and verification before building,career-w22-career-integration-git-command-line-lab-notes-reports-and-technical-hand,"Career integration: Git, command line, lab notes, reports, and technical handoff",go-deeper,compact,"Learn why a transferable project handoff needs version identifiers, dependencies, configuration, tested release artifacts and change/release notes rather than only source files.","A receiver should be able to identify what version was handed off, reproduce its environment/dependencies and understand material changes from the prior release.","Placed at the exact current lesson section where the media most directly supports explanation, demonstration, lab readiness, troubleshooting, reinforcement, review, or deeper study."
23,mitRequirements,Session 2 — Requirements Definition,MIT OpenCourseWare,University systems-engineering video lecture with transcript,https://ocw.mit.edu/courses/16-842-fundamentals-of-systems-engineering-fall-2015/resources/session-2-requirements-definition/,contextual lesson placement,Career,Create a controlled project baseline before hardware bring-up,career-w23-plan-first-power-as-a-test-case,Plan first power as a test case,review,compact,Revisit the requirement lecture only to verify that the frozen project scope is observable and testable.,Do not add features during setup; unresolved ambiguity becomes an issue/decision record.,"Placed at the exact current lesson section where the media most directly supports explanation, demonstration, lab readiness, troubleshooting, reinforcement, review, or deeper study."
23,keysightBenchPowerCourse,Bench Power Supply Basics,Keysight Technologies,Manufacturer video course,https://www.keysight.com/us/en/learn/course.bench-power-supply-basics.html,contextual lesson placement,Career,Create a controlled project baseline before hardware bring-up,career-w23-plan-first-power-as-a-test-case,Plan first power as a test case,lab-prep,primary,"Review current limiting, CV/CC and readback before writing the first-power test case.",Select conservative voltage/current limits from device/board requirements and predict normal current behavior.,"Placed at the exact current lesson section where the media most directly supports explanation, demonstration, lab readiness, troubleshooting, reinforcement, review, or deeper study."
23,mitGit2026,The Missing Semester 2026 — Version Control and Git,MIT,"University Git lecture with video, notes, and command-line exercises",https://missing.csail.mit.edu/2026/version-control/,contextual lesson placement,Career,Create a controlled project baseline before hardware bring-up,career-w23-a-baseline-is-a-recoverable-state,A baseline is a recoverable state,review,primary,"Create and identify a known-good commit, inspect status/diff before a change, use log/history to reconstruct changes and understand git revert as a traceable way to reverse an earlier commit.",Rollback means returning from a controlled change to an identified known-good state while preserving the history/evidence of what happened.,"Placed at the exact current lesson section where the media most directly supports explanation, demonstration, lab readiness, troubleshooting, reinforcement, review, or deeper study."
23,mitShipping2026,The Missing Semester 2026 — Packaging and Shipping Code,MIT,University release/versioning/dependency/configuration lecture with video,https://missing.csail.mit.edu/2026/shipping-code/,contextual lesson placement,Career,Create a controlled project baseline before hardware bring-up,career-w23-recovery-paths-are-part-of-readiness,Recovery paths are part of readiness,reinforcement,compact,Freeze the project baseline with explicit version/configuration/dependency information and a tested handoff artifact so another person can identify and reproduce the released state.,"Do not call a folder copy a baseline unless its version, dependencies/configuration and release/change information are known.","Placed at the exact current lesson section where the media most directly supports explanation, demonstration, lab readiness, troubleshooting, reinforcement, review, or deeper study."
24,keysightBenchCvCc,Bench Power Supply Basics — Constant Voltage and Constant Current Modes,Keysight Technologies,Manufacturer video lesson,https://www.keysight.com/zz/en/assets/6123-1426/lessons/0027BenchPowerSupplyBasics004Using6UnderstandingConstantVoltageandConstantCurrentModes.html,contextual lesson placement,Career,Execute staged first power and establish a known-good baseline,career-w24-first-power-is-a-controlled-experiment,First power is a controlled experiment,lab-prep,primary,Use CV/CC behavior to understand why current limiting turns a wiring/design mistake into an observable protected condition.,Set the current limit before enabling output and interpret unexpected CC entry as a stop/investigate signal.,"Placed at the exact current lesson section where the media most directly supports explanation, demonstration, lab readiness, troubleshooting, reinforcement, review, or deeper study."
24,tiBoardTroubleshooting,Board Level Troubleshooting,Texas Instruments,Manufacturer troubleshooting video,https://www.ti.com/video/5971802514001,contextual lesson placement,Career,Execute staged first power and establish a known-good baseline,career-w24-bring-up-dependencies-in-order,Bring up dependencies in order,troubleshooting,compact,Use TI’s board-level process to move from symptom to root-cause checks rather than changing multiple things at once.,Use A-B-A substitution only when it preserves evidence and is electrically safe; check board-level causes/parasitics/cleanliness where relevant.,"Placed at the exact current lesson section where the media most directly supports explanation, demonstration, lab readiness, troubleshooting, reinforcement, review, or deeper study."
24,stBootStartup,STM32 Boot and Startup Tips MOOC,STMicroelectronics,Manufacturer MOOC,https://www.st.com/content/st_com/en/support/learning/stm32-moocs/STM32_boot_startup_MOOC.html,contextual lesson placement,Career,Execute staged first power and establish a known-good baseline,career-w24-bring-up-dependencies-in-order,Bring up dependencies in order,review,compact,Learn the STM32 boot/startup mechanisms that must succeed after rails are valid.,Separate power/rail failure from reset/boot/clock/startup failure when the board does not reach firmware.,"Placed at the exact current lesson section where the media most directly supports explanation, demonstration, lab readiness, troubleshooting, reinforcement, review, or deeper study."
25,tiGalvanicIsolation,What Is Galvanic Isolation?,Texas Instruments,Manufacturer technical video,https://www.ti.com/video/6138482962001,contextual lesson placement,CETa,"Retention: interface circuitry, conversion, and optical/isolation context",concept-3,Isolation changes reference relationships,core,primary,"Learn what galvanic isolation is, when it is needed and how capacitive/inductive/optical methods break the DC reference path.",Explain how isolation changes reference/ground relationships and why two sides need separate return/power domains.,"Placed at the exact current lesson section where the media most directly supports explanation, demonstration, lab readiness, troubleshooting, reinforcement, review, or deeper study."
