ID,Previous Standard,Final Standard,Status,Source Relationship,Primary Source ID,Primary Source,Primary Source URL,Secondary Source IDs,Secondary Sources / URLs,Why Relevant,Alfred Adaptation,Prerequisites,Instructional Home,First Curriculum Use Week,Primary Mastery Week,Semantic Task ID,Evidence Route
C8.2,Bring up a GPIO input/output and verify both firmware state and physical pin behavior.,"Bring up one STM32 GPIO path from project configuration through firmware state to physical pin behavior, using an independent measurement to prove the result.",REWRITE,Adapted from / informed by,stTraining,STMicroelectronics — STM32 Online Training,https://www.st.com/content/st_com/en/support/learning/stm32-online-training.html,stMooc; tamuESET; armKit,STMicroelectronics — STM32CubeMX and STM32Cube HAL Basics | https://www.st.com/content/st_com/en/support/learning/stm32-moocs/stm32cubemx-and-cubeHhal-basics.html; Texas A&M University — Electronic Systems Engineering Technology (ESET) course descriptions | https://catalog.tamu.edu/undergraduate/course-descriptions/eset/; Arm University Program — Efficient Embedded Systems Education Kit | https://www.arm.com/resources/education/education-kits/efficient-embedded-systems,Rewritten to expose the beginner prerequisite/mental model while preserving the same competency identity and assessment domain.,Alfred sequences the competency inside the shared CETa/Career dependency graph and uses Alfred-specific labs/projects for evidence.,C7 embedded-C/MCU architecture; C3 measurement evidence; CETA-W16 MCU/toolchain concepts,"Week 16 Career — Career integration: STM32 build/flash/debug, timer, and ADC proofs",16,16,SEM-C8-16-1640,"Week 16 · Career integration: STM32 build/flash/debug, timer, and ADC proofs · required elements: Exact board/MCU/project/clock/pin identity; GPIO firmware plus physical verification; SWD halt/step/breakpoint/register evidence; Timer clock/prescaler/period or interrupt-event proof; ADC reference/channel/resolution/raw-code-to-volts proof; Current/reset/boot/debug early checks; Reproducible fault/configuration/retest evidence"
C8.3,"Use SWD debugging to halt, step, inspect variables/registers, set breakpoints, and distinguish code-flow problems from hardware problems.","Explain the debug-probe/SWD path and use it to connect, halt, step, set breakpoints, and inspect variables/registers so code-flow faults can be separated from hardware faults.",REWRITE,Adapted from / informed by,stTraining,STMicroelectronics — STM32 Online Training,https://www.st.com/content/st_com/en/support/learning/stm32-online-training.html,armKit,Arm University Program — Efficient Embedded Systems Education Kit | https://www.arm.com/resources/education/education-kits/efficient-embedded-systems,Rewritten to expose the beginner prerequisite/mental model while preserving the same competency identity and assessment domain.,Alfred sequences the competency inside the shared CETa/Career dependency graph and uses Alfred-specific labs/projects for evidence.,C7 embedded-C/MCU architecture; C3 measurement evidence; CETA-W16 MCU/toolchain concepts,"Week 16 Career — Career integration: STM32 build/flash/debug, timer, and ADC proofs",16,16,SEM-C8-16-1640,"Week 16 · Career integration: STM32 build/flash/debug, timer, and ADC proofs · required elements: Exact board/MCU/project/clock/pin identity; GPIO firmware plus physical verification; SWD halt/step/breakpoint/register evidence; Timer clock/prescaler/period or interrupt-event proof; ADC reference/channel/resolution/raw-code-to-volts proof; Current/reset/boot/debug early checks; Reproducible fault/configuration/retest evidence"
C8.4,"Configure and validate a timer, ADC, or interrupt source while checking assumptions about clocks and units.","After a known-good GPIO baseline, configure and validate one STM32 timer/event or interrupt path while checking peripheral clock, prescaler/period, time units, flags, and observable timing evidence.",SPLIT,Adapted from / informed by,stTraining,STMicroelectronics — STM32 Online Training,https://www.st.com/content/st_com/en/support/learning/stm32-online-training.html,stMooc; tamuESET; armKit,STMicroelectronics — STM32CubeMX and STM32Cube HAL Basics | https://www.st.com/content/st_com/en/support/learning/stm32-moocs/stm32cubemx-and-cubeHhal-basics.html; Texas A&M University — Electronic Systems Engineering Technology (ESET) course descriptions | https://catalog.tamu.edu/undergraduate/course-descriptions/eset/; Arm University Program — Efficient Embedded Systems Education Kit | https://www.arm.com/resources/education/education-kits/efficient-embedded-systems,"The prior standard bundled timer, ADC, and interrupt configuration. Timer/event/interrupt timing remains in C8.4; ADC conversion becomes new C8.7 so each skill has a complete teaching and evidence path.",C8.4 is taught only after the Week 16 GPIO/SWD baseline.,CETA-W16 (MCU/clock architecture); C7.1–C7.6 (embedded C/MCU architecture); C8.1–C8.3 (known-good STM32 GPIO/build/flash/SWD baseline),Week 16 Career — timer/event/interrupt proof after GPIO baseline,16,16,SEM-C8-16-1640,"Week 16 · Career integration: STM32 build/flash/debug, timer, and ADC proofs · required elements: Exact board/MCU/project/clock/pin identity; GPIO firmware plus physical verification; SWD halt/step/breakpoint/register evidence; Timer clock/prescaler/period or interrupt-event proof; ADC reference/channel/resolution/raw-code-to-volts proof; Current/reset/boot/debug early checks; Reproducible fault/configuration/retest evidence"
C8.5,"Use current draw, reset behavior, clock configuration, boot configuration, and debug connectivity as early board bring-up checks.","Use staged evidence—power/current, reset/boot, clock/configuration, debug connectivity, minimal firmware, and I/O—to establish a known-good STM32 bring-up baseline before adding complexity.",REWRITE,Adapted from / informed by,stTraining,STMicroelectronics — STM32 Online Training,https://www.st.com/content/st_com/en/support/learning/stm32-online-training.html,stMooc; tamuESET; armKit,STMicroelectronics — STM32CubeMX and STM32Cube HAL Basics | https://www.st.com/content/st_com/en/support/learning/stm32-moocs/stm32cubemx-and-cubeHhal-basics.html; Texas A&M University — Electronic Systems Engineering Technology (ESET) course descriptions | https://catalog.tamu.edu/undergraduate/course-descriptions/eset/; Arm University Program — Efficient Embedded Systems Education Kit | https://www.arm.com/resources/education/education-kits/efficient-embedded-systems,Rewritten to expose the beginner prerequisite/mental model while preserving the same competency identity and assessment domain.,Alfred sequences the competency inside the shared CETa/Career dependency graph and uses Alfred-specific labs/projects for evidence.,C7 embedded-C/MCU architecture; C3 measurement evidence; CETA-W16 MCU/toolchain concepts,"Week 16 Career — Career integration: STM32 build/flash/debug, timer, and ADC proofs",16,16,SEM-C8-16-1640,"Week 16 · Career integration: STM32 build/flash/debug, timer, and ADC proofs · required elements: Exact board/MCU/project/clock/pin identity; GPIO firmware plus physical verification; SWD halt/step/breakpoint/register evidence; Timer clock/prescaler/period or interrupt-event proof; ADC reference/channel/resolution/raw-code-to-volts proof; Current/reset/boot/debug early checks; Reproducible fault/configuration/retest evidence"
C8.6,"Capture a reproducible STM32 fault with firmware revision, configuration, measurements, and a verified fix.","Capture an STM32 fault reproducibly with board/MCU identity, firmware revision, configuration, measurements/debug evidence, hypothesis, corrective action, and verified retest.",REWRITE,Adapted from / informed by,stTraining,STMicroelectronics — STM32 Online Training,https://www.st.com/content/st_com/en/support/learning/stm32-online-training.html,stMooc; tamuESET; armKit,STMicroelectronics — STM32CubeMX and STM32Cube HAL Basics | https://www.st.com/content/st_com/en/support/learning/stm32-moocs/stm32cubemx-and-cubeHhal-basics.html; Texas A&M University — Electronic Systems Engineering Technology (ESET) course descriptions | https://catalog.tamu.edu/undergraduate/course-descriptions/eset/; Arm University Program — Efficient Embedded Systems Education Kit | https://www.arm.com/resources/education/education-kits/efficient-embedded-systems,Rewritten to expose the beginner prerequisite/mental model while preserving the same competency identity and assessment domain.,Alfred sequences the competency inside the shared CETa/Career dependency graph and uses Alfred-specific labs/projects for evidence.,C7 embedded-C/MCU architecture; C3 measurement evidence; CETA-W16 MCU/toolchain concepts,"Week 16 Career — Career integration: STM32 build/flash/debug, timer, and ADC proofs",16,16,SEM-C8-16-1640,"Week 16 · Career integration: STM32 build/flash/debug, timer, and ADC proofs · required elements: Exact board/MCU/project/clock/pin identity; GPIO firmware plus physical verification; SWD halt/step/breakpoint/register evidence; Timer clock/prescaler/period or interrupt-event proof; ADC reference/channel/resolution/raw-code-to-volts proof; Current/reset/boot/debug early checks; Reproducible fault/configuration/retest evidence"
C8.7,,"After a known-good digital baseline, configure and validate one STM32 ADC channel using a known input while checking reference voltage, channel/pin mode, resolution/sample settings, raw code, engineering-unit conversion, and independent physical measurement.",ADD,Informed by / cross-checked against,stTraining,STMicroelectronics — STM32 Online Training,https://www.st.com/content/st_com/en/support/learning/stm32-online-training.html,armKit,Arm University Program — Efficient Embedded Systems Education Kit | https://www.arm.com/resources/education/education-kits/efficient-embedded-systems,Added because ADC bring-up has a distinct analog/reference/sample/units dependency chain that should not be hidden inside a combined timer/ADC/interrupt standard.,Alfred uses a known DC input and DMM cross-check before any sensor-specific ADC application.,CETA-W16 (MCU and conversion foundations); C8.1–C8.3 (known-good digital baseline); voltage/reference measurement discipline from C3,Week 16 Career — ADC known-input proof after digital baseline,16,16,SEM-C8-16-1640,"Week 16 · Career integration: STM32 build/flash/debug, timer, and ADC proofs · required elements: Exact board/MCU/project/clock/pin identity; GPIO firmware plus physical verification; SWD halt/step/breakpoint/register evidence; Timer clock/prescaler/period or interrupt-event proof; ADC reference/channel/resolution/raw-code-to-volts proof; Current/reset/boot/debug early checks; Reproducible fault/configuration/retest evidence"
C9.1,"Configure UART parameters and diagnose mismatched baud rate, data bits, parity, stop bits, logic level, or crossed TX/RX connections.","Configure UART parameters and diagnose mismatched baud rate, data bits, parity, stop bits, logic level, or crossed TX/RX connections.",KEEP,Informed by,stTraining,STMicroelectronics — STM32 Online Training,https://www.st.com/content/st_com/en/support/learning/stm32-online-training.html,saleae; sparkfunSerial; sparkfunI2C; sparkfunSPI,Saleae — Logic Analyzer Learning and Support | https://support.saleae.com/; SparkFun — Serial Communication | https://learn.sparkfun.com/tutorials/serial-communication/all; SparkFun — I2C | https://learn.sparkfun.com/tutorials/i2c/all; SparkFun — Serial Peripheral Interface (SPI) | https://learn.sparkfun.com/tutorials/serial-peripheral-interface-spi/all,Retained because the existing competency remains appropriately scoped; provenance and prerequisite traceability were added.,Alfred sequences the competency inside the shared CETa/Career dependency graph and uses Alfred-specific labs/projects for evidence.,C8 known-good MCU baseline; CETA-W18 interface signaling; C3 measurement/reference discipline,"Week 18 Career — Career integration: UART, I²C, SPI, datasheets, and protocol captures",18,18,SEM-C9-18-083,"Week 18 · Career integration: UART, I²C, SPI, datasheets, and protocol captures · required elements: UART parameter/level/TX-RX diagnosis; I2C open-drain/pull-up/address/ACK/stuck-bus; SPI clock/data/CS/CPOL/CPHA/word configuration; Logic analyzer correlation; Datasheet register/timing/response extraction; Layered failure classification"
C9.2,"Explain I²C addressing, open-drain signaling, pull-up resistors, START/STOP conditions, ACK/NACK, and common stuck-bus faults.","Explain I²C addressing, open-drain signaling, pull-up resistors, START/STOP conditions, ACK/NACK, and common stuck-bus faults.",KEEP,Informed by,stTraining,STMicroelectronics — STM32 Online Training,https://www.st.com/content/st_com/en/support/learning/stm32-online-training.html,saleae; sparkfunSerial; sparkfunI2C; sparkfunSPI,Saleae — Logic Analyzer Learning and Support | https://support.saleae.com/; SparkFun — Serial Communication | https://learn.sparkfun.com/tutorials/serial-communication/all; SparkFun — I2C | https://learn.sparkfun.com/tutorials/i2c/all; SparkFun — Serial Peripheral Interface (SPI) | https://learn.sparkfun.com/tutorials/serial-peripheral-interface-spi/all,Retained because the existing competency remains appropriately scoped; provenance and prerequisite traceability were added.,Alfred sequences the competency inside the shared CETa/Career dependency graph and uses Alfred-specific labs/projects for evidence.,C8 known-good MCU baseline; CETA-W18 interface signaling; C3 measurement/reference discipline,"Week 18 Career — Career integration: UART, I²C, SPI, datasheets, and protocol captures",18,18,SEM-C9-18-083,"Week 18 · Career integration: UART, I²C, SPI, datasheets, and protocol captures · required elements: UART parameter/level/TX-RX diagnosis; I2C open-drain/pull-up/address/ACK/stuck-bus; SPI clock/data/CS/CPOL/CPHA/word configuration; Logic analyzer correlation; Datasheet register/timing/response extraction; Layered failure classification"
C9.3,"Explain SPI clock, MOSI/MISO, chip select, mode/polarity/phase, word length, and common configuration mismatches.","Explain SPI clock, MOSI/MISO, chip select, mode/polarity/phase, word length, and common configuration mismatches.",KEEP,Informed by,stTraining,STMicroelectronics — STM32 Online Training,https://www.st.com/content/st_com/en/support/learning/stm32-online-training.html,saleae; sparkfunSerial; sparkfunI2C; sparkfunSPI,Saleae — Logic Analyzer Learning and Support | https://support.saleae.com/; SparkFun — Serial Communication | https://learn.sparkfun.com/tutorials/serial-communication/all; SparkFun — I2C | https://learn.sparkfun.com/tutorials/i2c/all; SparkFun — Serial Peripheral Interface (SPI) | https://learn.sparkfun.com/tutorials/serial-peripheral-interface-spi/all,Retained because the existing competency remains appropriately scoped; provenance and prerequisite traceability were added.,Alfred sequences the competency inside the shared CETa/Career dependency graph and uses Alfred-specific labs/projects for evidence.,C8 known-good MCU baseline; CETA-W18 interface signaling; C3 measurement/reference discipline,"Week 18 Career — Career integration: UART, I²C, SPI, datasheets, and protocol captures",18,18,SEM-C9-18-083,"Week 18 · Career integration: UART, I²C, SPI, datasheets, and protocol captures · required elements: UART parameter/level/TX-RX diagnosis; I2C open-drain/pull-up/address/ACK/stuck-bus; SPI clock/data/CS/CPOL/CPHA/word configuration; Logic analyzer correlation; Datasheet register/timing/response extraction; Layered failure classification"
C9.4,"Use a logic analyzer capture to correlate firmware actions with actual UART, I²C, or SPI bus transactions.","Use a logic analyzer capture to correlate firmware actions with actual UART, I²C, or SPI bus transactions.",KEEP,Informed by,stTraining,STMicroelectronics — STM32 Online Training,https://www.st.com/content/st_com/en/support/learning/stm32-online-training.html,saleae; sparkfunSerial; sparkfunI2C; sparkfunSPI,Saleae — Logic Analyzer Learning and Support | https://support.saleae.com/; SparkFun — Serial Communication | https://learn.sparkfun.com/tutorials/serial-communication/all; SparkFun — I2C | https://learn.sparkfun.com/tutorials/i2c/all; SparkFun — Serial Peripheral Interface (SPI) | https://learn.sparkfun.com/tutorials/serial-peripheral-interface-spi/all,Retained because the existing competency remains appropriately scoped; provenance and prerequisite traceability were added.,Alfred sequences the competency inside the shared CETa/Career dependency graph and uses Alfred-specific labs/projects for evidence.,C8 known-good MCU baseline; CETA-W18 interface signaling; C3 measurement/reference discipline,"Week 18 Career — Career integration: UART, I²C, SPI, datasheets, and protocol captures",18,18,SEM-C9-18-083,"Week 18 · Career integration: UART, I²C, SPI, datasheets, and protocol captures · required elements: UART parameter/level/TX-RX diagnosis; I2C open-drain/pull-up/address/ACK/stuck-bus; SPI clock/data/CS/CPOL/CPHA/word configuration; Logic analyzer correlation; Datasheet register/timing/response extraction; Layered failure classification"
C9.5,"Read a sensor/interface datasheet to determine register address, transaction sequence, timing, and expected response.","Read a sensor/interface datasheet to determine register address, transaction sequence, timing, and expected response.",KEEP,Informed by,stTraining,STMicroelectronics — STM32 Online Training,https://www.st.com/content/st_com/en/support/learning/stm32-online-training.html,saleae; sparkfunSerial; sparkfunI2C; sparkfunSPI,Saleae — Logic Analyzer Learning and Support | https://support.saleae.com/; SparkFun — Serial Communication | https://learn.sparkfun.com/tutorials/serial-communication/all; SparkFun — I2C | https://learn.sparkfun.com/tutorials/i2c/all; SparkFun — Serial Peripheral Interface (SPI) | https://learn.sparkfun.com/tutorials/serial-peripheral-interface-spi/all,Retained because the existing competency remains appropriately scoped; provenance and prerequisite traceability were added.,Alfred sequences the competency inside the shared CETa/Career dependency graph and uses Alfred-specific labs/projects for evidence.,C8 known-good MCU baseline; CETA-W18 interface signaling; C3 measurement/reference discipline,"Week 18 Career — Career integration: UART, I²C, SPI, datasheets, and protocol captures",18,18,SEM-C9-18-083,"Week 18 · Career integration: UART, I²C, SPI, datasheets, and protocol captures · required elements: UART parameter/level/TX-RX diagnosis; I2C open-drain/pull-up/address/ACK/stuck-bus; SPI clock/data/CS/CPOL/CPHA/word configuration; Logic analyzer correlation; Datasheet register/timing/response extraction; Layered failure classification"
C9.6,"Diagnose whether an interface failure is most likely firmware configuration, electrical connection, signal integrity, device addressing, or protocol sequencing.","Diagnose whether an interface failure is most likely firmware configuration, electrical connection, signal integrity, device addressing, or protocol sequencing.",KEEP,Informed by,stTraining,STMicroelectronics — STM32 Online Training,https://www.st.com/content/st_com/en/support/learning/stm32-online-training.html,saleae; sparkfunSerial; sparkfunI2C; sparkfunSPI,Saleae — Logic Analyzer Learning and Support | https://support.saleae.com/; SparkFun — Serial Communication | https://learn.sparkfun.com/tutorials/serial-communication/all; SparkFun — I2C | https://learn.sparkfun.com/tutorials/i2c/all; SparkFun — Serial Peripheral Interface (SPI) | https://learn.sparkfun.com/tutorials/serial-peripheral-interface-spi/all,Retained because the existing competency remains appropriately scoped; provenance and prerequisite traceability were added.,Alfred sequences the competency inside the shared CETa/Career dependency graph and uses Alfred-specific labs/projects for evidence.,C8 known-good MCU baseline; CETA-W18 interface signaling; C3 measurement/reference discipline,"Week 18 Career — Career integration: UART, I²C, SPI, datasheets, and protocol captures",18,18,SEM-C9-18-083,"Week 18 · Career integration: UART, I²C, SPI, datasheets, and protocol captures · required elements: UART parameter/level/TX-RX diagnosis; I2C open-drain/pull-up/address/ACK/stuck-bus; SPI clock/data/CS/CPOL/CPHA/word configuration; Logic analyzer correlation; Datasheet register/timing/response extraction; Layered failure classification"
C10.1,"Use Python to open, configure, read from, and write to a serial device with explicit timeouts and error handling.","Use Python to open, configure, read from, and write to a serial device with explicit timeouts and error handling.",KEEP,Informed by,pythonDocs,Python Software Foundation — Python 3 Documentation,https://docs.python.org/3/,pyserial; pytest; onetTech,pySerial project — pySerial Documentation | https://pyserial.readthedocs.io/; pytest project — pytest Documentation | https://docs.pytest.org/; O*NET OnLine / U.S. Department of Labor — Electrical and Electronic Engineering Technologists and Technicians | https://www.onetonline.org/link/summary/17-3023.00,Retained because the existing competency remains appropriately scoped; provenance and prerequisite traceability were added.,Alfred sequences the competency inside the shared CETa/Career dependency graph and uses Alfred-specific labs/projects for evidence.,CAREER-W17-PYTHON-SERIAL; C9 interface/transport evidence; C11 verification limits and evidence discipline,Week 27 Career — Career integration: Python hardware-test automation and data integrity,27,27,SEM-C10-27-084,Week 27 · Career integration: Python hardware-test automation and data integrity · required elements: Serial settings/timeouts/error handling; Structured parsing and malformed/range rejection; Timestamp/unit/device/configuration logging; Explicit PASS/FAIL limits and reason; Trend/drift/noise/outlier summary; Separate setup/stimulus/measure/evaluate/cleanup/report
C10.2,Parse incoming measurements into structured values and reject malformed or out-of-range data safely.,Parse incoming measurements into structured values and reject malformed or out-of-range data safely.,KEEP,Informed by,pythonDocs,Python Software Foundation — Python 3 Documentation,https://docs.python.org/3/,pyserial; pytest; onetTech,pySerial project — pySerial Documentation | https://pyserial.readthedocs.io/; pytest project — pytest Documentation | https://docs.pytest.org/; O*NET OnLine / U.S. Department of Labor — Electrical and Electronic Engineering Technologists and Technicians | https://www.onetonline.org/link/summary/17-3023.00,Retained because the existing competency remains appropriately scoped; provenance and prerequisite traceability were added.,Alfred sequences the competency inside the shared CETa/Career dependency graph and uses Alfred-specific labs/projects for evidence.,CAREER-W17-PYTHON-SERIAL; C9 interface/transport evidence; C11 verification limits and evidence discipline,Week 27 Career — Career integration: Python hardware-test automation and data integrity,27,27,SEM-C10-27-084,Week 27 · Career integration: Python hardware-test automation and data integrity · required elements: Serial settings/timeouts/error handling; Structured parsing and malformed/range rejection; Timestamp/unit/device/configuration logging; Explicit PASS/FAIL limits and reason; Trend/drift/noise/outlier summary; Separate setup/stimulus/measure/evaluate/cleanup/report
C10.3,"Log timestamped test data in a reproducible format that preserves units, device identity, and test conditions.","Log timestamped test data in a reproducible format that preserves units, device identity, and test conditions.",KEEP,Informed by,pythonDocs,Python Software Foundation — Python 3 Documentation,https://docs.python.org/3/,pyserial; pytest; onetTech,pySerial project — pySerial Documentation | https://pyserial.readthedocs.io/; pytest project — pytest Documentation | https://docs.pytest.org/; O*NET OnLine / U.S. Department of Labor — Electrical and Electronic Engineering Technologists and Technicians | https://www.onetonline.org/link/summary/17-3023.00,Retained because the existing competency remains appropriately scoped; provenance and prerequisite traceability were added.,Alfred sequences the competency inside the shared CETa/Career dependency graph and uses Alfred-specific labs/projects for evidence.,CAREER-W17-PYTHON-SERIAL; C9 interface/transport evidence; C11 verification limits and evidence discipline,Week 27 Career — Career integration: Python hardware-test automation and data integrity,27,27,SEM-C10-27-084,Week 27 · Career integration: Python hardware-test automation and data integrity · required elements: Serial settings/timeouts/error handling; Structured parsing and malformed/range rejection; Timestamp/unit/device/configuration logging; Explicit PASS/FAIL limits and reason; Trend/drift/noise/outlier summary; Separate setup/stimulus/measure/evaluate/cleanup/report
C10.4,Write an automated PASS/FAIL check against explicit limits and report why a failure occurred.,Write an automated PASS/FAIL check against explicit limits and report why a failure occurred.,KEEP,Informed by,pythonDocs,Python Software Foundation — Python 3 Documentation,https://docs.python.org/3/,pyserial; pytest; onetTech,pySerial project — pySerial Documentation | https://pyserial.readthedocs.io/; pytest project — pytest Documentation | https://docs.pytest.org/; O*NET OnLine / U.S. Department of Labor — Electrical and Electronic Engineering Technologists and Technicians | https://www.onetonline.org/link/summary/17-3023.00,Retained because the existing competency remains appropriately scoped; provenance and prerequisite traceability were added.,Alfred sequences the competency inside the shared CETa/Career dependency graph and uses Alfred-specific labs/projects for evidence.,CAREER-W17-PYTHON-SERIAL; C9 interface/transport evidence; C11 verification limits and evidence discipline,Week 27 Career — Career integration: Python hardware-test automation and data integrity,27,27,SEM-C10-27-084,Week 27 · Career integration: Python hardware-test automation and data integrity · required elements: Serial settings/timeouts/error handling; Structured parsing and malformed/range rejection; Timestamp/unit/device/configuration logging; Explicit PASS/FAIL limits and reason; Trend/drift/noise/outlier summary; Separate setup/stimulus/measure/evaluate/cleanup/report
C10.5,"Plot or summarize test data to reveal trends, drift, noise, or outliers relevant to a hardware decision.","Plot or summarize test data to reveal trends, drift, noise, or outliers relevant to a hardware decision.",KEEP,Informed by,pythonDocs,Python Software Foundation — Python 3 Documentation,https://docs.python.org/3/,pyserial; pytest; onetTech,pySerial project — pySerial Documentation | https://pyserial.readthedocs.io/; pytest project — pytest Documentation | https://docs.pytest.org/; O*NET OnLine / U.S. Department of Labor — Electrical and Electronic Engineering Technologists and Technicians | https://www.onetonline.org/link/summary/17-3023.00,Retained because the existing competency remains appropriately scoped; provenance and prerequisite traceability were added.,Alfred sequences the competency inside the shared CETa/Career dependency graph and uses Alfred-specific labs/projects for evidence.,CAREER-W17-PYTHON-SERIAL; C9 interface/transport evidence; C11 verification limits and evidence discipline,Week 27 Career — Career integration: Python hardware-test automation and data integrity,27,27,SEM-C10-27-084,Week 27 · Career integration: Python hardware-test automation and data integrity · required elements: Serial settings/timeouts/error handling; Structured parsing and malformed/range rejection; Timestamp/unit/device/configuration logging; Explicit PASS/FAIL limits and reason; Trend/drift/noise/outlier summary; Separate setup/stimulus/measure/evaluate/cleanup/report
C10.6,"Structure a small hardware-test script so setup, stimulus, measurement, evaluation, cleanup, and reporting are separate steps.","Structure a small hardware-test script so setup, stimulus, measurement, evaluation, cleanup, and reporting are separate steps.",KEEP,Informed by,pythonDocs,Python Software Foundation — Python 3 Documentation,https://docs.python.org/3/,pyserial; pytest; onetTech,pySerial project — pySerial Documentation | https://pyserial.readthedocs.io/; pytest project — pytest Documentation | https://docs.pytest.org/; O*NET OnLine / U.S. Department of Labor — Electrical and Electronic Engineering Technologists and Technicians | https://www.onetonline.org/link/summary/17-3023.00,Retained because the existing competency remains appropriately scoped; provenance and prerequisite traceability were added.,Alfred sequences the competency inside the shared CETa/Career dependency graph and uses Alfred-specific labs/projects for evidence.,CAREER-W17-PYTHON-SERIAL; C9 interface/transport evidence; C11 verification limits and evidence discipline,Week 27 Career — Career integration: Python hardware-test automation and data integrity,27,27,SEM-C10-27-084,Week 27 · Career integration: Python hardware-test automation and data integrity · required elements: Serial settings/timeouts/error handling; Structured parsing and malformed/range rejection; Timestamp/unit/device/configuration logging; Explicit PASS/FAIL limits and reason; Trend/drift/noise/outlier summary; Separate setup/stimulus/measure/evaluate/cleanup/report
C11.1,"Translate a requirement into a measurable verification step with setup, stimulus, expected result, tolerance, and evidence.","Translate a requirement into a measurable verification step with setup, stimulus, expected result, tolerance, and evidence.",KEEP,Informed by / cross-checked against,abetETAC,"ABET — Criteria for Accrediting Engineering Technology Programs, 2026–2027",https://www.abet.org/accreditation/accreditation-criteria/criteria-for-accrediting-engineering-technology-programs-2026-2027/,nasaSystems; onetTech,NASA — NASA Systems Engineering Handbook | https://www.nasa.gov/reference/systems-engineering-handbook/; O*NET OnLine / U.S. Department of Labor — Electrical and Electronic Engineering Technologists and Technicians | https://www.onetonline.org/link/summary/17-3023.00,Retained because the existing competency remains appropriately scoped; provenance and prerequisite traceability were added.,Alfred sequences the competency inside the shared CETa/Career dependency graph and uses Alfred-specific labs/projects for evidence.,C3 measurement evidence; C5 troubleshooting/causal reasoning; explicit requirement/expected-result model,"Week 28 Career — Career integration: verification, validation, test design, and traceability",28,28,SEM-C11-28-085,"Week 28 · Career integration: verification, validation, test design, and traceability · required elements: Requirement-to-measurement translation; Differentiate verification/validation/characterization/troubleshooting/production test; Repeatable controlled procedure; Nominal/boundary/fault cases; Pass/fail/inconclusive based on evidence; Requirement-test-result-anomaly-action-retest trace"
C11.2,"Distinguish verification, validation, characterization, troubleshooting, and production test.","Distinguish verification, validation, characterization, troubleshooting, and production test.",KEEP,Informed by / cross-checked against,abetETAC,"ABET — Criteria for Accrediting Engineering Technology Programs, 2026–2027",https://www.abet.org/accreditation/accreditation-criteria/criteria-for-accrediting-engineering-technology-programs-2026-2027/,nasaSystems; onetTech,NASA — NASA Systems Engineering Handbook | https://www.nasa.gov/reference/systems-engineering-handbook/; O*NET OnLine / U.S. Department of Labor — Electrical and Electronic Engineering Technologists and Technicians | https://www.onetonline.org/link/summary/17-3023.00,Retained because the existing competency remains appropriately scoped; provenance and prerequisite traceability were added.,Alfred sequences the competency inside the shared CETa/Career dependency graph and uses Alfred-specific labs/projects for evidence.,C3 measurement evidence; C5 troubleshooting/causal reasoning; explicit requirement/expected-result model,"Week 28 Career — Career integration: verification, validation, test design, and traceability",28,28,SEM-C11-28-085,"Week 28 · Career integration: verification, validation, test design, and traceability · required elements: Requirement-to-measurement translation; Differentiate verification/validation/characterization/troubleshooting/production test; Repeatable controlled procedure; Nominal/boundary/fault cases; Pass/fail/inconclusive based on evidence; Requirement-test-result-anomaly-action-retest trace"
C11.3,Design a repeatable test procedure that controls variables and records enough context for another technician to reproduce it.,Design a repeatable test procedure that controls variables and records enough context for another technician to reproduce it.,KEEP,Informed by / cross-checked against,abetETAC,"ABET — Criteria for Accrediting Engineering Technology Programs, 2026–2027",https://www.abet.org/accreditation/accreditation-criteria/criteria-for-accrediting-engineering-technology-programs-2026-2027/,nasaSystems; onetTech,NASA — NASA Systems Engineering Handbook | https://www.nasa.gov/reference/systems-engineering-handbook/; O*NET OnLine / U.S. Department of Labor — Electrical and Electronic Engineering Technologists and Technicians | https://www.onetonline.org/link/summary/17-3023.00,Retained because the existing competency remains appropriately scoped; provenance and prerequisite traceability were added.,Alfred sequences the competency inside the shared CETa/Career dependency graph and uses Alfred-specific labs/projects for evidence.,C3 measurement evidence; C5 troubleshooting/causal reasoning; explicit requirement/expected-result model,"Week 28 Career — Career integration: verification, validation, test design, and traceability",28,28,SEM-C11-28-085,"Week 28 · Career integration: verification, validation, test design, and traceability · required elements: Requirement-to-measurement translation; Differentiate verification/validation/characterization/troubleshooting/production test; Repeatable controlled procedure; Nominal/boundary/fault cases; Pass/fail/inconclusive based on evidence; Requirement-test-result-anomaly-action-retest trace"
