ID,Previous Standard,Final Standard,Status,Source Relationship,Primary Source ID,Primary Source,Primary Source URL,Secondary Source IDs,Secondary Sources / URLs,Why Relevant,Alfred Adaptation,Prerequisite Standard Codes,Prerequisite Detail,Foundation Teaching Week,Foundation Teaching Section ID,Foundation Teaching Section,First Introduction Week,First Guided-Practice Week,First Application Week,Reinforcement Weeks,Mastery Week,Semantic Evidence Task ID,Associated Question IDs,Associated Lab / Project Evidence,Instructional Home,Traceability Version
C8.3,"Use SWD debugging to halt, step, inspect variables/registers, set breakpoints, and distinguish code-flow problems from hardware problems.","Explain the debug-probe/SWD path and use it to connect, halt, step, set breakpoints, and inspect variables/registers so code-flow faults can be separated from hardware faults.",REWRITE,Adapted from / informed by,stTraining,STM32 Online Training,https://www.st.com/content/st_com/en/support/learning/stm32-online-training.html,armKit,armKit: Efficient Embedded Systems Education Kit — https://www.arm.com/resources/education/education-kits/efficient-embedded-systems,Rewritten to expose the beginner prerequisite/mental model while preserving the same competency identity and assessment domain.,Alfred sequences the competency inside the shared CETa/Career dependency graph and uses Alfred-specific labs/projects for evidence.,,C7 embedded-C/MCU architecture; C3 measurement evidence; CETA-W16 MCU/toolchain concepts,16,career-w16-swd-debugging-lets-you-inspect-execution-state,SWD debugging lets you inspect execution state,16,16,24,24,16,SEM-C8-16-1640,,Required semantic task SEM-C8-16-082; required primary lesson gate; v16.3 integrated lesson checks; Week 16 mastery/teach-back.,Week 16 Career — SWD debugging lets you inspect execution state,16.3.42
C8.4,"Configure and validate a timer, ADC, or interrupt source while checking assumptions about clocks and units.","After a known-good GPIO baseline, configure and validate one STM32 timer/event or interrupt path while checking peripheral clock, prescaler/period, time units, flags, and observable timing evidence.",SPLIT,Adapted from / informed by,stTraining,STM32 Online Training,https://www.st.com/content/st_com/en/support/learning/stm32-online-training.html,stMooc; tamuESET; armKit,stMooc: STM32CubeMX and STM32Cube HAL Basics — https://www.st.com/content/st_com/en/support/learning/stm32-moocs/stm32cubemx-and-cubeHhal-basics.html; tamuESET: Electronic Systems Engineering Technology (ESET) course descriptions — https://catalog.tamu.edu/undergraduate/course-descriptions/eset/; armKit: Efficient Embedded Systems Education Kit — https://www.arm.com/resources/education/education-kits/efficient-embedded-systems,"The prior standard bundled timer, ADC, and interrupt configuration. Timer/event/interrupt timing remains in C8.4; ADC conversion becomes new C8.7 so each skill has a complete teaching and evidence path.",C8.4 is taught only after the Week 16 GPIO/SWD baseline.,,CETA-W16 (MCU/clock architecture); C7.1–C7.6 (embedded C/MCU architecture); C8.1–C8.3 (known-good STM32 GPIO/build/flash/SWD baseline),16,career-w16-after-the-gpio-baseline-add-one-timer-proof,"After the GPIO baseline, add one timer proof",16,16,18,18; 25,16,SEM-C8-16-1640,,Required semantic task SEM-C8-16-082; required primary lesson gate; v16.3 integrated lesson checks; Week 16 mastery/teach-back.,"Week 16 Career — After the GPIO baseline, add one timer proof",16.3.42
C8.5,"Use current draw, reset behavior, clock configuration, boot configuration, and debug connectivity as early board bring-up checks.","Use staged evidence—power/current, reset/boot, clock/configuration, debug connectivity, minimal firmware, and I/O—to establish a known-good STM32 bring-up baseline before adding complexity.",REWRITE,Adapted from / informed by,stTraining,STM32 Online Training,https://www.st.com/content/st_com/en/support/learning/stm32-online-training.html,stMooc; tamuESET; armKit,stMooc: STM32CubeMX and STM32Cube HAL Basics — https://www.st.com/content/st_com/en/support/learning/stm32-moocs/stm32cubemx-and-cubeHhal-basics.html; tamuESET: Electronic Systems Engineering Technology (ESET) course descriptions — https://catalog.tamu.edu/undergraduate/course-descriptions/eset/; armKit: Efficient Embedded Systems Education Kit — https://www.arm.com/resources/education/education-kits/efficient-embedded-systems,Rewritten to expose the beginner prerequisite/mental model while preserving the same competency identity and assessment domain.,Alfred sequences the competency inside the shared CETa/Career dependency graph and uses Alfred-specific labs/projects for evidence.,,C7 embedded-C/MCU architecture; C3 measurement evidence; CETA-W16 MCU/toolchain concepts,16,career-w16-bring-up-is-a-ladder-of-proofs,Bring-up is a ladder of proofs,16,16,24,24,16,SEM-C8-16-1640,CAREER-W16-CHECK-1; CAREER-W16-CHECK-2; CAREER-W16-GATE; CAREER-W23-CHECK-2; CAREER-W24-CHECK-1; CAREER-W24-CHECK-2; CAREER-W24-GATE,Required semantic task SEM-C8-16-082; required primary lesson gate; v16.3 integrated lesson checks; Week 16 mastery/teach-back.,Week 16 Career — Bring-up is a ladder of proofs,16.3.42
C8.6,"Capture a reproducible STM32 fault with firmware revision, configuration, measurements, and a verified fix.","Capture an STM32 fault reproducibly with board/MCU identity, firmware revision, configuration, measurements/debug evidence, hypothesis, corrective action, and verified retest.",REWRITE,Adapted from / informed by,stTraining,STM32 Online Training,https://www.st.com/content/st_com/en/support/learning/stm32-online-training.html,stMooc; tamuESET; armKit,stMooc: STM32CubeMX and STM32Cube HAL Basics — https://www.st.com/content/st_com/en/support/learning/stm32-moocs/stm32cubemx-and-cubeHhal-basics.html; tamuESET: Electronic Systems Engineering Technology (ESET) course descriptions — https://catalog.tamu.edu/undergraduate/course-descriptions/eset/; armKit: Efficient Embedded Systems Education Kit — https://www.arm.com/resources/education/education-kits/efficient-embedded-systems,Rewritten to expose the beginner prerequisite/mental model while preserving the same competency identity and assessment domain.,Alfred sequences the competency inside the shared CETa/Career dependency graph and uses Alfred-specific labs/projects for evidence.,,C7 embedded-C/MCU architecture; C3 measurement evidence; CETA-W16 MCU/toolchain concepts,16,career-w16-career-integration-stm32-bring-up-and-swd-evidence,Career integration: STM32 bring-up and SWD evidence,16,16,24,24; 26,16,SEM-C8-16-1640,,Required semantic task SEM-C8-16-082; required primary lesson gate; v16.3 integrated lesson checks; Week 16 mastery/teach-back.,Week 16 Career — Career integration: STM32 bring-up and SWD evidence,16.3.42
C8.7,,"After a known-good digital baseline, configure and validate one STM32 ADC channel using a known input while checking reference voltage, channel/pin mode, resolution/sample settings, raw code, engineering-unit conversion, and independent physical measurement.",ADD,Informed by / cross-checked against,stTraining,STM32 Online Training,https://www.st.com/content/st_com/en/support/learning/stm32-online-training.html,armKit,armKit: Efficient Embedded Systems Education Kit — https://www.arm.com/resources/education/education-kits/efficient-embedded-systems,Added because ADC bring-up has a distinct analog/reference/sample/units dependency chain that should not be hidden inside a combined timer/ADC/interrupt standard.,Alfred uses a known DC input and DMM cross-check before any sensor-specific ADC application.,,CETA-W16 (MCU and conversion foundations); C8.1–C8.3 (known-good digital baseline); voltage/reference measurement discipline from C3,16,career-w16-then-prove-one-adc-conversion-with-a-known-input,Then prove one ADC conversion with a known input,16,16,16,,16,SEM-C8-16-1640,,Required semantic task SEM-C8-16-1640; v16.3.40 integrated lesson checks; changed-context mastery evidence.,Week 16 Career — Then prove one ADC conversion with a known input,16.3.42
C9.1,"Configure UART parameters and diagnose mismatched baud rate, data bits, parity, stop bits, logic level, or crossed TX/RX connections.","Configure UART parameters and diagnose mismatched baud rate, data bits, parity, stop bits, logic level, or crossed TX/RX connections.",KEEP,Informed by,stTraining,STM32 Online Training,https://www.st.com/content/st_com/en/support/learning/stm32-online-training.html,saleae; sparkfunSerial; sparkfunI2C; sparkfunSPI,saleae: Logic Analyzer Learning and Support — https://support.saleae.com/; sparkfunSerial: Serial Communication — https://learn.sparkfun.com/tutorials/serial-communication/all; sparkfunI2C: I2C — https://learn.sparkfun.com/tutorials/i2c/all; sparkfunSPI: Serial Peripheral Interface (SPI) — https://learn.sparkfun.com/tutorials/serial-peripheral-interface-spi/all,Retained because the existing competency remains appropriately scoped; provenance and prerequisite traceability were added.,Alfred sequences the competency inside the shared CETa/Career dependency graph and uses Alfred-specific labs/projects for evidence.,,C8 known-good MCU baseline; CETA-W18 interface signaling; C3 measurement/reference discipline,17,career-w17-define-the-serial-contract-before-writing-the-client,Define the serial contract before writing the client,17,17,18,18; 27,18,SEM-C9-18-083,,Required semantic task SEM-C9-18-083; required primary lesson gate; v16.3 integrated lesson checks; Week 18 mastery/teach-back.,Week 17 Career — Define the serial contract before writing the client,16.3.42
C9.2,"Explain I²C addressing, open-drain signaling, pull-up resistors, START/STOP conditions, ACK/NACK, and common stuck-bus faults.","Explain I²C addressing, open-drain signaling, pull-up resistors, START/STOP conditions, ACK/NACK, and common stuck-bus faults.",KEEP,Informed by,stTraining,STM32 Online Training,https://www.st.com/content/st_com/en/support/learning/stm32-online-training.html,saleae; sparkfunSerial; sparkfunI2C; sparkfunSPI,saleae: Logic Analyzer Learning and Support — https://support.saleae.com/; sparkfunSerial: Serial Communication — https://learn.sparkfun.com/tutorials/serial-communication/all; sparkfunI2C: I2C — https://learn.sparkfun.com/tutorials/i2c/all; sparkfunSPI: Serial Peripheral Interface (SPI) — https://learn.sparkfun.com/tutorials/serial-peripheral-interface-spi/all,Retained because the existing competency remains appropriately scoped; provenance and prerequisite traceability were added.,Alfred sequences the competency inside the shared CETa/Career dependency graph and uses Alfred-specific labs/projects for evidence.,,C8 known-good MCU baseline; CETA-W18 interface signaling; C3 measurement/reference discipline,18,career-w18-activate-the-ceta-bus-model-and-choose-i2c-as-the-first-complete-path,Activate the CETa bus model and choose I²C as the first complete path,18,18,25,25,18,SEM-C9-18-083,,Required semantic task SEM-C9-18-083; required primary lesson gate; v16.3 integrated lesson checks; Week 18 mastery/teach-back.,Week 18 Career — Activate the CETa bus model and choose I²C as the first complete path,16.3.42
C9.3,"Explain SPI clock, MOSI/MISO, chip select, mode/polarity/phase, word length, and common configuration mismatches.","Explain SPI clock, MOSI/MISO, chip select, mode/polarity/phase, word length, and common configuration mismatches.",KEEP,Informed by,stTraining,STM32 Online Training,https://www.st.com/content/st_com/en/support/learning/stm32-online-training.html,saleae; sparkfunSerial; sparkfunI2C; sparkfunSPI,saleae: Logic Analyzer Learning and Support — https://support.saleae.com/; sparkfunSerial: Serial Communication — https://learn.sparkfun.com/tutorials/serial-communication/all; sparkfunI2C: I2C — https://learn.sparkfun.com/tutorials/i2c/all; sparkfunSPI: Serial Peripheral Interface (SPI) — https://learn.sparkfun.com/tutorials/serial-peripheral-interface-spi/all,Retained because the existing competency remains appropriately scoped; provenance and prerequisite traceability were added.,Alfred sequences the competency inside the shared CETa/Career dependency graph and uses Alfred-specific labs/projects for evidence.,,C8 known-good MCU baseline; CETA-W18 interface signaling; C3 measurement/reference discipline,18,career-w18-only-now-generalize-the-model-to-spi,Only now generalize the model to SPI,18,18,25,25,18,SEM-C9-18-083,,Required semantic task SEM-C9-18-083; required primary lesson gate; v16.3 integrated lesson checks; Week 18 mastery/teach-back.,Week 18 Career — Only now generalize the model to SPI,16.3.42
C9.4,"Use a logic analyzer capture to correlate firmware actions with actual UART, I²C, or SPI bus transactions.","Use a logic analyzer capture to correlate firmware actions with actual UART, I²C, or SPI bus transactions.",KEEP,Informed by,stTraining,STM32 Online Training,https://www.st.com/content/st_com/en/support/learning/stm32-online-training.html,saleae; sparkfunSerial; sparkfunI2C; sparkfunSPI,saleae: Logic Analyzer Learning and Support — https://support.saleae.com/; sparkfunSerial: Serial Communication — https://learn.sparkfun.com/tutorials/serial-communication/all; sparkfunI2C: I2C — https://learn.sparkfun.com/tutorials/i2c/all; sparkfunSPI: Serial Peripheral Interface (SPI) — https://learn.sparkfun.com/tutorials/serial-peripheral-interface-spi/all,Retained because the existing competency remains appropriately scoped; provenance and prerequisite traceability were added.,Alfred sequences the competency inside the shared CETa/Career dependency graph and uses Alfred-specific labs/projects for evidence.,,C8 known-good MCU baseline; CETA-W18 interface signaling; C3 measurement/reference discipline,18,career-w18-learn-the-logic-analyzer-on-that-known-good-i2c-transaction,Learn the logic analyzer on that known-good I²C transaction,18,18,25,25,18,SEM-C9-18-083,,Required semantic task SEM-C9-18-083; required primary lesson gate; v16.3 integrated lesson checks; Week 18 mastery/teach-back.,Week 18 Career — Learn the logic analyzer on that known-good I²C transaction,16.3.42
C9.5,"Read a sensor/interface datasheet to determine register address, transaction sequence, timing, and expected response.","Read a sensor/interface datasheet to determine register address, transaction sequence, timing, and expected response.",KEEP,Informed by,stTraining,STM32 Online Training,https://www.st.com/content/st_com/en/support/learning/stm32-online-training.html,saleae; sparkfunSerial; sparkfunI2C; sparkfunSPI,saleae: Logic Analyzer Learning and Support — https://support.saleae.com/; sparkfunSerial: Serial Communication — https://learn.sparkfun.com/tutorials/serial-communication/all; sparkfunI2C: I2C — https://learn.sparkfun.com/tutorials/i2c/all; sparkfunSPI: Serial Peripheral Interface (SPI) — https://learn.sparkfun.com/tutorials/serial-peripheral-interface-spi/all,Retained because the existing competency remains appropriately scoped; provenance and prerequisite traceability were added.,Alfred sequences the competency inside the shared CETa/Career dependency graph and uses Alfred-specific labs/projects for evidence.,,C8 known-good MCU baseline; CETA-W18 interface signaling; C3 measurement/reference discipline,18,career-w18-translate-one-i2c-datasheet-into-a-wiring-and-transaction-contract,Translate one I²C datasheet into a wiring and transaction contract,18,18,25,25,18,SEM-C9-18-083,CAREER-W18-CHECK-2,Required semantic task SEM-C9-18-083; required primary lesson gate; v16.3 integrated lesson checks; Week 18 mastery/teach-back.,Week 18 Career — Translate one I²C datasheet into a wiring and transaction contract,16.3.42
C9.6,"Diagnose whether an interface failure is most likely firmware configuration, electrical connection, signal integrity, device addressing, or protocol sequencing.","Diagnose whether an interface failure is most likely firmware configuration, electrical connection, signal integrity, device addressing, or protocol sequencing.",KEEP,Informed by,stTraining,STM32 Online Training,https://www.st.com/content/st_com/en/support/learning/stm32-online-training.html,saleae; sparkfunSerial; sparkfunI2C; sparkfunSPI,saleae: Logic Analyzer Learning and Support — https://support.saleae.com/; sparkfunSerial: Serial Communication — https://learn.sparkfun.com/tutorials/serial-communication/all; sparkfunI2C: I2C — https://learn.sparkfun.com/tutorials/i2c/all; sparkfunSPI: Serial Peripheral Interface (SPI) — https://learn.sparkfun.com/tutorials/serial-peripheral-interface-spi/all,Retained because the existing competency remains appropriately scoped; provenance and prerequisite traceability were added.,Alfred sequences the competency inside the shared CETa/Career dependency graph and uses Alfred-specific labs/projects for evidence.,,C8 known-good MCU baseline; CETA-W18 interface signaling; C3 measurement/reference discipline,18,career-w18-we-do-diagnose-an-i2c-address-nack-by-layer,WE DO: diagnose an I²C address NACK by layer,18,18,25,25,18,SEM-C9-18-083,CAREER-W18-CHECK-1; CAREER-W18-GATE; CAREER-W21-CHECK-1; CAREER-W25-CHECK-1,Required semantic task SEM-C9-18-083; required primary lesson gate; v16.3 integrated lesson checks; Week 18 mastery/teach-back.,Week 18 Career — WE DO: diagnose an I²C address NACK by layer,16.3.42
C10.1,"Use Python to open, configure, read from, and write to a serial device with explicit timeouts and error handling.","Use Python to open, configure, read from, and write to a serial device with explicit timeouts and error handling.",KEEP,Informed by,pythonDocs,Python 3 Documentation,https://docs.python.org/3/,pyserial; pytest; onetTech,pyserial: pySerial Documentation — https://pyserial.readthedocs.io/; pytest: pytest Documentation — https://docs.pytest.org/; onetTech: Electrical and Electronic Engineering Technologists and Technicians — https://www.onetonline.org/link/summary/17-3023.00,Retained because the existing competency remains appropriately scoped; provenance and prerequisite traceability were added.,Alfred sequences the competency inside the shared CETa/Career dependency graph and uses Alfred-specific labs/projects for evidence.,,CAREER-W17-PYTHON-SERIAL; C9 interface/transport evidence; C11 verification limits and evidence discipline,17,career-w17-use-pyserial-as-a-visible-port-bytes-message-pipeline,Use pySerial as a visible port → bytes → message pipeline,17,17,27,27,27,SEM-C10-27-084,CAREER-W17-CHECK-1; CAREER-W17-CHECK-2; CAREER-W17-GATE,Required semantic task SEM-C10-27-084; required primary lesson gate; v16.3 integrated lesson checks; Week 27 mastery/teach-back.,Week 17 Career — Use pySerial as a visible port → bytes → message pipeline,16.3.42
C10.2,Parse incoming measurements into structured values and reject malformed or out-of-range data safely.,Parse incoming measurements into structured values and reject malformed or out-of-range data safely.,KEEP,Informed by,pythonDocs,Python 3 Documentation,https://docs.python.org/3/,pyserial; pytest; onetTech,pyserial: pySerial Documentation — https://pyserial.readthedocs.io/; pytest: pytest Documentation — https://docs.pytest.org/; onetTech: Electrical and Electronic Engineering Technologists and Technicians — https://www.onetonline.org/link/summary/17-3023.00,Retained because the existing competency remains appropriately scoped; provenance and prerequisite traceability were added.,Alfred sequences the competency inside the shared CETa/Career dependency graph and uses Alfred-specific labs/projects for evidence.,,CAREER-W17-PYTHON-SERIAL; C9 interface/transport evidence; C11 verification limits and evidence discipline,17,career-w17-parse-and-validate-only-after-a-complete-message-exists,Parse and validate only after a complete message exists,17,17,27,27,27,SEM-C10-27-084,,Required semantic task SEM-C10-27-084; required primary lesson gate; v16.3 integrated lesson checks; Week 27 mastery/teach-back.,Week 17 Career — Parse and validate only after a complete message exists,16.3.42
C10.3,"Log timestamped test data in a reproducible format that preserves units, device identity, and test conditions.","Log timestamped test data in a reproducible format that preserves units, device identity, and test conditions.",KEEP,Informed by,pythonDocs,Python 3 Documentation,https://docs.python.org/3/,pyserial; pytest; onetTech,pyserial: pySerial Documentation — https://pyserial.readthedocs.io/; pytest: pytest Documentation — https://docs.pytest.org/; onetTech: Electrical and Electronic Engineering Technologists and Technicians — https://www.onetonline.org/link/summary/17-3023.00,Retained because the existing competency remains appropriately scoped; provenance and prerequisite traceability were added.,Alfred sequences the competency inside the shared CETa/Career dependency graph and uses Alfred-specific labs/projects for evidence.,,CAREER-W17-PYTHON-SERIAL; C9 interface/transport evidence; C11 verification limits and evidence discipline,17,career-w17-files-turn-results-into-reproducible-evidence,Files turn results into reproducible evidence,17,17,27,27,27,SEM-C10-27-084,,Required semantic task SEM-C10-27-084; required primary lesson gate; v16.3 integrated lesson checks; Week 27 mastery/teach-back.,Week 17 Career — Files turn results into reproducible evidence,16.3.42
C10.4,Write an automated PASS/FAIL check against explicit limits and report why a failure occurred.,Write an automated PASS/FAIL check against explicit limits and report why a failure occurred.,KEEP,Informed by,pythonDocs,Python 3 Documentation,https://docs.python.org/3/,pyserial; pytest; onetTech,pyserial: pySerial Documentation — https://pyserial.readthedocs.io/; pytest: pytest Documentation — https://docs.pytest.org/; onetTech: Electrical and Electronic Engineering Technologists and Technicians — https://www.onetonline.org/link/summary/17-3023.00,Retained because the existing competency remains appropriately scoped; provenance and prerequisite traceability were added.,Alfred sequences the competency inside the shared CETa/Career dependency graph and uses Alfred-specific labs/projects for evidence.,,CAREER-W17-PYTHON-SERIAL; C9 interface/transport evidence; C11 verification limits and evidence discipline,27,career-w27-verdicts-need-explicit-semantics,Verdicts need explicit semantics,27,27,28,28,27,SEM-C10-27-084,CAREER-W27-GATE,Required semantic task SEM-C10-27-084; required primary lesson gate; v16.3 integrated lesson checks; Week 27 mastery/teach-back.,Week 27 Career — Verdicts need explicit semantics,16.3.42
C10.5,"Plot or summarize test data to reveal trends, drift, noise, or outliers relevant to a hardware decision.","Plot or summarize test data to reveal trends, drift, noise, or outliers relevant to a hardware decision.",KEEP,Informed by,pythonDocs,Python 3 Documentation,https://docs.python.org/3/,pyserial; pytest; onetTech,pyserial: pySerial Documentation — https://pyserial.readthedocs.io/; pytest: pytest Documentation — https://docs.pytest.org/; onetTech: Electrical and Electronic Engineering Technologists and Technicians — https://www.onetonline.org/link/summary/17-3023.00,Retained because the existing competency remains appropriately scoped; provenance and prerequisite traceability were added.,Alfred sequences the competency inside the shared CETa/Career dependency graph and uses Alfred-specific labs/projects for evidence.,,CAREER-W17-PYTHON-SERIAL; C9 interface/transport evidence; C11 verification limits and evidence discipline,27,career-w27-summaries-and-plots-answer-a-hardware-question,Summaries and plots answer a hardware question,27,27,27,,27,SEM-C10-27-084,,Required semantic task SEM-C10-27-084; required primary lesson gate; v16.3 integrated lesson checks; Week 27 mastery/teach-back.,Week 27 Career — Summaries and plots answer a hardware question,16.3.42
C10.6,"Structure a small hardware-test script so setup, stimulus, measurement, evaluation, cleanup, and reporting are separate steps.","Structure a small hardware-test script so setup, stimulus, measurement, evaluation, cleanup, and reporting are separate steps.",KEEP,Informed by,pythonDocs,Python 3 Documentation,https://docs.python.org/3/,pyserial; pytest; onetTech,pyserial: pySerial Documentation — https://pyserial.readthedocs.io/; pytest: pytest Documentation — https://docs.pytest.org/; onetTech: Electrical and Electronic Engineering Technologists and Technicians — https://www.onetonline.org/link/summary/17-3023.00,Retained because the existing competency remains appropriately scoped; provenance and prerequisite traceability were added.,Alfred sequences the competency inside the shared CETa/Career dependency graph and uses Alfred-specific labs/projects for evidence.,,CAREER-W17-PYTHON-SERIAL; C9 interface/transport evidence; C11 verification limits and evidence discipline,27,career-w27-a-test-case-has-setup-stimulus-acquisition-evaluation-cleanup-and-report,"A test case has setup, stimulus, acquisition, evaluation, cleanup, and report stages",27,27,27,,27,SEM-C10-27-084,,Required semantic task SEM-C10-27-084; required primary lesson gate; v16.3 integrated lesson checks; Week 27 mastery/teach-back.,"Week 27 Career — A test case has setup, stimulus, acquisition, evaluation, cleanup, and report stages",16.3.42
C11.1,"Translate a requirement into a measurable verification step with setup, stimulus, expected result, tolerance, and evidence.","Translate a requirement into a measurable verification step with setup, stimulus, expected result, tolerance, and evidence.",KEEP,Informed by / cross-checked against,abetETAC,"Criteria for Accrediting Engineering Technology Programs, 2026–2027",https://www.abet.org/accreditation/accreditation-criteria/criteria-for-accrediting-engineering-technology-programs-2026-2027/,nasaSystems; onetTech,nasaSystems: NASA Systems Engineering Handbook — https://www.nasa.gov/reference/systems-engineering-handbook/; onetTech: Electrical and Electronic Engineering Technologists and Technicians — https://www.onetonline.org/link/summary/17-3023.00,Retained because the existing competency remains appropriately scoped; provenance and prerequisite traceability were added.,Alfred sequences the competency inside the shared CETa/Career dependency graph and uses Alfred-specific labs/projects for evidence.,,C3 measurement evidence; C5 troubleshooting/causal reasoning; explicit requirement/expected-result model,22,career-w22-a-requirement-describes-observable-behavior-and-conditions,A requirement describes observable behavior and conditions,22,22,23,23; 25; 27; 28,28,SEM-C11-28-085,CAREER-W22-CHECK-1; CAREER-W22-GATE,Required semantic task SEM-C11-28-085; required primary lesson gate; v16.3 integrated lesson checks; Week 28 mastery/teach-back.,Week 22 Career — A requirement describes observable behavior and conditions,16.3.42
C11.2,"Distinguish verification, validation, characterization, troubleshooting, and production test.","Distinguish verification, validation, characterization, troubleshooting, and production test.",KEEP,Informed by / cross-checked against,abetETAC,"Criteria for Accrediting Engineering Technology Programs, 2026–2027",https://www.abet.org/accreditation/accreditation-criteria/criteria-for-accrediting-engineering-technology-programs-2026-2027/,nasaSystems; onetTech,nasaSystems: NASA Systems Engineering Handbook — https://www.nasa.gov/reference/systems-engineering-handbook/; onetTech: Electrical and Electronic Engineering Technologists and Technicians — https://www.onetonline.org/link/summary/17-3023.00,Retained because the existing competency remains appropriately scoped; provenance and prerequisite traceability were added.,Alfred sequences the competency inside the shared CETa/Career dependency graph and uses Alfred-specific labs/projects for evidence.,,C3 measurement evidence; C5 troubleshooting/causal reasoning; explicit requirement/expected-result model,22,career-w22-verification-asks-whether-it-meets-the-requirement,Verification asks whether it meets the requirement,20,22,28,28,28,SEM-C11-28-085,CAREER-W20-CHECK-2; CAREER-W20-GATE,Required semantic task SEM-C11-28-085; required primary lesson gate; v16.3 integrated lesson checks; Week 28 mastery/teach-back.,Week 22 Career — Verification asks whether it meets the requirement,16.3.42
C11.3,Design a repeatable test procedure that controls variables and records enough context for another technician to reproduce it.,Design a repeatable test procedure that controls variables and records enough context for another technician to reproduce it.,KEEP,Informed by / cross-checked against,abetETAC,"Criteria for Accrediting Engineering Technology Programs, 2026–2027",https://www.abet.org/accreditation/accreditation-criteria/criteria-for-accrediting-engineering-technology-programs-2026-2027/,nasaSystems; onetTech,nasaSystems: NASA Systems Engineering Handbook — https://www.nasa.gov/reference/systems-engineering-handbook/; onetTech: Electrical and Electronic Engineering Technologists and Technicians — https://www.onetonline.org/link/summary/17-3023.00,Retained because the existing competency remains appropriately scoped; provenance and prerequisite traceability were added.,Alfred sequences the competency inside the shared CETa/Career dependency graph and uses Alfred-specific labs/projects for evidence.,,C3 measurement evidence; C5 troubleshooting/causal reasoning; explicit requirement/expected-result model,22,career-w22-verification-asks-whether-it-meets-the-requirement,Verification asks whether it meets the requirement,22,22,23,23; 24; 25; 27; 28,28,SEM-C11-28-085,,Required semantic task SEM-C11-28-085; required primary lesson gate; v16.3 integrated lesson checks; Week 28 mastery/teach-back.,Week 22 Career — Verification asks whether it meets the requirement,16.3.42
C11.4,"Use boundary, nominal, and fault conditions to expose weaknesses that a single happy-path test would miss.","Use boundary, nominal, and fault conditions to expose weaknesses that a single happy-path test would miss.",KEEP,Informed by / cross-checked against,abetETAC,"Criteria for Accrediting Engineering Technology Programs, 2026–2027",https://www.abet.org/accreditation/accreditation-criteria/criteria-for-accrediting-engineering-technology-programs-2026-2027/,nasaSystems; onetTech,nasaSystems: NASA Systems Engineering Handbook — https://www.nasa.gov/reference/systems-engineering-handbook/; onetTech: Electrical and Electronic Engineering Technologists and Technicians — https://www.onetonline.org/link/summary/17-3023.00,Retained because the existing competency remains appropriately scoped; provenance and prerequisite traceability were added.,Alfred sequences the competency inside the shared CETa/Career dependency graph and uses Alfred-specific labs/projects for evidence.,,C3 measurement evidence; C5 troubleshooting/causal reasoning; explicit requirement/expected-result model,27,career-w27-boundary-and-fault-cases-prove-more-than-the-happy-path,Boundary and fault cases prove more than the happy path,25,27,28,28,28,SEM-C11-28-085,CAREER-W25-GATE; CAREER-W27-CHECK-2,Required semantic task SEM-C11-28-085; required primary lesson gate; v16.3 integrated lesson checks; Week 28 mastery/teach-back.,Week 27 Career — Boundary and fault cases prove more than the happy path,16.3.42
C11.5,"Interpret test results against requirements and identify whether the result is pass, fail, inconclusive, or requires additional data.","Interpret test results against requirements and identify whether the result is pass, fail, inconclusive, or requires additional data.",KEEP,Informed by / cross-checked against,abetETAC,"Criteria for Accrediting Engineering Technology Programs, 2026–2027",https://www.abet.org/accreditation/accreditation-criteria/criteria-for-accrediting-engineering-technology-programs-2026-2027/,nasaSystems; onetTech,nasaSystems: NASA Systems Engineering Handbook — https://www.nasa.gov/reference/systems-engineering-handbook/; onetTech: Electrical and Electronic Engineering Technologists and Technicians — https://www.onetonline.org/link/summary/17-3023.00,Retained because the existing competency remains appropriately scoped; provenance and prerequisite traceability were added.,Alfred sequences the competency inside the shared CETa/Career dependency graph and uses Alfred-specific labs/projects for evidence.,,C3 measurement evidence; C5 troubleshooting/causal reasoning; explicit requirement/expected-result model,27,career-w27-verdicts-need-explicit-semantics,Verdicts need explicit semantics,27,27,28,28,28,SEM-C11-28-085,CAREER-W27-CHECK-1,Required semantic task SEM-C11-28-085; required primary lesson gate; v16.3 integrated lesson checks; Week 28 mastery/teach-back.,Week 27 Career — Verdicts need explicit semantics,16.3.42
C11.6,"Maintain traceability between requirement, test case, result, anomaly, corrective action, and retest evidence.","Maintain traceability between requirement, test case, result, anomaly, corrective action, and retest evidence.",KEEP,Informed by / cross-checked against,abetETAC,"Criteria for Accrediting Engineering Technology Programs, 2026–2027",https://www.abet.org/accreditation/accreditation-criteria/criteria-for-accrediting-engineering-technology-programs-2026-2027/,nasaSystems; onetTech,nasaSystems: NASA Systems Engineering Handbook — https://www.nasa.gov/reference/systems-engineering-handbook/; onetTech: Electrical and Electronic Engineering Technologists and Technicians — https://www.onetonline.org/link/summary/17-3023.00,Retained because the existing competency remains appropriately scoped; provenance and prerequisite traceability were added.,Alfred sequences the competency inside the shared CETa/Career dependency graph and uses Alfred-specific labs/projects for evidence.,,C3 measurement evidence; C5 troubleshooting/causal reasoning; explicit requirement/expected-result model,22,career-w22-traceability-controls-scope,Traceability controls scope,22,22,23,23; 27; 28,28,SEM-C11-28-085,CAREER-W22-CHECK-2,Required semantic task SEM-C11-28-085; required primary lesson gate; v16.3 integrated lesson checks; Week 28 mastery/teach-back.,Week 22 Career — Traceability controls scope,16.3.42
