Assignment Week,Source ID,Canonical Source ID,Title,Provider,Resource Type,Original Role,Disposition,Instructional Week,Lesson,Section ID,Section Label,Relationship,Requirement,Inline,Exact Backlink,Context Framing,Post-Resource Action,Duplicate Status,Final Audit Result,Reason
12,nasaCrewElectronicsRepair,nasaCrewElectronicsRepair,NASA/TM-2011-216933 — Electronics Repair Training for Spaceflight Crews,NASA,Government electronics-repair training manual,Required · Solder process/safety training,RETAINED + INTEGRATED,12,CETa,concept-4,"Solder safety, fumes, splatter, flux, and alloy choice",Taught in,required,YES,learn.html?week=12&stage=ceta-lesson&lesson=0&section=concept-4&from=media&mediaWeek=12&media=nasaCrewElectronicsRepair,PASS — use/watch guidance present,"After using this resource, be able to explain or apply: Treat solder alloy/flux/process as controlled variables; identify contamination, overheating and poor wetting risks before rework.",Unique canonical source,PASS,Existing Teaching Media assignment reconciled to the strongest current instructional section.
12,nasaESD,nasaESD,NASA-HDBK-8739.21 — ESD Control,NASA,Government workmanship handbook,Required · ESD instruction/reference,RETAINED + INTEGRATED,12,CETa,concept-10,ESD control is specific to the work state,Taught in,required,YES,learn.html?week=12&stage=ceta-lesson&lesson=0&section=concept-10&from=media&mediaWeek=12&media=nasaESD,PASS — use/watch guidance present,"After using this reference, be able to locate, explain, or apply: Keep ESD device protection distinct from shock/energy safety.",Unique canonical source,PASS,Existing Teaching Media assignment reconciled to the strongest current instructional section.
12,nasaHarness,nasaHarness,"NASA-STD-8739.4 — Crimping, Cables, Harnesses, and Wiring",NASA,Government workmanship standard,Path-specific · Workmanship reference,RETAINED + INTEGRATED,12,Career,career-w12-career-integration-solder-rework-workmanship-and-harness-evidence,Career integration: solder/rework workmanship and harness evidence,Used in,supporting,YES,learn.html?week=12&stage=career-lesson&lesson=1&section=career-w12-career-integration-solder-rework-workmanship-and-harness-evidence&from=media&mediaWeek=12&media=nasaHarness,PASS — use/watch guidance present,"After using this reference, be able to locate, explain, or apply: State objective accept/rework/escalate evidence.",Unique canonical source,PASS,Existing Teaching Media assignment reconciled to the strongest current instructional section.
12,neetsSolderingWiring,neetsSolderingWiring,"NEETS Module 4 — Introduction to Electrical Conductors, Wiring Techniques, and Schematic Reading",U.S. Navy Electricity and Electronics Training Series / Historic Naval Ships Association,Technician self-study manual,Required · Heat-shunt and soldering fundamentals reference,RETAINED + INTEGRATED,12,CETa,concept-5,"Heat shunts, cold joints, and good mechanical/electrical connections",Used in,required,YES,learn.html?week=12&stage=ceta-lesson&lesson=0&section=concept-5&from=media&mediaWeek=12&media=neetsSolderingWiring,PASS — use/watch guidance present,"After using this reference, be able to locate, explain, or apply: Place thermal protection between the joint and heat-sensitive part when required and minimize dwell rather than compensating with excessive heat.",Unique canonical source,PASS,Existing Teaching Media assignment reconciled to the strongest current instructional section.
12,paceBgaTutorial,paceBgaTutorial,Official IR 3000 Tutorial — Install and Remove BGA and SMC,PACE Worldwide,Professional rework video tutorial,Required · BGA/SMT rework process video,RETAINED + INTEGRATED,12,CETa,concept-6,SMT/BGA handling and PCB pad/trace/PTH repair boundaries,Used in,required,YES,learn.html?week=12&stage=ceta-lesson&lesson=0&section=concept-6&from=media&mediaWeek=12&media=paceBgaTutorial,PASS — use/watch guidance present,"After watching, be able to explain or demonstrate: Recognize why BGA rework requires dedicated thermal/profile/alignment equipment and should not be attempted as casual hand rework.",Unique canonical source,PASS,Existing Teaching Media assignment reconciled to the strongest current instructional section.
12,paceThermoBondCitKit,paceThermoBondCitKit,"ThermoBond Cir-Kit — Land, Pad, and Trace Repair Procedures",PACE Worldwide,Professional PCB repair procedure manual,Required · Pad/land/trace repair procedure reference,RETAINED + INTEGRATED,12,CETa,concept-6,SMT/BGA handling and PCB pad/trace/PTH repair boundaries,Used in,required,YES,learn.html?week=12&stage=ceta-lesson&lesson=0&section=concept-6&from=media&mediaWeek=12&media=paceThermoBondCitKit,PASS — use/watch guidance present,"After using this reference, be able to locate, explain, or apply: Distinguish conductor repair from pad/land replacement and preserve geometry/adhesion/clearance before electrical verification.",Unique canonical source,PASS,Existing Teaching Media assignment reconciled to the strongest current instructional section.
13,aacSystemNotations,aacSystemNotations,System Notations,North Seattle Community College / All About Circuits,College video lecture with transcript,Required · Diagram-type teaching,RETAINED + INTEGRATED,13,CETa,concept-1,Each drawing answers a different question,Taught in,required,YES,learn.html?week=13&stage=ceta-lesson&lesson=0&section=concept-1&from=media&mediaWeek=13&media=aacSystemNotations,PASS — use/watch guidance present,"After watching, be able to explain or demonstrate: Never infer physical placement from schematic drawing position; use labels/nets/reference designators.",Canonical member of duplicate URL family,PASS,Existing Teaching Media assignment reconciled to the strongest current instructional section.
13,digiKeyDatasheet,digiKeyDatasheet,How To Read A Datasheet — Electronics with Becky Stern,DigiKey Electronics,Industry instructional video,Required · Datasheet-reading video,RETAINED + INTEGRATED,13,CETa,concept-3,A datasheet is conditional evidence,Demonstrated in,required,YES,learn.html?week=13&stage=ceta-lesson&lesson=0&section=concept-3&from=media&mediaWeek=13&media=digiKeyDatasheet,PASS — use/watch guidance present,"After watching, be able to explain or demonstrate: Cite the exact table/condition supporting each expected test value.",Unique canonical source,PASS,Existing Teaching Media assignment reconciled to the strongest current instructional section.
13,digiKeySchematics,digiKeySchematics,How to Read a Schematic — Another Teaching Moment,DigiKey Electronics,Industry instructional video,Required · Schematic-reading video,RETAINED + INTEGRATED,13,CETa,concept-2,Read from rails and references into functional blocks,Demonstrated in,required,YES,learn.html?week=13&stage=ceta-lesson&lesson=0&section=concept-2&from=media&mediaWeek=13&media=digiKeySchematics,PASS — use/watch guidance present,"After watching, be able to explain or demonstrate: Trace electrical relationships across page/net labels rather than by visual proximity.",Unique canonical source,PASS,Existing Teaching Media assignment reconciled to the strongest current instructional section.
13,nscTroubleshooting,nscTroubleshooting,Elements of System Level Troubleshooting,North Seattle Community College / All About Circuits,College video lecture,Required · System troubleshooting lecture,RETAINED + INTEGRATED,13,Career,career-w13-build-a-fault-model-before-probing,Build a fault model before probing,Demonstrated in,required,YES,learn.html?week=13&stage=career-lesson&lesson=1&section=career-w13-build-a-fault-model-before-probing&from=media&mediaWeek=13&media=nscTroubleshooting,PASS — use/watch guidance present,"After watching, be able to explain or demonstrate: Every measurement must compare to an expected-good value and eliminate one or more hypotheses.",Unique canonical source,PASS,Existing Teaching Media assignment reconciled to the strongest current instructional section.
13,oshaBranchCircuitAwareness,oshaBranchCircuitAwareness,"OSHA Subpart S Electrical eTool — Conductors, Polarity, Branch Circuits, and Grounding",U.S. Occupational Safety and Health Administration,Government electrical-safety and wiring-awareness training,Required · Building-wiring awareness/reference,RETAINED + INTEGRATED,13,CETa,concept-6,Building wiring awareness and flowcharts,Used in,required,YES,learn.html?week=13&stage=ceta-lesson&lesson=0&section=concept-6&from=media&mediaWeek=13&media=oshaBranchCircuitAwareness,PASS — use/watch guidance present,"After using this reference, be able to locate, explain, or apply: Recognize hot/grounded/grounding functions and why polarity/grounding errors are hazardous; do not convert this awareness into authorization to perform premises wiring.",Unique canonical source,PASS,Existing Teaching Media assignment reconciled to the strongest current instructional section.
13,siemensProcessFlowcharts,siemensProcessFlowcharts,"Siemens SCE Process Automation — Flowcharts, Control Flowcharts, Process Flowcharts, and P&IDs",Siemens Automation Cooperates with Education (SCE),University-oriented process-automation training module,Required · Process/control diagram teaching,RETAINED + INTEGRATED,13,CETa,concept-6,Building wiring awareness and flowcharts,Taught in,required,YES,learn.html?week=13&stage=ceta-lesson&lesson=0&section=concept-6&from=media&mediaWeek=13&media=siemensProcessFlowcharts,PASS — use/watch guidance present,"After using this resource, be able to explain or apply: Identify what each diagram type is intended to communicate and trace flow direction/functional relationships without assuming it shows physical placement.",Unique canonical source,PASS,Existing Teaching Media assignment reconciled to the strongest current instructional section.
13,tiBoardTroubleshooting,tiBoardTroubleshooting,Board Level Troubleshooting,Texas Instruments,Manufacturer troubleshooting video,Required · Industry root-cause example,RETAINED + INTEGRATED,13,Career,career-w13-choose-a-high-information-test,Choose a high-information test,Demonstrated in,required,YES,learn.html?week=13&stage=career-lesson&lesson=1&section=career-w13-choose-a-high-information-test&from=media&mediaWeek=13&media=tiBoardTroubleshooting,PASS — use/watch guidance present,"After watching, be able to explain or demonstrate: Do not blame a component until board conditions, parasitics/cleanliness and controlled swap evidence support it.",Unique canonical source,PASS,Existing Teaching Media assignment reconciled to the strongest current instructional section.
14,aacComputerHardware,aacComputerHardware,"Computer Hardware — Processor, Memory, Controllers, Buses, and Peripherals",North Seattle Community College / All About Circuits,College video lecture with transcript,Required · Computer/peripheral block teaching,RETAINED + INTEGRATED,14,CETa,concept-4,"Computer architecture, CPU blocks, memory, block diagrams, and flowcharts",Used in,required,YES,learn.html?week=14&stage=ceta-lesson&lesson=0&section=concept-4&from=media&mediaWeek=14&media=aacComputerHardware,PASS — use/watch guidance present,"After watching, be able to explain or demonstrate: Trace a peripheral transaction as CPU/memory/controller/bus/device behavior instead of treating a computer as one opaque box.",Unique canonical source,PASS,Existing Teaching Media assignment reconciled to the strongest current instructional section.
14,aacMicroprocessorBusNetworks,aacMicroprocessorBusNetworks,"Microprocessor Bus Networks — Address, Data, and Control Buses",North Seattle Community College / All About Circuits,College video lecture with transcript,Required · Interface-card/bus concept teaching,RETAINED + INTEGRATED,14,CETa,concept-6,Peripherals and interface devices/cards,Used in,required,YES,learn.html?week=14&stage=ceta-lesson&lesson=0&section=concept-6&from=media&mediaWeek=14&media=aacMicroprocessorBusNetworks,PASS — use/watch guidance present,"After watching, be able to explain or demonstrate: Separate address selection, data transfer and control/handshake functions when tracing an interface fault.",Unique canonical source,PASS,Existing Teaching Media assignment reconciled to the strongest current instructional section.
14,automationDirectPlcScan,automationDirectPlcScan,"PLC Program Structure — Main Scan, Subroutines, and Interrupts",AutomationDirect,Manufacturer PLC training video with transcript,Required · Scan-cycle and program-structure video,RETAINED + INTEGRATED,14,CETa,concept-5,"PLC purpose, scan cycle, programming concepts, and languages",Demonstrated in,required,YES,learn.html?week=14&stage=ceta-lesson&lesson=0&section=concept-5&from=media&mediaWeek=14&media=automationDirectPlcScan,PASS — use/watch guidance present,"After watching, be able to explain or demonstrate: Explain why normal logic is scan-based, why scan time matters and when an interrupt is used for an event that cannot wait for the ordinary scan.",Unique canonical source,PASS,Existing Teaching Media assignment reconciled to the strongest current instructional section.
14,beejC,beejC,Beej's Guide to C Programming,Brian Hall / open textbook,Open C textbook,Required · Language reference,RETAINED + INTEGRATED,14,Career,career-w14-career-integration-c-programming-as-testable-technical-work,Career integration: C programming as testable technical work,Used in,required,YES,learn.html?week=14&stage=career-lesson&lesson=1&section=career-w14-career-integration-c-programming-as-testable-technical-work&from=media&mediaWeek=14&media=beejC,PASS — use/watch guidance present,"After using this reference, be able to locate, explain, or apply: Look up a rule only when needed, then apply it in compiled/tested code.",Unique canonical source,PASS,Existing Teaching Media assignment reconciled to the strongest current instructional section.
14,cs50C,cs50C,CS50x Week 4 — Memory and Pointers,Harvard University,University course notes and video,Required · Memory/pointer follow-on,RETAINED + INTEGRATED,14,Career,career-w14-addresses-and-pointers-make-memory-locations-explicit,Addresses and pointers make memory locations explicit,Used in,required,YES,learn.html?week=14&stage=career-lesson&lesson=1&section=career-w14-addresses-and-pointers-make-memory-locations-explicit&from=media&mediaWeek=14&media=cs50C,PASS — use/watch guidance present,"After watching, be able to explain or demonstrate: Draw memory/address relationships and explain segmentation/buffer failures.",Unique canonical source,PASS,Existing Teaching Media assignment reconciled to the strongest current instructional section.
14,cs50Week1C2026,cs50Week1C2026,CS50x 2026 — Week 1 C,Harvard University,"University lecture, notes, transcript, and video",Required · C foundation,RETAINED + INTEGRATED,14,Career,career-w14-a-c-program-is-source-text-that-must-be-translated-before-it-runs,A C program is source text that must be translated before it runs,Taught in,required,YES,learn.html?week=14&stage=career-lesson&lesson=1&section=career-w14-a-c-program-is-source-text-that-must-be-translated-before-it-runs&from=media&mediaWeek=14&media=cs50Week1C2026,PASS — use/watch guidance present,"After watching, be able to explain or demonstrate: Compile frequently and treat compiler diagnostics as evidence, not noise.",Unique canonical source,PASS,Existing Teaching Media assignment reconciled to the strongest current instructional section.
14,mitAssemblyArchitecture,mitAssemblyArchitecture,Lecture 4 — Assembly Language & Computer Architecture,MIT OpenCourseWare,University lecture video with transcript,Required · Computer-architecture lecture,RETAINED + INTEGRATED,14,CETa,concept-1,"A computer repeatedly moves, transforms, and stores information",Taught in,required,YES,learn.html?week=14&stage=ceta-lesson&lesson=0&section=concept-1&from=media&mediaWeek=14&media=mitAssemblyArchitecture,PASS — use/watch guidance present,"After watching, be able to explain or demonstrate: Connect instructions to registers, memory and actual hardware execution rather than treating C as an abstract language.",Unique canonical source,PASS,Existing Teaching Media assignment reconciled to the strongest current instructional section.
14,plcopen61131Languages,plcopen61131Languages,"IEC 61131-3 Programming Languages — LD, FBD, ST, and SFC",PLCopen / IEC 61131-3,Industrial-control programming standard overview,Required · PLC programming-language framework,RETAINED + INTEGRATED,14,CETa,concept-5,"PLC purpose, scan cycle, programming concepts, and languages",Used in,required,YES,learn.html?week=14&stage=ceta-lesson&lesson=0&section=concept-5&from=media&mediaWeek=14&media=plcopen61131Languages,PASS — use/watch guidance present,"After using this reference, be able to locate, explain, or apply: Recognize equivalent control intent across graphical/textual representations and avoid treating one vendor editor as the definition of PLC programming.",Unique canonical source,PASS,Existing Teaching Media assignment reconciled to the strongest current instructional section.
14,siemensScePlcCourses,siemensScePlcCourses,SCE PLC Courses — SIMATIC S7 and TIA Portal,Siemens Automation Cooperates with Education (SCE),Current curriculum-oriented PLC training pathway,Required · PLC foundation pathway,RETAINED + INTEGRATED,14,CETa,concept-5,"PLC purpose, scan cycle, programming concepts, and languages",Taught in,required,YES,learn.html?week=14&stage=ceta-lesson&lesson=0&section=concept-5&from=media&mediaWeek=14&media=siemensScePlcCourses,PASS — use/watch guidance present,"After using this resource, be able to explain or apply: Keep PLC hardware/I-O, engineering software and the user control program conceptually separate.",Unique canonical source,PASS,Existing Teaching Media assignment reconciled to the strongest current instructional section.
15,aacSequentialLogic,aacSequentialLogic,Sequential Logic,North Seattle Community College / All About Circuits,College video lecture with transcript,Required · State foundation,RETAINED + INTEGRATED,15,CETa,concept-3,A state machine makes history explicit,Review of,required,YES,learn.html?week=15&stage=ceta-lesson&lesson=0&section=concept-3&from=media&mediaWeek=15&media=aacSequentialLogic,PASS — use/watch guidance present,"After watching, be able to explain or demonstrate: Write state and transition conditions explicitly before coding.",Unique canonical source,PASS,Existing Teaching Media assignment reconciled to the strongest current instructional section.
15,armEmbedded,armEmbedded,Embedded C Programming with Arm Cortex-M,Arm,Vendor-validated video course,Required · Embedded C/machine-level course,RETAINED + INTEGRATED,15,Career,career-w15-map-c-onto-a-microcontroller-before-adding-concurrency,Map C onto a microcontroller before adding concurrency,Taught in,required,YES,learn.html?week=15&stage=career-lesson&lesson=1&section=career-w15-map-c-onto-a-microcontroller-before-adding-concurrency&from=media&mediaWeek=15&media=armEmbedded,PASS — use/watch guidance present,"After watching, be able to explain or demonstrate: Connect every register operation to the machine/register/memory effect visible in the debugger.",Unique canonical source,PASS,Existing Teaching Media assignment reconciled to the strongest current instructional section.
15,microchipAsyncDrivers,microchipAsyncDrivers,Asynchronous vs. Synchronous Drivers — Non-Blocking Bare-Metal State Machines,Microchip Technology,Manufacturer embedded architecture guidance,Required · Nonblocking state-machine design guidance,RETAINED + INTEGRATED,15,Career,career-w15-state-machines-make-behavior-explicit,State machines make behavior explicit,Taught in,required,YES,learn.html?week=15&stage=career-lesson&lesson=1&section=career-w15-state-machines-make-behavior-explicit&from=media&mediaWeek=15&media=microchipAsyncDrivers,PASS — use/watch guidance present,"After using this resource, be able to explain or apply: Break long/external waits into smaller state-driven tasks that return promptly and make forward progress on later loop passes.",Unique canonical source,PASS,Existing Teaching Media assignment reconciled to the strongest current instructional section.
15,microchipDesignPatterns,microchipDesignPatterns,"MCC Melody Design Patterns — Polling, Interrupt/Callback, and State-Machine Control",Microchip Technology,Manufacturer embedded design-pattern tutorial,Required · Embedded control-flow architecture,RETAINED + INTEGRATED,15,CETa,concept-3,A state machine makes history explicit,Taught in,required,YES,learn.html?week=15&stage=ceta-lesson&lesson=0&section=concept-3&from=media&mediaWeek=15&media=microchipDesignPatterns,PASS — use/watch guidance present,"After using this resource, be able to explain or apply: Define states, events/conditions and transitions before coding; keep interrupt work short and move longer behavior into normal application tasks/state handling.",Unique canonical source,PASS,Existing Teaching Media assignment reconciled to the strongest current instructional section.
15,microchipNonblockingTick,microchipNonblockingTick,Tick Interface Using Timer Interrupts — Non-Blocking Delays,Microchip Developer Help,Current 2026 hands-on embedded lab,Required · Timer/interrupt nonblocking lab example,RETAINED + INTEGRATED,15,Career,career-w15-blocking-code-prevents-other-work-from-happening,Blocking code prevents other work from happening,Lab preparation for,required,YES,learn.html?week=15&stage=career-lesson&lesson=1&section=career-w15-blocking-code-prevents-other-work-from-happening&from=media&mediaWeek=15&media=microchipNonblockingTick,PASS — use/watch guidance present,"After using this resource, be able to explain or apply: Separate the timer ISR/tick source from application state/timing decisions and explain why the main loop can continue doing other work.",Unique canonical source,PASS,Existing Teaching Media assignment reconciled to the strongest current instructional section.
15,saleaeDigitalSignals,saleaeDigitalSignals,STM32 Nucleo Board — Digital Signals,Saleae,Manufacturer hands-on logic-analyzer tutorial,Required · Timing evidence,RETAINED + INTEGRATED,15,Career,career-w15-career-integration-embedded-c-mcu-architecture-and-nonblocking-design,"Career integration: embedded C, MCU architecture, and nonblocking design",Taught in,required,YES,learn.html?week=15&stage=career-lesson&lesson=1&section=career-w15-career-integration-embedded-c-mcu-architecture-and-nonblocking-design&from=media&mediaWeek=15&media=saleaeDigitalSignals,PASS — use/watch guidance present,"After using this resource, be able to explain or apply: Preserve sample rate, channel/threshold and measured interval so timing claims are reproducible.",Unique canonical source,PASS,Existing Teaching Media assignment reconciled to the strongest current instructional section.
15,stCubeIdeBasics,stCubeIdeBasics,STM32CubeIDE basics MOOC,STMicroelectronics,Manufacturer hands-on course,Required · GPIO/EXTI/timer application,RETAINED + INTEGRATED,15,Career,career-w15-career-integration-embedded-c-mcu-architecture-and-nonblocking-design,"Career integration: embedded C, MCU architecture, and nonblocking design",Lab preparation for,required,YES,learn.html?week=15&stage=career-lesson&lesson=1&section=career-w15-career-integration-embedded-c-mcu-architecture-and-nonblocking-design&from=media&mediaWeek=15&media=stCubeIdeBasics,PASS — use/watch guidance present,"After watching, be able to explain or demonstrate: Identify initialization, callback/interrupt path and main-loop behavior separately.",Unique canonical source,PASS,Existing Teaching Media assignment reconciled to the strongest current instructional section.
16,armEmbedded,armEmbedded,Embedded C Programming with Arm Cortex-M,Arm,Vendor-validated video course,Required · Cortex-M architecture reinforcement,RETAINED + INTEGRATED,16,CETa,concept-4,An MCU is a computer plus tightly integrated peripherals,Review of,required,YES,learn.html?week=16&stage=ceta-lesson&lesson=0&section=concept-4&from=media&mediaWeek=16&media=armEmbedded,PASS — use/watch guidance present,"After watching, be able to explain or demonstrate: Explain what the CPU/peripheral is doing at each debugger observation.",Unique canonical source,PASS,Existing Teaching Media assignment reconciled to the strongest current instructional section.
16,stBootStartup,stBootStartup,STM32 Boot and Startup Tips MOOC,STMicroelectronics,Manufacturer MOOC,Required · Boot/startup instruction,RETAINED + INTEGRATED,16,CETa,concept-5,Clock and reset state determine whether configuration means anything,Taught in,required,YES,learn.html?week=16&stage=ceta-lesson&lesson=0&section=concept-5&from=media&mediaWeek=16&media=stBootStartup,PASS — use/watch guidance present,"After watching, be able to explain or demonstrate: Separate power, reset/boot, clock, startup and application failures.",Unique canonical source,PASS,Existing Teaching Media assignment reconciled to the strongest current instructional section.
16,stCubeIdeBasics,stCubeIdeBasics,STM32CubeIDE basics MOOC,STMicroelectronics,Manufacturer hands-on course,Required · STM32 bring-up course,RETAINED + INTEGRATED,16,Career,career-w16-a-project-contains-source-configuration-and-a-build-recipe,"A project contains source, configuration, and a build recipe",Lab preparation for,required,YES,learn.html?week=16&stage=career-lesson&lesson=1&section=career-w16-a-project-contains-source-configuration-and-a-build-recipe&from=media&mediaWeek=16&media=stCubeIdeBasics,PASS — use/watch guidance present,"After watching, be able to explain or demonstrate: Separate generated initialization, application code and peripheral configuration.",Unique canonical source,PASS,Existing Teaching Media assignment reconciled to the strongest current instructional section.
16,stCubeIdeDebug,stCubeIdeDebug,"STM32CubeIDE Debug — Registers, Memory, Peripherals, Breakpoints and Fault Analysis",STMicroelectronics,Manufacturer debug documentation,Required · Debug/SWD instruction,RETAINED + INTEGRATED,16,CETa,concept-7,SWD exposes internal state but can alter timing,Used in,required,YES,learn.html?week=16&stage=ceta-lesson&lesson=0&section=concept-7&from=media&mediaWeek=16&media=stCubeIdeDebug,PASS — use/watch guidance present,"After using this reference, be able to locate, explain, or apply: Use the debugger to prove processor/peripheral state instead of relying on printf alone.",Unique canonical source,PASS,Existing Teaching Media assignment reconciled to the strongest current instructional section.
17,cisaDeviceBackup,cisaDeviceBackup,How to Protect the Data Stored on Your Devices — Backup and Malware-Resilient Practices,U.S. Cybersecurity and Infrastructure Security Agency,Government cybersecurity training,Required · Backup/recovery and malware-resilience instruction,RETAINED + INTEGRATED,17,CETa,concept-5,"Program installation, utilities, backups, downloads, and recovery",Taught in,required,YES,learn.html?week=17&stage=ceta-lesson&lesson=0&section=concept-5&from=media&mediaWeek=17&media=cisaDeviceBackup,PASS — use/watch guidance present,"After using this resource, be able to explain or apply: A backup is not proven until its recovery path is understood/tested; avoid leaving removable backup media continuously exposed to ransomware.",Unique canonical source,PASS,Existing Teaching Media assignment reconciled to the strongest current instructional section.
17,ciscoNetworkingBasics,ciscoNetworkingBasics,"CCST Networking — Networking Basics, Addressing, DNS, DHCP, Troubleshooting, and Security",Cisco,Vendor networking fundamentals training pathway,Required · Basic networking pathway,RETAINED + INTEGRATED,17,CETa,concept-4,"Basic operation, setup/configuration, and stand-alone versus networked computers",Taught in,required,YES,learn.html?week=17&stage=ceta-lesson&lesson=0&section=concept-4&from=media&mediaWeek=17&media=ciscoNetworkingBasics,PASS — use/watch guidance present,"After using this resource, be able to explain or apply: Trace a connectivity problem from physical link through addressing/name resolution rather than jumping immediately to application blame.",Unique canonical source,PASS,Existing Teaching Media assignment reconciled to the strongest current instructional section.
17,eatonUpsVsSurge,eatonUpsVsSurge,UPS vs. Surge Suppressor — What Each Power-Protection Device Does,Eaton,Power-protection manufacturer technical explainer,Required · Electrical power-protection distinction,RETAINED + INTEGRATED,17,CETa,concept-6,Surges versus malware and practical cybersecurity/network use,Taught in,required,YES,learn.html?week=17&stage=ceta-lesson&lesson=0&section=concept-6&from=media&mediaWeek=17&media=eatonUpsVsSurge,PASS — use/watch guidance present,"After using this resource, be able to explain or apply: Classify a symptom as data/software/security versus power interruption/surge before recommending a control.",Unique canonical source,PASS,Existing Teaching Media assignment reconciled to the strongest current instructional section.
17,microsoftAppsUpdates,microsoftAppsUpdates,Manage Apps and Windows Updates,Microsoft Learn,Beginner Windows application/update learning path,Required · Software installation/update foundation,RETAINED + INTEGRATED,17,CETa,concept-6,Surges versus malware and practical cybersecurity/network use,Taught in,required,YES,learn.html?week=17&stage=ceta-lesson&lesson=0&section=concept-6&from=media&mediaWeek=17&media=microsoftAppsUpdates,PASS — use/watch guidance present,"After using this resource, be able to explain or apply: Record versions and change one software variable at a time during troubleshooting so updates/installs remain traceable.",Unique canonical source,PASS,Existing Teaching Media assignment reconciled to the strongest current instructional section.
17,microsoftDefenderBasics,microsoftDefenderBasics,"Explore Microsoft Defender — Malware Protection, Firewall, and Network Profiles",Microsoft Learn,Beginner endpoint-security module,Required · Malware/firewall/security teaching,RETAINED + INTEGRATED,17,CETa,concept-6,Surges versus malware and practical cybersecurity/network use,Taught in,required,YES,learn.html?week=17&stage=ceta-lesson&lesson=0&section=concept-6&from=media&mediaWeek=17&media=microsoftDefenderBasics,PASS — use/watch guidance present,"After using this resource, be able to explain or apply: Do not confuse cybersecurity threats with electrical power disturbances; diagnose the failure domain before selecting a protective control.",Unique canonical source,PASS,Existing Teaching Media assignment reconciled to the strongest current instructional section.
17,microsoftSupportTools,microsoftSupportTools,"Explore Support and Diagnostic Tools — Task Manager, Event Viewer, Reliability Monitor, MMC, Registry",Microsoft Learn,Beginner Windows diagnostic-tools module,Required · Utilities/diagnostics teaching,RETAINED + INTEGRATED,17,CETa,concept-5,"Program installation, utilities, backups, downloads, and recovery",Taught in,required,YES,learn.html?week=17&stage=ceta-lesson&lesson=0&section=concept-5&from=media&mediaWeek=17&media=microsoftSupportTools,PASS — use/watch guidance present,"After using this resource, be able to explain or apply: Collect evidence before changing configuration; correlate time-stamped events/process/resource symptoms with the reported failure.",Unique canonical source,PASS,Existing Teaching Media assignment reconciled to the strongest current instructional section.
17,microsoftWindowsConfig,microsoftWindowsConfig,Configure Post-Installation Settings and Personalization in Windows,Microsoft Learn,Beginner Windows client learning path,Required · Computer setup/configuration foundation,RETAINED + INTEGRATED,17,CETa,concept-4,"Basic operation, setup/configuration, and stand-alone versus networked computers",Taught in,required,YES,learn.html?week=17&stage=ceta-lesson&lesson=0&section=concept-4&from=media&mediaWeek=17&media=microsoftWindowsConfig,PASS — use/watch guidance present,"After using this resource, be able to explain or apply: Document configuration changes and distinguish operating-system settings from application/driver configuration.",Unique canonical source,PASS,Existing Teaching Media assignment reconciled to the strongest current instructional section.
17,pyserial,pyserial,pySerial Documentation,pySerial project,Official project documentation,Required · Host-side serial instruction/reference,RETAINED + INTEGRATED,17,Career,career-w17-use-pyserial-as-a-visible-port-bytes-message-pipeline,Use pySerial as a visible port → bytes → message pipeline,Used in,required,YES,learn.html?week=17&stage=career-lesson&lesson=1&section=career-w17-use-pyserial-as-a-visible-port-bytes-message-pipeline&from=media&mediaWeek=17&media=pyserial,PASS — use/watch guidance present,"After using this reference, be able to locate, explain, or apply: Expect partial reads and define what timeout means for the test.",Unique canonical source,PASS,Existing Teaching Media assignment reconciled to the strongest current instructional section.
17,saleaeAsyncSerial,saleaeAsyncSerial,Async Serial Analyzer — User Guide,Saleae,Manufacturer protocol-analyzer guide,Required · Analyzer configuration,RETAINED + INTEGRATED,17,CETa,concept-1,UART shares timing rules instead of a clock wire,Taught in,required,YES,learn.html?week=17&stage=ceta-lesson&lesson=0&section=concept-1&from=media&mediaWeek=17&media=saleaeAsyncSerial,PASS — use/watch guidance present,"After using this reference, be able to locate, explain, or apply: When decoding fails, verify raw timing before changing firmware.",Unique canonical source,PASS,Existing Teaching Media assignment reconciled to the strongest current instructional section.
17,saleaeLearnAsync,saleaeLearnAsync,Learn Asynchronous Serial,Saleae,Manufacturer protocol teaching guide,Required · UART/async serial teaching,RETAINED + INTEGRATED,17,CETa,concept-1,UART shares timing rules instead of a clock wire,Taught in,required,YES,learn.html?week=17&stage=ceta-lesson&lesson=0&section=concept-1&from=media&mediaWeek=17&media=saleaeLearnAsync,PASS — use/watch guidance present,"After using this reference, be able to locate, explain, or apply: Calculate bit time from baud and explain how a wrong baud/framing assumption creates decode errors.",Unique canonical source,PASS,Existing Teaching Media assignment reconciled to the strongest current instructional section.
17,saleaeStm32Uart,saleaeStm32Uart,STM32 Nucleo Board — Analyzing UART,Saleae,Manufacturer hands-on tutorial,Required · STM32 UART application,RETAINED + INTEGRATED,17,Career,career-w17-define-the-serial-contract-before-writing-the-client,Define the serial contract before writing the client,Taught in,required,YES,learn.html?week=17&stage=career-lesson&lesson=1&section=career-w17-define-the-serial-contract-before-writing-the-client&from=media&mediaWeek=17&media=saleaeStm32Uart,PASS — use/watch guidance present,"After using this resource, be able to explain or apply: Capture both directions and correlate configuration with measured bit timing.",Unique canonical source,PASS,Existing Teaching Media assignment reconciled to the strongest current instructional section.
